date,策略净值,等权基准净值
2020-03-17,9031861.472962689,8004500.891521276
2020-03-18,8981804.34956269,7817724.916496533
2020-03-19,8832149.28686269,7680119.271546481
2020-03-20,9049499.17436269,7792123.146969392
2020-03-23,9198193.02326269,7753263.338065799
2020-03-24,9521052.46226269,7968851.6587681705
2020-03-25,9766489.639762688,8110850.266921493
2020-03-26,9719124.62396269,8044056.659331652
2020-03-27,9804210.73556269,8026644.563197741
2020-03-30,9714707.49896269,7907336.634514335
2020-03-31,9697968.9548907,7936246.764299778
2020-04-01,9641897.1248907,7859053.808303172
2020-04-02,9594695.4148907,7982655.939753841
2020-04-03,9563966.7848907,8139581.1124009965
2020-04-07,9561115.6748907,8220814.687329104
2020-04-08,9562066.0448907,8206662.651831102
2020-04-09,9572203.3248907,8205150.27847861
2020-04-10,9585508.504890699,8246029.83356389
2020-04-13,9576004.8048907,8236257.092252891
2020-04-14,9546226.5448907,8192402.354046606
2020-04-15,9559531.7248907,8126512.919194754
2020-04-16,9531020.6248907,8084619.358851191
2020-04-17,9514547.5448907,8040753.468851623
2020-04-20,9485086.0748907,7920778.727979746
2020-04-21,9468612.994890701,7647949.05248687
2020-04-22,9495223.3548907,7513324.948589684
2020-04-23,9512963.594890699,7667715.726902785
2020-04-24,9507578.1648907,7658690.309016907
2020-04-27,9512013.2248907,7560179.1392324865
2020-04-28,9495856.9348907,7491822.1874531815
2020-04-29,9466078.6748907,7558356.615312815
2020-04-30,9451329.359646749,7628313.304472558
2020-05-06,9426133.84364675,7766848.165438756
2020-05-07,9435121.662646748,7789405.102112924
2020-05-08,9560506.32714675,7868928.442265765
2020-05-11,9588995.009646751,7851242.081710654
2020-05-12,9564192.660646748,7820496.253368171
2020-05-13,9552469.748646751,7801368.762569207
2020-05-14,9572254.490146749,7834190.5072481595
2020-05-15,9706105.82864675,7953333.271338343
2020-05-18,9927090.76464675,8162407.520177836
2020-05-19,9965069.96114675,8170217.3527545985
2020-05-20,10091596.734146751,8282888.704313056
2020-05-21,10051937.38964675,8295233.879511924
2020-05-22,9927213.12714675,8193793.899905635
2020-05-25,9953736.054146748,8223938.7068030415
2020-05-26,10031711.09764675,8287440.78731741
2020-05-27,9993510.874146748,8241847.249936526
2020-05-28,10003500.59364675,8255537.5073809195
2020-05-29,10031140.312143698,8308840.585812755
2020-06-01,10290038.902143698,8425621.79366988
2020-06-02,10481875.312143698,8473071.38386557
2020-06-03,10471173.462143699,8465816.845214555
2020-06-04,10408462.6121437,8430571.940721245
2020-06-05,10744381.962143699,8526946.316818997
2020-06-08,10560109.2521437,8474182.383051706
2020-06-09,10558632.702143699,8479917.408030584
2020-06-10,10608988.9121437,8514649.552333023
2020-06-11,10256135.942143697,8457170.361698085
2020-06-12,10263646.722143698,8432500.348682025
2020-06-15,10262278.6021437,8410862.355053494
2020-06-16,10394146.952143699,8443684.253282087
2020-06-17,10412588.742143698,8460930.317391198
2020-06-18,10550769.4421437,8496613.346849777
2020-06-19,10666904.722143698,8535803.920063706
2020-06-22,10826973.452143699,8616256.103250302
2020-06-23,10840280.022143697,8622997.813594801
2020-06-24,10496501.5121437,8550541.342277106
2020-06-29,10641028.632143699,8578535.708711803
2020-06-30,10634125.739603698,8596825.227073696
2020-07-01,10707240.439603698,8683152.102246327
2020-07-02,10784180.439603698,8694122.11684114
2020-07-03,10800984.239603698,8713271.889534375
2020-07-06,10882344.889603699,8739994.041123454
2020-07-07,10834657.489603698,8750346.11398359
2020-07-08,10877062.289603699,8761052.22709197
2020-07-09,10779462.489603696,8785468.301764736
2020-07-10,10858191.989603698,8788724.263702145
2020-07-13,10919785.839603698,8826535.436716529
2020-07-14,10978250.889603697,8859058.248471212
2020-07-15,11046649.889603699,8884002.13745393
2020-07-16,10959988.589603698,8855423.30796933
2020-07-17,10937912.589603698,8831344.024469081
2020-07-20,10917925.089603698,8832293.741144247
2020-07-21,11109972.439603698,8959774.149502777
2020-07-22,11118159.139603699,9068993.74413902
2020-07-23,11058292.139603697,9128893.822695773
2020-07-24,11040266.9396037,9184117.520767022
2020-07-27,11092430.239603698,9308364.027902614
2020-07-28,11074373.089603698,9337055.89389905
2020-07-29,11151890.289603699,9341077.036398273
2020-07-30,11030882.089603698,9283638.625969138
2020-07-31,10998860.48550129,9245902.970389988
2020-08-03,11048081.744101288,9296626.323101018
2020-08-04,11103081.971701289,9340344.35711743
2020-08-05,11390052.82770129,9495337.85023599
2020-08-06,11649828.431401288,9594255.44968549
2020-08-07,11878990.238401288,9679872.829620712
2020-08-10,11716677.193201289,9619667.331368718
2020-08-11,11758977.612901289,9634101.882934991
2020-08-12,11193117.479401289,9380717.620284546
2020-08-13,10999527.22800129,9300958.590656783
2020-08-14,11177495.442301288,9390323.228367526
2020-08-17,11164863.334801288,9402383.637615077
2020-08-18,11399944.919701288,9526103.901458574
2020-08-19,11389360.218601288,9499016.901054416
2020-08-20,11232241.582501289,9416451.108333427
2020-08-21,11170590.036301289,9340295.612219635
2020-08-24,10964590.352101289,9265157.368117316
2020-08-25,10974076.741801288,9310396.881437235
2020-08-26,10950946.758001288,9309523.9879933
2020-08-27,11109412.00290129,9363608.931628836
2020-08-28,11155257.606601289,9402426.518499602
2020-08-31,11238552.64525441,9464529.32009441
2020-09-01,11252806.66525441,9529078.691432277
2020-09-02,11267747.07525441,9470555.053466065
2020-09-03,11250024.50525441,9372714.300897239
2020-09-04,11160294.20525441,9262660.501361964
2020-09-07,11262741.06525441,9273442.4594707
2020-09-08,11281202.47525441,9215727.910411049
2020-09-09,11148664.395254409,9163348.945533032
2020-09-10,11177959.45525441,9197006.65247596
2020-09-11,11174829.895254409,9192969.545640541
2020-09-14,11315039.93525441,9221762.236593882
2020-09-15,11366320.87525441,9280692.855907323
2020-09-16,11309965.50525441,9295890.0134268
2020-09-17,11296732.50525441,9290479.924611595
2020-09-18,11370054.78525441,9296647.825380456
2020-09-21,11375594.08525441,9261217.2327052
2020-09-22,11267297.42525441,9062727.3021748
2020-09-23,11233262.51525441,8953084.484738775
2020-09-24,11176457.18525441,8849345.146269564
2020-09-25,11143521.305254411,8855037.011793375
2020-09-28,11170883.07525441,8885667.673908917
2020-09-29,11173542.60525441,8890889.431946442
2020-09-30,11139874.54777541,8914558.392210675
2020-10-09,11351808.92777541,9062852.098038092
2020-10-12,11377351.507775411,9115000.973365739
2020-10-13,11337656.95777541,9119305.398226686
2020-10-14,11325921.17777541,9064113.696367374
2020-10-15,11330753.55777541,9069348.021407906
2020-10-16,11341798.99777541,9058284.50055834
2020-10-19,11366306.06777541,9081834.122814707
2020-10-20,11378387.017775409,9088409.546889646
2020-10-21,11401513.40777541,9116126.000938835
2020-10-22,11393229.32777541,9130390.121419653
2020-10-23,11366996.40777541,9064784.225362493
2020-10-26,11364925.38777541,8983188.29143242
2020-10-27,11352844.43777541,9014137.970820963
2020-10-28,11344560.357775409,8976279.423174243
2020-10-29,11294165.53777541,8829087.649519604
2020-10-30,11278053.25790741,8775116.17200729
2020-11-02,11349944.057907408,8843648.966200141
2020-11-03,11434329.73790741,8914263.867106725
2020-11-04,11479682.697907409,8975737.21864679
2020-11-05,11534728.77790741,8987667.620519973
2020-11-06,11693036.05790741,9020868.892222397
2020-11-09,11755121.81790741,9100133.523582727
2020-11-10,11530853.97790741,9019204.103738654
2020-11-11,11608337.09790741,9091586.849428467
2020-11-12,11597542.377907408,9075641.074143447
2020-11-13,11597197.097907411,9062725.633011298
2020-11-16,11728829.89790741,9154349.402428135
2020-11-17,11675547.97790741,9124761.576748095
2020-11-18,11675339.81790741,9116766.221587894
2020-11-19,11646392.13790741,9112195.98874432
2020-11-20,11632388.057907408,9131629.605833521
2020-11-23,11805193.257907411,9216137.960854834
2020-11-24,11690049.257907407,9195421.433781767
2020-11-25,11642251.57790741,9197677.379380092
2020-11-26,11649669.97790741,9192345.141362645
2020-11-27,11677039.25790741,9193142.812935907
2020-11-30,11588162.940088408,9139834.095719023
2020-12-01,11579886.620088408,9140167.169607952
2020-12-02,11659430.510088408,9219341.233819276
2020-12-03,11709738.110088406,9210105.654903483
2020-12-04,11792787.820088407,9236590.281712774
2020-12-07,11842433.580088407,9267260.338458538
2020-12-08,11832949.410088407,9310153.206118586
2020-12-09,11864166.450088408,9315861.29099837
2020-12-10,12159500.170088407,9370846.65246009
2020-12-11,12169848.440088408,9405851.141281527
2020-12-14,12196841.560088407,9386257.551497867
2020-12-15,12259109.920088409,9412915.374835603
2020-12-16,12333492.000088409,9497508.09655337
2020-12-17,12427347.540088408,9575982.686305318
2020-12-18,12580664.730088409,9688787.973384859
2020-12-21,12404069.600088408,9747570.788835553
2020-12-22,12269057.170088409,9690198.18208172
2020-12-23,12304823.460088408,9627958.14542515
2020-12-24,12370515.440088408,9669392.19483412
2020-12-25,12365272.440088406,9670384.86788604
2020-12-28,12262866.270088406,9706165.250423592
2020-12-29,12255696.450088408,9672369.063617816
2020-12-30,12253249.000088409,9666884.60648312
2020-12-31,12245733.621894408,9723929.076283447
2021-01-04,12404022.811894407,9830411.619630178
2021-01-05,12461942.771894408,9904249.059678912
2021-01-06,12581116.731894406,9953829.643503416
2021-01-07,12568873.491894407,9958035.146382544
2021-01-08,12629308.281894406,10001686.467727333
2021-01-11,12457806.211894408,9854416.094610535
2021-01-12,12484859.611894408,9849361.532116387
2021-01-13,12634971.981894406,9934182.61743596
2021-01-14,12647293.781894406,9923608.34425464
2021-01-15,12614220.701894408,9920241.263958046
2021-01-18,12464414.551894406,9851991.488792714
2021-01-19,12543066.791894408,9876417.833076099
2021-01-20,12444885.371894408,9824341.858264856
2021-01-21,12455216.531894406,9844085.982498841
2021-01-22,12355687.291894408,9787411.675506735
2021-01-25,12261480.151894407,9739412.45305113
2021-01-26,12273714.701894406,9748306.75512036
2021-01-27,12332971.771894407,9749528.528392907
2021-01-28,12262317.161894407,9691285.789111286
2021-01-29,12323953.885645406,9742111.22820714
2021-02-01,12460890.945645409,9880812.439429214
2021-02-02,12631597.255645407,9933164.300970895
2021-02-03,12720009.965645408,9788762.369785106
2021-02-04,12802000.895645408,9822158.381314639
2021-02-05,12938399.595645407,9853135.293481098
2021-02-08,13127062.935645407,9937888.43592835
2021-02-09,13195024.175645407,10004111.439691532
2021-02-10,13242238.675645407,10002572.364428502
2021-02-18,13679489.17564541,10109015.429768048
2021-02-19,13637776.065645406,10095195.22764765
2021-02-22,14026955.745645408,10296076.099148568
2021-02-23,14163388.285645409,10413703.713281497
2021-02-24,14336514.935645407,10482705.286776936
2021-02-25,14450313.775645407,10561954.065506104
2021-02-26,14242432.010673407,10412651.933046611
2021-03-01,14020352.23067341,10268079.18644543
2021-03-02,13802418.470673406,10132983.006860644
2021-03-03,14036909.160673406,10219124.124086168
2021-03-04,14356468.070673406,10226995.251864986
2021-03-05,14529925.980673408,10194791.68013608
2021-03-08,14458973.030673409,10249884.453395303
2021-03-09,14430672.680673407,10200235.97827103
2021-03-10,14398042.120673407,10157772.107309377
2021-03-11,14621359.34067341,10151479.513060939
2021-03-12,14618387.640673406,10156288.800653294
2021-03-15,14616725.360673409,10145954.506463163
2021-03-16,14550894.190673407,10172784.004542405
2021-03-17,14502710.600673407,10178998.66546636
2021-03-18,13962286.390673406,10101516.731156334
2021-03-19,14091533.300673408,10095021.59483552
2021-03-22,14146836.440673409,10110783.201526575
2021-03-23,13761784.780673407,10002195.957842495
2021-03-24,14066925.82067341,10040261.100998698
2021-03-25,13768654.590673408,10000879.312687691
2021-03-26,14083198.35067341,10066200.029258698
2021-03-29,14171399.250673406,10136301.991659515
2021-03-30,14125517.950673409,10100629.153942084
2021-03-31,13954694.623934157,10002345.286272017
2021-04-01,14054589.201434158,10140871.378873544
2021-04-02,14100744.518934157,10216035.465350859
2021-04-06,14078531.633934159,10210771.99172966
2021-04-07,14101276.416434158,10213407.171618093
2021-04-08,14115109.27393416,10200348.787659282
2021-04-09,14127614.148934158,10210296.195500018
2021-04-12,14107261.143934159,10167249.767925037
2021-04-13,14067756.306434158,10125734.335843123
2021-04-14,14107130.811434157,10248161.742180262
2021-04-15,14105799.306434158,10315404.114975234
2021-04-16,14148495.528934158,10424881.702452935
2021-04-19,14186140.486434158,10460841.536308136
2021-04-20,14143574.596434157,10435567.987818195
2021-04-21,14185340.878934158,10401306.749707025
2021-04-22,14192523.256434157,10472159.909447849
2021-04-23,14174167.508934159,10486478.073612787
2021-04-26,14161000.403934158,10508423.034501566
2021-04-27,14162863.806434158,10591240.055779787
2021-04-28,14124155.053934159,10594516.787102763
2021-04-29,14155811.761434158,10671566.305310579
2021-04-30,14114466.008206408,10602857.907226894
2021-05-06,14456215.468206406,10850031.011246743
2021-05-07,14718901.368206408,10979559.126170527
2021-05-10,14897443.988206409,11026452.332925387
2021-05-11,14884685.088206407,11024831.386811342
2021-05-12,15020372.94820641,11141362.406612622
2021-05-13,14992958.748206407,11044161.688812926
2021-05-14,14690015.08820641,10928085.703881525
2021-05-17,14775939.748206407,10981723.645456145
2021-05-18,14940257.208206408,11043354.50664286
2021-05-19,14913546.168206409,10945507.858057478
2021-05-20,14472154.008206408,10739417.00204013
2021-05-21,14301179.62820641,10715460.00503196
2021-05-24,14165784.528206408,10712361.449091798
2021-05-25,14285231.12820641,10761131.524970245
2021-05-26,14315162.268206406,10776459.344824962
2021-05-27,14282228.888206407,10753450.688477151
2021-05-28,14393169.448206406,10806719.514254581
2021-05-31,14478690.1942098,10851529.50674725
2021-06-01,14636165.262309797,10943553.78610753
2021-06-02,14625127.844609797,10983705.070370816
2021-06-03,14585167.5701098,10971404.614651088
2021-06-04,14455677.993809797,10843671.601223232
2021-06-07,14518184.304209799,10901667.98101277
2021-06-08,14612447.424909797,10915696.61626739
2021-06-09,14564136.913909797,10937233.643997593
2021-06-10,14584081.606009796,10937195.335403861
2021-06-11,14674011.875209797,10994520.62749353
2021-06-15,14667583.113709796,10950598.211312927
2021-06-16,14628097.973809797,10917139.06461795
2021-06-17,14430507.494109798,10834913.510781623
2021-06-18,14211613.8146098,10689634.463257285
2021-06-21,14290459.512809798,10703359.026753385
2021-06-22,14330953.725309797,10739816.602808192
2021-06-23,14373006.893309798,10818898.43979057
2021-06-24,14410214.2644098,10859045.30613792
2021-06-25,14452137.121709798,10898014.914047116
2021-06-28,14376874.826009799,10838221.420602323
2021-06-29,14378792.443009797,10837580.8966255
2021-06-30,14247275.842360578,10815741.078701511
2021-07-01,14385419.922360579,10956043.081029877
2021-07-02,14439439.582360579,11016589.605681878
2021-07-05,14553117.662360579,11089336.833665669
2021-07-06,14431991.242360577,11093284.358927742
2021-07-07,14161147.682360578,10941726.09988735
2021-07-08,14250638.48236058,10958693.797428146
2021-07-09,14458439.80236058,11022354.85129256
2021-07-12,14512775.782360576,11068440.410334673
2021-07-13,14716125.762360577,11146640.288155954
2021-07-14,14618960.002360579,11123339.38496694
2021-07-15,14414159.28236058,11111687.305864979
2021-07-16,14466491.762360577,11152271.895346036
2021-07-19,13985698.14236058,11041052.416297883
2021-07-20,14053359.562360577,10981512.211504608
2021-07-21,14382626.502360579,11053066.142294021
2021-07-22,14537551.922360577,11084836.580219565
2021-07-23,14627757.502360579,11116315.298495894
2021-07-26,14600662.962360578,11103943.412931466
2021-07-27,14587404.422360577,11117895.78262005
2021-07-28,14636995.702360578,11134679.442318622
2021-07-29,14833179.822360579,11215037.218116635
2021-07-30,14823801.0062567,11292125.530516788
2021-08-02,14639758.8696567,11134740.75955722
2021-08-03,14515734.787356699,11064222.466561869
2021-08-04,14485759.509956699,10983433.566867683
2021-08-05,14455042.6321567,11000061.18633402
2021-08-06,14418990.3370567,10945103.712906675
2021-08-09,14271856.319556698,10822337.855151363
2021-08-10,14263758.2639567,10860429.654544879
2021-08-11,14373499.8137567,10925910.837559786
2021-08-12,14445228.8356567,10941202.833560333
2021-08-13,14381926.9711567,10882401.494798101
2021-08-16,14463720.2155567,10944224.966444053
