date,159985.SZ_shares,518880.SH_shares,159980.SZ_shares,159981.SZ_shares,161226.SZ_shares,501018.SH_shares,165513.SZ_shares,159985.SZ_value,518880.SH_value,159980.SZ_value,159981.SZ_value,161226.SZ_value,501018.SH_value,165513.SZ_value,cash,total_value
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0
2020-01-23,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3333301.5,0.0,0.0,0.0,0.0,0.0,6663127.51,9996429.00955
2020-02-03,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3411842.979,0.0,0.0,0.0,0.0,0.0,6663127.51,10074970.48855
2020-02-04,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3392038.5659999996,0.0,0.0,0.0,0.0,0.0,6663127.51,10055166.07555
2020-02-05,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3369318.639,0.0,0.0,0.0,0.0,0.0,6663127.51,10032446.14855
2020-02-06,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3347184.9000000004,0.0,0.0,0.0,0.0,0.0,6663127.51,10010312.40955
2020-02-07,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3370290.477,0.0,0.0,0.0,0.0,0.0,6663127.51,10033417.98655
2020-02-10,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3381551.457,0.0,0.0,0.0,0.0,0.0,6663127.51,10044678.96655
2020-02-11,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3376018.665,0.0,0.0,0.0,0.0,0.0,6663127.51,10039146.17455
2020-02-12,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3361358.823,0.0,0.0,0.0,0.0,0.0,6663127.51,10024486.33255
2020-02-13,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3385824.4590000003,0.0,0.0,0.0,0.0,0.0,6663127.51,10048951.96855
2020-02-14,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3389125.623,0.0,0.0,0.0,0.0,0.0,6663127.51,10052253.13255
2020-02-17,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3403299.546,0.0,0.0,0.0,0.0,0.0,6663127.51,10066427.05555
2020-02-18,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3421746.471,0.0,0.0,0.0,0.0,0.0,6663127.51,10084873.980549999
2020-02-19,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3458830.575,0.0,0.0,0.0,0.0,0.0,6663127.51,10121958.08455
2020-02-20,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3470094.126,0.0,0.0,0.0,0.0,0.0,6663127.51,10133221.63555
2020-02-21,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3541547.3579999995,0.0,0.0,0.0,0.0,0.0,6663127.51,10204674.867549999
2020-02-24,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3609604.299,0.0,0.0,0.0,0.0,0.0,6663127.51,10272731.80855
2020-02-25,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3539022.6360000004,0.0,0.0,0.0,0.0,0.0,6663127.51,10202150.14555
2020-02-26,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3560187.108,0.0,0.0,0.0,0.0,0.0,6663127.51,10223314.61755
2020-02-27,0.0,2571000.0,0.0,0.0,0.0,0.0,0.0,0.0,3555721.281,0.0,0.0,0.0,0.0,0.0,6663127.51,10218848.79055
2020-02-28,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3377618.3400000003,3387373.8753,0.0,0.0,3387282.3,0.0,0.0,50.08,10152324.595462691
2020-03-02,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3435278.8800000004,3328441.9437,0.0,0.0,3273982.1999999997,0.0,0.0,50.08,10037753.103862692
2020-03-03,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3471451.02,3324586.3278,0.0,0.0,3270075.3,0.0,0.0,50.08,10066162.727962688
2020-03-04,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3466795.1999999997,3383615.3342999998,0.0,0.0,3324771.9,0.0,0.0,50.08,10175232.51446269
2020-03-05,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3464288.22,3397337.7426,0.0,0.0,3313051.1999999997,0.0,0.0,50.08,10174727.242762689
2020-03-06,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3444590.52,3452227.3758,0.0,0.0,3348213.3,0.0,0.0,50.08,10245081.275962688
2020-03-09,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3397674.18,3461909.9748,0.0,0.0,3238820.0999999996,0.0,0.0,50.08,10098454.334962688
2020-03-10,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3418804.44,3402131.7492,0.0,0.0,3254447.6999999997,0.0,0.0,50.08,10075433.969362691
2020-03-11,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3416297.46,3429671.1516000004,0.0,0.0,3277889.1,0.0,0.0,50.08,10123907.791762691
2020-03-12,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3386571.84,3397056.4743,0.0,0.0,3199751.0999999996,0.0,0.0,50.08,9983429.494462688
2020-03-13,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3401613.7199999997,3299772.4899,0.0,0.0,3020033.7,0.0,0.0,50.08,9721469.990062688
2020-03-16,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3454260.3000000003,3197510.3055,0.0,0.0,2832502.5,0.0,0.0,50.08,9484323.18566269
2020-03-17,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3432055.62,3068084.5727999997,0.0,0.0,2531671.2,0.0,0.0,50.08,9031861.472962689
2020-03-18,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3443157.96,3135852.8093999997,0.0,0.0,2402743.5,0.0,0.0,50.08,8981804.34956269
2020-03-19,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3408418.38,3114702.9266999997,0.0,0.0,2308977.9,0.0,0.0,50.08,8832149.28686269
2020-03-20,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3488283.6,3150608.1942000003,0.0,0.0,2410557.3,0.0,0.0,50.08,9049499.17436269
2020-03-23,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3609334.92,3143088.6230999995,0.0,0.0,2445719.4,0.0,0.0,50.08,9198193.02326269
2020-03-24,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3629032.62,3305601.9621,0.0,0.0,2586367.8000000003,0.0,0.0,50.08,9521052.46226269
2020-03-25,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3679172.22,3364158.0396,0.0,0.0,2723109.3,0.0,0.0,50.08,9766489.639762688
2020-03-26,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3629390.7600000002,3354853.7838,0.0,0.0,2734830.0,0.0,0.0,50.08,9719124.62396269
2020-03-27,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3643358.22,3386903.4354000003,0.0,0.0,2773899.0,0.0,0.0,50.08,9804210.73556269
2020-03-30,3581400.0,2489100.0,0.0,0.0,3906900.0,0.0,0.0,3704600.16,3372899.7588,0.0,0.0,2637157.5,0.0,0.0,50.08,9714707.49896269
2020-03-31,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3232841.9499999997,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9697968.9548907
2020-04-01,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3176770.1199999996,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9641897.1248907
2020-04-02,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3129568.41,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9594695.4148907
2020-04-03,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3098839.78,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9563966.7848907
2020-04-07,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3095988.67,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9561115.6748907
2020-04-08,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3096939.04,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9562066.0448907
2020-04-09,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3107076.32,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9572203.3248907
2020-04-10,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3120381.5,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9585508.504890699
2020-04-13,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3110877.8,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9576004.8048907
2020-04-14,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3081099.54,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9546226.5448907
2020-04-15,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3094404.72,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9559531.7248907
2020-04-16,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3065893.62,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9531020.6248907
2020-04-17,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3049420.54,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9514547.5448907
2020-04-20,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3019959.0700000003,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9485086.0748907
2020-04-21,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3003485.99,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9468612.994890701
2020-04-22,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3030096.35,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9495223.3548907
2020-04-23,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3047836.59,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9512963.594890699
2020-04-24,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3042451.16,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9507578.1648907
2020-04-27,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3046886.2199999997,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9512013.2248907
2020-04-28,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3030729.93,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9495856.9348907
2020-04-29,3167900.0,0.0,0.0,0.0,0.0,0.0,0.0,3000951.67,0.0,0.0,0.0,0.0,0.0,0.0,6465127.0,9466078.6748907
2020-04-30,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3154786.4565,3154784.49,0.0,3141744.0,0.0,0.0,14.41,9451329.359646749
2020-05-06,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3149240.5105,3152302.92,0.0,3124576.0,0.0,0.0,14.41,9426133.84364675
2020-05-07,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3145541.7295,3173573.52,0.0,3115992.0,0.0,0.0,14.41,9435121.662646748
2020-05-08,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3175628.264,3195907.65,0.0,3188956.0,0.0,0.0,14.41,9560506.32714675
2020-05-11,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3157056.4664999996,3212924.13,0.0,3219000.0,0.0,0.0,14.41,9588995.009646751
2020-05-12,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3154701.8874999997,3203352.36,0.0,3206124.0,0.0,0.0,14.41,9564192.660646748
2020-05-13,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3155627.6955,3177827.64,0.0,3219000.0,0.0,0.0,14.41,9552469.748646751
2020-05-14,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3175374.557,3173573.52,0.0,3223292.0,0.0,0.0,14.41,9572254.490146749
2020-05-15,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3219410.5255,3168964.89,0.0,3317716.0,0.0,0.0,14.41,9706105.82864675
2020-05-18,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3297062.6714999997,3179245.68,0.0,3450768.0,0.0,0.0,14.41,9927090.76464675
2020-05-19,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3248909.528,3226750.02,0.0,3489395.9999999995,0.0,0.0,14.41,9965069.96114675
2020-05-20,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3284708.921,3240221.4,0.0,3566652.0,0.0,0.0,14.41,10091596.734146751
2020-05-21,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3245631.3665,3265391.6100000003,0.0,3540900.0,0.0,0.0,14.41,10051937.38964675
2020-05-22,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3245464.454,3235258.26,0.0,3446476.0,0.0,0.0,14.41,9927213.12714675
2020-05-25,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3239664.801,3220368.84,0.0,3493688.0,0.0,0.0,14.41,9953736.054146748
2020-05-26,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3254791.5245,3231713.1599999997,0.0,3545192.0,0.0,0.0,14.41,10031711.09764675
2020-05-27,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3228403.771,3232776.69,0.0,3532316.0,0.0,0.0,14.41,9993510.874146748
2020-05-28,0.0,2225500.0,3545100.0,0.0,4292000.0,0.0,0.0,0.0,3248319.7705,3222850.41,0.0,3532316.0,0.0,0.0,14.41,10003500.59364675
2020-05-29,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3350761.8,3350715.13,3101228.0,228435.38,10031140.312143698
2020-06-01,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3455222.0,3445514.52,3160867.0,228435.38,10290038.902143698
2020-06-02,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3479328.2,3541677.9299999997,3232433.8000000003,228435.38,10481875.312143698
2020-06-03,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3431115.8,3579188.4800000004,3232433.8000000003,228435.38,10471173.462143699
2020-06-04,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3354779.5,3568958.33,3256289.4000000004,228435.38,10408462.6121437
2020-06-05,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3366832.6,3749690.9799999995,3399422.9999999995,228435.38,10744381.962143699
2020-06-08,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3302549.4,3701268.2699999996,3327856.2,228435.38,10560109.2521437
2020-06-09,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3326655.5999999996,3663757.72,3339784.0000000005,228435.38,10558632.702143699
2020-06-10,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3350761.8,3678079.93,3351711.8000000003,228435.38,10608988.9121437
2020-06-11,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3370850.3,3495983.26,3160867.0,228435.38,10256135.942143697
2020-06-12,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3350761.8,3487799.1399999997,3196650.4000000004,228435.38,10263646.722143698
2020-06-15,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3294514.0,3506895.42,3232433.8000000003,228435.38,10262278.6021437
2020-06-16,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3242283.9000000004,3619427.07,3304000.6,228435.38,10394146.952143699
2020-06-17,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3278443.1999999997,3625565.1599999997,3280145.0000000005,228435.38,10412588.742143698
2020-06-18,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3290496.3,3680125.96,3351711.8000000003,228435.38,10550769.4421437
2020-06-19,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3278443.1999999997,3760603.14,3399422.9999999995,228435.38,10666904.722143698
2020-06-22,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3342726.4,3796749.67,3459061.9999999995,228435.38,10826973.452143699
2020-06-23,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3342726.4,3821984.04,3447134.1999999997,228435.38,10840280.022143697
2020-06-24,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3350761.8,3637159.33,3280145.0000000005,228435.38,10496501.5121437
2020-06-29,0.0,0.0,0.0,0.0,4017700.0,6820100.0,11927800.0,0.0,0.0,0.0,0.0,3350761.8,3686264.05,3375567.4,228435.38,10641028.632143699
2020-06-30,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3546641.8000000003,0.0,0.0,3546608.0000000005,3540867.6999999997,8.24,10634125.739603698
2020-07-01,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3568002.75,0.0,0.0,3573337.95,3565891.4999999995,8.24,10707240.439603698
2020-07-02,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3574157.6,0.0,0.0,3606587.4000000004,3603427.1999999997,8.24,10784180.439603698
2020-07-03,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3579226.3000000003,0.0,0.0,3618322.5000000005,3603427.1999999997,8.24,10800984.239603698
2020-07-06,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3580674.5,0.0,0.0,3660699.25,3640962.9,8.24,10882344.889603699
2020-07-07,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3606380.05,0.0,0.0,3624842.0000000005,3603427.1999999997,8.24,10834657.489603698
2020-07-08,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3617241.55,0.0,0.0,3631361.5000000005,3628450.9999999995,8.24,10877062.289603699
2020-07-09,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3667204.4499999997,0.0,0.0,3571382.0999999996,3540867.6999999997,8.24,10779462.489603696
2020-07-10,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3676979.8000000003,0.0,0.0,3590288.65,3590915.3,8.24,10858191.989603698
2020-07-13,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3775457.4,0.0,0.0,3590940.5999999996,3553379.5999999996,8.24,10919785.839603698
2020-07-14,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3789215.3,0.0,0.0,3598112.05,3590915.3,8.24,10978250.889603697
2020-07-15,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3778353.8000000003,0.0,0.0,3639836.85,3628450.9999999995,8.24,11046649.889603699
2020-07-16,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3708116.1,0.0,0.0,3635925.15,3615939.0999999996,8.24,10959988.589603698
2020-07-17,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3713546.85,0.0,0.0,3620930.3,3603427.1999999997,8.24,10937912.589603698
2020-07-20,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3699426.9000000004,0.0,0.0,3615062.75,3603427.1999999997,8.24,10917925.089603698
2020-07-21,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3731649.3499999996,0.0,0.0,3699816.25,3678498.5999999996,8.24,11109972.439603698
2020-07-22,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3779077.9000000004,0.0,0.0,3673086.3000000003,3665986.6999999997,8.24,11118159.139603699
2020-07-23,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3729115.0,0.0,0.0,3675694.0999999996,3653474.8,8.24,11058292.139603697
2020-07-24,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3749027.7500000005,0.0,0.0,3650268.05,3640962.9,8.24,11040266.9396037
2020-07-27,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3761699.4999999995,0.0,0.0,3652223.9000000004,3678498.5999999996,8.24,11092430.239603698
2020-07-28,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3780526.1,0.0,0.0,3652875.85,3640962.9,8.24,11074373.089603698
2020-07-29,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3792473.7500000005,0.0,0.0,3680909.6999999997,3678498.5999999996,8.24,11151890.289603699
2020-07-30,0.0,0.0,3620500.0,0.0,0.0,6519500.0,12511900.0,0.0,0.0,3818903.4,0.0,0.0,3608543.25,3603427.1999999997,8.24,11030882.089603698
2020-07-31,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3519829.2447,3668982.12,0.0,3668989.4999999995,0.0,0.0,141059.62,10998860.48550129
2020-08-03,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3509322.1533,3649807.4699999997,0.0,3747892.4999999995,0.0,0.0,141059.62,11048081.744101288
2020-08-04,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3512572.7709,3683624.58,0.0,3765825.0,0.0,0.0,141059.62,11103081.971701289
2020-08-05,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3606469.6869,3679441.0199999996,0.0,3963082.5,0.0,0.0,141059.62,11390052.82770129
2020-08-06,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3634822.0506,3713606.76,0.0,4160339.9999999995,0.0,0.0,141059.62,11649828.431401288
2020-08-07,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3659753.7576,3720579.36,0.0,4357597.5,0.0,0.0,141059.62,11878990.238401288
2020-08-10,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3625648.7724,3664101.3,0.0,4285867.5,0.0,0.0,141059.62,11716677.193201289
2020-08-11,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3552684.3320999998,3671771.1599999997,0.0,4393462.5,0.0,0.0,141059.62,11758977.612901289
2020-08-12,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3339042.3486,3635165.01,0.0,4077850.5,0.0,0.0,141059.62,11193117.479401289
2020-08-13,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3384405.2472,3650853.36,0.0,3823209.0,0.0,0.0,141059.62,10999527.22800129
2020-08-14,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3414926.1615,3636908.1599999997,0.0,3984601.5,0.0,0.0,141059.62,11177495.442301288
2020-08-17,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3450866.244,3667238.97,0.0,3905698.5,0.0,0.0,141059.62,11164863.334801288
2020-08-18,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3527500.8789,3707331.4199999995,0.0,4024053.0000000005,0.0,0.0,141059.62,11399944.919701288
2020-08-19,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3478218.2478,3746029.35,0.0,4024053.0000000005,0.0,0.0,141059.62,11389360.218601288
2020-08-20,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3409171.3317,3765552.6300000004,0.0,3916458.0000000005,0.0,0.0,141059.62,11232241.582501289
2020-08-21,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3404502.9855,3751607.43,0.0,3873420.0000000005,0.0,0.0,141059.62,11170590.036301289
2020-08-24,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3408756.1713,3717093.06,0.0,3697681.4999999995,0.0,0.0,141059.62,10964590.352101289
2020-08-25,0.0,2208300.0,3486300.0,0.0,3586500.0,0.0,0.0,0.0,3387907.611,3722322.5100000002,0.0,3722787.0,0.0,0.0,141059.62,10974076.741801288
