date,成分数,换手率,CR5,CR10,HHI
2019-04-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-05-06,30,0.8461538461538461,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-06-03,30,0.75,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-07-01,30,0.5,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-08-01,30,0.8888888888888888,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-09-02,30,0.5365853658536586,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-10-08,30,0.5365853658536586,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-11-01,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2019-12-02,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-01-02,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-02-03,30,0.8461538461538461,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-03-02,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-04-01,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-05-06,30,0.75,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-06-01,30,0.7755102040816326,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-07-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-08-03,30,0.8,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-09-01,30,0.5,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-10-09,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-11-02,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2020-12-01,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-01-04,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-02-01,30,0.8461538461538461,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-03-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-04-01,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-05-06,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-06-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-07-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-08-02,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-09-01,30,0.46153846153846156,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-10-08,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-11-01,30,0.9473684210526315,0.16666666666666669,0.33333333333333337,0.03333333333333335
2021-12-01,30,0.8,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-01-04,30,0.7755102040816326,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-02-07,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-03-01,30,0.5365853658536586,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-04-01,30,0.5365853658536586,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-05-05,30,0.8461538461538461,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-06-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-07-01,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-08-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-09-01,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-10-10,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-11-01,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2022-12-01,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-01-03,30,0.75,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-02-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-03-01,30,0.46153846153846156,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-04-03,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-05-04,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-06-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-07-03,30,0.5365853658536586,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-08-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-09-01,30,0.46153846153846156,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-10-09,30,0.5,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-11-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2023-12-01,30,0.46153846153846156,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-01-02,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-02-01,30,0.9830508474576272,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-03-01,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-04-01,30,0.8461538461538461,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-05-06,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-06-03,30,0.8888888888888888,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-07-01,30,0.9655172413793104,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-08-01,30,0.8,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-09-02,30,0.75,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-10-08,30,1.0,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-11-01,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2024-12-02,30,0.8235294117647058,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-01-02,30,0.8,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-02-05,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-03-03,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-04-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-05-06,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-06-03,30,0.5,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-07-01,30,0.2857142857142857,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-08-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-09-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-10-09,30,0.6666666666666666,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-11-03,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2025-12-01,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-01-05,30,0.5714285714285714,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-02-02,30,0.3783783783783784,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-03-02,30,0.46153846153846156,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-04-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-05-06,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-06-01,30,0.6363636363636364,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-07-01,30,0.6046511627906976,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-08-03,30,0.723404255319149,0.16666666666666669,0.33333333333333337,0.03333333333333335
2026-09-01,30,0.6956521739130435,0.16666666666666669,0.33333333333333337,0.03333333333333335
