date,240019.OF,017469.OF,539001.OF,011613.OF,007466.OF,000217.OF
2024/8/12,0.140612,0.094832,0.244536,0.141812,0.212564,0.165645
2024/8/13,0.139758,0.094552,0.248398,0.141004,0.211168,0.16512
2024/8/14,0.140249,0.093455,0.249459,0.139761,0.211713,0.165364
2024/8/15,0.140344,0.093189,0.252646,0.139427,0.211268,0.163126
2024/8/16,0.1416,0.092629,0.252583,0.138708,0.21154,0.162941
2024/8/19,0.142724,0.091657,0.253289,0.136995,0.212279,0.163057
2024/8/20,0.143919,0.090659,0.253872,0.135946,0.211528,0.164076
2024/8/21,0.143074,0.090762,0.255339,0.13574,0.210308,0.164777
2024/8/22,0.145034,0.090124,0.252201,0.135331,0.212068,0.165241
2024/8/23,0.145375,0.089134,0.254917,0.135042,0.211156,0.164375
2024/8/26,0.146013,0.089023,0.252284,0.134875,0.211943,0.165863
2024/8/27,0.146324,0.088347,0.25352,0.133275,0.212964,0.16557
2024/8/28,0.146187,0.088587,0.252094,0.133596,0.213081,0.166456
2024/8/29,0.142568,0.09015,0.253302,0.135933,0.210165,0.167882
2024/8/30,0.139031,0.092526,0.255094,0.138208,0.208269,0.166871
2024/9/3,0.139807,0.091283,0.251577,0.137057,0.21086,0.169416
2024/9/4,0.139831,0.091067,0.25223,0.137059,0.210931,0.168883
2024/9/5,0.142349,0.094755,0.240668,0.142206,0.213576,0.166446
2024/9/6,0.144086,0.094625,0.236423,0.141882,0.214472,0.168511
2024/9/9,0.142461,0.094562,0.240987,0.141159,0.212171,0.16866
2024/9/10,0.142477,0.094986,0.242094,0.141218,0.211013,0.168212
2024/9/11,0.139517,0.094952,0.247895,0.142055,0.206351,0.16923
2024/9/12,0.14015,0.093762,0.249908,0.140663,0.20687,0.168647
2024/9/13,0.139741,0.093103,0.250332,0.13976,0.206251,0.170813
2024/9/18,0.141317,0.092031,0.247894,0.138435,0.209344,0.170979
2024/9/19,0.140098,0.091711,0.252523,0.138095,0.207834,0.16974
2024/9/20,0.141148,0.091195,0.251004,0.137583,0.207763,0.171306
2024/9/23,0.142669,0.089931,0.250345,0.136015,0.209256,0.171784
2024/9/24,0.144856,0.091372,0.245657,0.137591,0.212807,0.167717
2024/9/25,0.146589,0.090959,0.243528,0.136862,0.214484,0.167578
2024/9/26,0.148196,0.092517,0.240434,0.138809,0.215748,0.164296
2024/9/27,0.145207,0.097403,0.235349,0.146035,0.213643,0.162362
2024/9/30,0.143023,0.108001,0.222648,0.160996,0.21262,0.152711
2024/10/8,0.138274,0.114429,0.220259,0.171196,0.204528,0.151314
2024/10/9,0.133644,0.118632,0.227152,0.171542,0.195176,0.153854
2024/10/10,0.138501,0.11375,0.226935,0.164166,0.202533,0.154115
2024/10/11,0.139785,0.10901,0.231502,0.158305,0.202604,0.158795
2024/10/14,0.141048,0.110565,0.2284,0.159414,0.20422,0.156353
2024/10/15,0.140622,0.109177,0.229435,0.157714,0.203449,0.159603
2024/10/16,0.143458,0.106172,0.229998,0.153451,0.206089,0.160832
2024/10/17,0.141718,0.10739,0.230756,0.154354,0.203928,0.161855
2024/10/18,0.13748,0.117698,0.224465,0.164881,0.198088,0.15739
2024/10/21,0.135297,0.119477,0.223134,0.167627,0.196002,0.158463
2024/10/22,0.135635,0.117354,0.22475,0.165723,0.197411,0.159126
2024/10/23,0.136768,0.116309,0.222518,0.165524,0.19809,0.160791
2024/10/24,0.136553,0.116833,0.224535,0.165286,0.197263,0.15953
2024/10/25,0.135565,0.117274,0.224819,0.167119,0.196309,0.158913
2024/10/28,0.134552,0.116775,0.225448,0.166473,0.197035,0.159718
2024/10/29,0.134868,0.115986,0.228007,0.165059,0.194811,0.161269
2024/10/30,0.134246,0.115149,0.228203,0.163489,0.194741,0.164172
2024/10/31,0.133893,0.118015,0.223222,0.165751,0.195055,0.164064
2024/11/1,0.136183,0.113899,0.225912,0.16217,0.198279,0.163556
2024/11/4,0.136399,0.115557,0.224017,0.163593,0.198893,0.161541
2024/11/5,0.13626,0.114799,0.225755,0.161596,0.201968,0.159622
2024/11/6,0.134387,0.115149,0.230205,0.161059,0.200238,0.158961
2024/11/7,0.134879,0.117265,0.231855,0.162957,0.200181,0.152864
2024/11/8,0.133783,0.117609,0.232624,0.163162,0.198459,0.154363
2024/11/11,0.13045,0.123466,0.23072,0.167983,0.194753,0.152628
2024/11/12,0.130784,0.122047,0.233512,0.166376,0.195424,0.151856
2024/11/13,0.131033,0.122516,0.232313,0.16727,0.195656,0.151212
2024/11/14,0.133233,0.120282,0.234205,0.164637,0.197229,0.150414
2024/11/15,0.135135,0.116833,0.233058,0.161473,0.200286,0.153216
2024/11/18,0.137152,0.114493,0.233415,0.15799,0.202603,0.154348
2024/11/19,0.135177,0.116944,0.232098,0.160535,0.200633,0.154613
2024/11/20,0.134481,0.117041,0.231727,0.161139,0.200873,0.154739
2024/11/21,0.133722,0.11764,0.231308,0.161813,0.199484,0.156034
2024/11/22,0.133148,0.114823,0.235339,0.158089,0.198077,0.160523
2024/11/25,0.13391,0.114049,0.236404,0.157015,0.199227,0.159395
2024/11/26,0.135222,0.113607,0.238009,0.156151,0.199936,0.157075
2024/11/27,0.134793,0.116343,0.23321,0.159325,0.199643,0.156685
2024/11/29,0.133556,0.118286,0.233137,0.161295,0.19794,0.155786
2024/12/2,0.132652,0.118319,0.234746,0.161991,0.197493,0.154799
2024/12/3,0.134193,0.116394,0.2351,0.159918,0.199171,0.155224
2024/12/4,0.134118,0.115807,0.237308,0.158723,0.19929,0.154753
2024/12/5,0.136759,0.112207,0.233827,0.153852,0.204417,0.158939
2024/12/6,0.137127,0.112532,0.233768,0.154339,0.205114,0.157121
2024/12/9,0.137964,0.111074,0.232843,0.153263,0.206422,0.158434
2024/12/10,0.13886,0.111712,0.231475,0.153717,0.205807,0.158429
2024/12/11,0.136884,0.111208,0.234711,0.152803,0.205191,0.159203
2024/12/12,0.138026,0.111771,0.232393,0.152813,0.205337,0.159661
2024/12/13,0.136907,0.111017,0.236949,0.151468,0.203855,0.159804
2024/12/16,0.137987,0.108728,0.240115,0.149107,0.205547,0.158516
2024/12/17,0.138264,0.10787,0.240157,0.148665,0.205908,0.159137
2024/12/18,0.139856,0.110755,0.232267,0.150868,0.207462,0.158792
2024/12/19,0.138755,0.112847,0.231514,0.152713,0.2058,0.158372
2024/12/20,0.137681,0.116286,0.231669,0.154514,0.203153,0.156696
2024/12/23,0.139425,0.113835,0.233507,0.152249,0.203128,0.157856
2024/12/24,0.1397,0.114639,0.234154,0.152861,0.202906,0.15574
2024/12/26,0.140023,0.116401,0.232562,0.153589,0.202158,0.155266
2024/12/27,0.140683,0.115414,0.230726,0.153341,0.203645,0.156191
2024/12/30,0.142338,0.115129,0.227959,0.153783,0.205128,0.155663
2024/12/31,0.142928,0.112243,0.22929,0.151399,0.206642,0.157499
2025/1/2,0.142124,0.109735,0.232218,0.148571,0.205621,0.16173
2025/1/3,0.141452,0.108151,0.236313,0.14683,0.203937,0.163317
2025/1/6,0.141759,0.103762,0.236514,0.142533,0.210771,0.164661
2025/1/7,0.141826,0.107749,0.231007,0.14558,0.210003,0.163836
2025/1/8,0.142498,0.107637,0.230307,0.145105,0.210268,0.164185
2025/1/9,0.141935,0.107755,0.231119,0.145213,0.20864,0.165339
2025/1/10,0.142328,0.108041,0.229299,0.144793,0.208098,0.16744
2025/1/13,0.141292,0.108191,0.22927,0.145526,0.206913,0.168808
2025/1/14,0.141566,0.110511,0.226418,0.148229,0.207423,0.165853
2025/1/15,0.141789,0.109861,0.229715,0.146786,0.206473,0.165376
2025/1/16,0.143679,0.106705,0.229254,0.144391,0.209132,0.166839
2025/1/17,0.141936,0.108336,0.231181,0.144964,0.207567,0.166015
2025/1/21,0.141175,0.10967,0.231366,0.146037,0.205825,0.165927
2025/1/22,0.139052,0.109871,0.234442,0.146026,0.203305,0.167304
2025/1/23,0.141668,0.107929,0.234069,0.144132,0.205417,0.166784
2025/1/24,0.141645,0.108626,0.23227,0.14505,0.205622,0.166787
2025/1/27,0.144727,0.106313,0.227609,0.143548,0.210153,0.167649
2025/2/5,0.141449,0.103999,0.234748,0.1425,0.210659,0.166644
2025/2/6,0.140216,0.10687,0.233844,0.145133,0.208859,0.165078
2025/2/7,0.139987,0.107409,0.231301,0.146314,0.209335,0.165654
2025/2/10,0.138898,0.107944,0.231903,0.147399,0.207221,0.166635
2025/2/11,0.139985,0.106699,0.231109,0.145593,0.209067,0.167547
2025/2/12,0.140242,0.108395,0.230068,0.147089,0.208421,0.165785
2025/2/13,0.140614,0.105583,0.233608,0.144152,0.209082,0.166961
2025/2/14,0.140829,0.10485,0.233826,0.144436,0.208806,0.167253
2025/2/18,0.142095,0.104502,0.234601,0.143224,0.20898,0.166598
2025/2/19,0.140448,0.107427,0.232945,0.145393,0.207418,0.16637
2025/2/20,0.140501,0.107239,0.232299,0.14541,0.207395,0.167156
2025/2/21,0.138019,0.11355,0.226482,0.152647,0.204439,0.164862
2025/2/24,0.137307,0.114588,0.224276,0.153573,0.204656,0.1656
2025/2/25,0.136912,0.115728,0.222697,0.154457,0.203911,0.166295
2025/2/26,0.136646,0.117438,0.221708,0.156521,0.203898,0.163789
2025/2/27,0.138723,0.118009,0.216621,0.156873,0.206172,0.163603
2025/2/28,0.139577,0.113572,0.222586,0.152329,0.207717,0.16422
2025/3/3,0.140771,0.112339,0.219871,0.151497,0.209747,0.165775
2025/3/4,0.139712,0.11434,0.217783,0.15301,0.208464,0.166693
2025/3/5,0.140263,0.11106,0.227385,0.147717,0.209297,0.164278
2025/3/6,0.139518,0.114524,0.221282,0.152575,0.208291,0.16381
2025/3/7,0.13998,0.113161,0.223318,0.151044,0.208419,0.164078
2025/3/10,0.140162,0.114384,0.217368,0.152271,0.209518,0.166298
2025/3/11,0.141195,0.11407,0.216984,0.151749,0.21088,0.165123
2025/3/12,0.140718,0.11338,0.219231,0.150576,0.210452,0.165643
2025/3/13,0.142491,0.111005,0.216875,0.148658,0.213039,0.167932
2025/3/14,0.141996,0.111155,0.218811,0.148839,0.211536,0.167663
2025/3/17,0.142172,0.110574,0.219395,0.148006,0.211845,0.168008
2025/3/18,0.142185,0.11131,0.216197,0.14894,0.211904,0.169465
2025/3/19,0.143445,0.109247,0.21796,0.146582,0.212334,0.170432
2025/3/20,0.143293,0.108779,0.218434,0.145633,0.212323,0.171538
2025/3/21,0.142789,0.106796,0.220994,0.143835,0.213337,0.172248
2025/3/24,0.142776,0.106857,0.223768,0.143071,0.212887,0.17064
2025/3/25,0.143533,0.104771,0.225283,0.141358,0.214491,0.170564
2025/3/26,0.142475,0.105649,0.222486,0.141874,0.215178,0.172338
2025/3/27,0.142653,0.106777,0.220585,0.142877,0.214949,0.172159
2025/3/28,0.143215,0.105693,0.216595,0.142425,0.215883,0.17619
2025/3/31,0.143266,0.105977,0.216056,0.141199,0.215456,0.178046
2025/4/1,0.142147,0.105433,0.217195,0.141049,0.215359,0.178816
2025/4/2,0.142913,0.104796,0.21812,0.140425,0.216192,0.177554
2025/4/3,0.144705,0.105156,0.209286,0.141216,0.218839,0.180798
2025/4/7,0.142618,0.098201,0.226048,0.139254,0.214079,0.1798
2025/4/8,0.143943,0.098233,0.220863,0.140611,0.217046,0.179305
2025/4/9,0.137718,0.099331,0.237241,0.14119,0.208961,0.175558
2025/4/10,0.138817,0.100728,0.228197,0.14291,0.210449,0.178897
2025/4/11,0.137146,0.103694,0.229065,0.14361,0.206502,0.179983
2025/4/14,0.137201,0.103325,0.229107,0.143189,0.206888,0.180291
2025/4/15,0.138801,0.102158,0.228867,0.141748,0.20848,0.179946
2025/4/16,0.139748,0.10273,0.221695,0.142443,0.209606,0.183777
2025/4/17,0.139517,0.103287,0.220967,0.142431,0.209315,0.184484
2025/4/21,0.139392,0.103342,0.216238,0.143111,0.20905,0.188867
2025/4/22,0.138704,0.101731,0.219135,0.141107,0.207804,0.191518
2025/4/23,0.138788,0.102347,0.225069,0.141392,0.20796,0.184445
2025/4/24,0.139204,0.100518,0.228951,0.139069,0.208226,0.184033
2025/4/25,0.138687,0.100187,0.23136,0.139221,0.207991,0.182554
2025/4/28,0.139887,0.10041,0.231128,0.138963,0.208842,0.180771
2025/4/29,0.13924,0.100747,0.232081,0.138923,0.208002,0.181006
2025/4/30,0.137012,0.102157,0.23318,0.140546,0.205494,0.181611
2025/5/6,0.138919,0.099653,0.234154,0.140858,0.208545,0.177871
2025/5/7,0.139974,0.099003,0.233476,0.140464,0.208943,0.178139
2025/5/8,0.141245,0.098214,0.235488,0.139847,0.209697,0.175509
2025/5/9,0.14346,0.095912,0.235956,0.137586,0.211664,0.175421
2025/5/12,0.143028,0.095861,0.243523,0.137621,0.210823,0.169144
2025/5/13,0.143982,0.094786,0.245087,0.136346,0.211198,0.1686
2025/5/14,0.144592,0.094878,0.245522,0.136421,0.211633,0.166954
2025/5/15,0.145719,0.094197,0.247971,0.135976,0.212712,0.163424
2025/5/16,0.144476,0.093853,0.248986,0.135273,0.211528,0.165883
2025/5/19,0.143717,0.093921,0.248653,0.135044,0.211461,0.167204
2025/5/20,0.143914,0.094073,0.247673,0.135298,0.212071,0.166971
2025/5/21,0.14449,0.09326,0.243987,0.134646,0.212726,0.170892
2025/5/22,0.145431,0.092721,0.243607,0.13366,0.213073,0.171508
2025/5/23,0.145314,0.092061,0.243463,0.133454,0.21331,0.172399
2025/5/27,0.14474,0.09155,0.248397,0.132221,0.212546,0.170547
2025/5/28,0.144673,0.091242,0.247593,0.132027,0.213675,0.170789
2025/5/29,0.144049,0.09267,0.247647,0.133735,0.212976,0.168923
2025/5/30,0.144888,0.091539,0.247148,0.132622,0.213616,0.170186
2025/6/3,0.145816,0.091465,0.247688,0.131603,0.213066,0.170363
2025/6/4,0.145537,0.09131,0.247795,0.13184,0.213437,0.170082
2025/6/5,0.14276,0.095031,0.239443,0.142227,0.213901,0.166638
2025/6/6,0.142871,0.094673,0.241268,0.141314,0.213871,0.166003
2025/6/9,0.143186,0.094891,0.241588,0.142161,0.213895,0.164279
2025/6/10,0.144183,0.092837,0.243552,0.14,0.214694,0.164736
2025/6/11,0.144609,0.092649,0.242698,0.139746,0.215071,0.165227
2025/6/12,0.145011,0.091601,0.242807,0.139046,0.215366,0.166169
2025/6/13,0.144343,0.091884,0.240707,0.138999,0.214835,0.169233
2025/6/16,0.145362,0.091355,0.242737,0.138053,0.214829,0.167664
2025/6/17,0.145982,0.091204,0.241791,0.137829,0.215687,0.167506
2025/6/18,0.146659,0.091751,0.240943,0.138021,0.216021,0.166606
2025/6/20,0.148403,0.091564,0.240268,0.136869,0.216927,0.165969
2025/6/23,0.149149,0.09143,0.241136,0.136574,0.216686,0.165025
2025/6/24,0.148731,0.092607,0.242742,0.138024,0.215737,0.162159
2025/6/25,0.148969,0.093609,0.241426,0.139182,0.215537,0.161277
2025/6/26,0.149978,0.09245,0.242644,0.137989,0.215736,0.161203
2025/6/27,0.14725,0.093262,0.24558,0.138938,0.214479,0.16049
2025/6/30,0.146159,0.094605,0.245823,0.140308,0.213192,0.159912
2025/7/1,0.148022,0.093642,0.243117,0.138988,0.214824,0.161407
2025/7/2,0.149132,0.091987,0.244932,0.13748,0.215337,0.161132
2025/7/3,0.148544,0.091688,0.246219,0.137279,0.214624,0.161647
2025/7/7,0.147741,0.094216,0.238087,0.141208,0.213887,0.164862
2025/7/8,0.146937,0.095106,0.237469,0.142609,0.212763,0.165115
2025/7/9,0.147544,0.093998,0.239327,0.141558,0.21401,0.163562
2025/7/10,0.148699,0.093385,0.238254,0.140789,0.214446,0.164428
2025/7/11,0.146431,0.095218,0.237976,0.142874,0.212904,0.164597
2025/7/14,0.146774,0.09418,0.23789,0.142089,0.213466,0.165601
2025/7/15,0.145815,0.094568,0.238804,0.14288,0.212208,0.165724
2025/7/16,0.145353,0.095023,0.239365,0.143269,0.211805,0.165185
2025/7/17,0.144685,0.095346,0.240278,0.144081,0.211034,0.164577
2025/7/18,0.145209,0.094955,0.239674,0.144004,0.211481,0.164679
2025/7/21,0.143986,0.094918,0.240599,0.143939,0.211242,0.165315
2025/7/22,0.142661,0.095337,0.239204,0.145124,0.211643,0.166031
2025/7/23,0.142483,0.095883,0.238782,0.145029,0.210889,0.166935
2025/7/24,0.140995,0.097228,0.239993,0.147116,0.209991,0.164676
2025/7/25,0.140174,0.099471,0.23953,0.149379,0.207766,0.163681
2025/7/28,0.140295,0.099289,0.240549,0.149501,0.207158,0.163208
2025/7/29,0.138667,0.101311,0.2402,0.15152,0.205972,0.162329
2025/7/30,0.13955,0.100221,0.240518,0.150003,0.206898,0.162809
2025/7/31,0.139759,0.100311,0.241218,0.149498,0.205872,0.163341
2025/8/1,0.141049,0.099553,0.238582,0.149098,0.207245,0.164473
2025/8/4,0.140463,0.100295,0.239659,0.14908,0.206058,0.164445
2025/8/5,0.14213,0.097502,0.236954,0.145466,0.212303,0.165644
2025/8/6,0.141308,0.097786,0.238978,0.145557,0.211577,0.164793
2025/8/7,0.141465,0.098087,0.238973,0.144914,0.211646,0.164916
2025/8/8,0.141228,0.096399,0.241696,0.143198,0.212151,0.165327
2025/8/11,0.140352,0.097427,0.241867,0.144511,0.211532,0.16431
2025/8/12,0.139428,0.0997,0.242536,0.14576,0.210286,0.16229
2025/8/13,0.138046,0.100921,0.242343,0.146812,0.209293,0.162584
2025/8/14,0.137732,0.101924,0.241729,0.147512,0.208805,0.162298
2025/8/15,0.13585,0.103762,0.240674,0.149536,0.208229,0.161949
2025/8/18,0.13546,0.105006,0.239095,0.151711,0.207549,0.161178
2025/8/19,0.136372,0.104474,0.237498,0.150974,0.208858,0.161824
2025/8/20,0.135623,0.108108,0.234062,0.154101,0.208389,0.159717
2025/8/21,0.136355,0.107314,0.232729,0.154208,0.209346,0.160048
2025/8/22,0.132665,0.114544,0.230264,0.162743,0.203655,0.156129
2025/8/25,0.132137,0.116735,0.226774,0.166021,0.203101,0.155232
2025/8/26,0.131807,0.115421,0.228677,0.164571,0.203452,0.156071
2025/8/27,0.130122,0.116741,0.229758,0.165496,0.20092,0.156963
2025/8/28,0.127699,0.123199,0.225688,0.17286,0.196758,0.153795
2025/8/29,0.128053,0.121114,0.225351,0.171827,0.197927,0.155728
2025/9/2,0.128931,0.119054,0.223718,0.169992,0.19906,0.159245
2025/9/3,0.128119,0.118032,0.226548,0.16752,0.197953,0.161828
2025/9/4,0.131385,0.109836,0.232451,0.159516,0.201977,0.164835
2025/9/5,0.132848,0.110685,0.230532,0.160527,0.202635,0.162773
2025/9/8,0.131801,0.109795,0.230887,0.160939,0.202332,0.164248
2025/9/9,0.132982,0.107333,0.231741,0.158065,0.20337,0.166509
2025/9/10,0.132632,0.109174,0.231258,0.159121,0.202314,0.165501
2025/9/11,0.13105,0.114535,0.228329,0.164465,0.199504,0.162118
2025/9/12,0.128926,0.116265,0.228768,0.165734,0.197769,0.162538
2025/9/15,0.127854,0.116835,0.230714,0.166001,0.196427,0.162169
2025/9/16,0.126148,0.118248,0.229612,0.167432,0.195019,0.16354
2025/9/17,0.125486,0.119801,0.228755,0.168642,0.19528,0.162037
2025/9/18,0.123524,0.121746,0.231544,0.170127,0.192063,0.160996
2025/9/19,0.123668,0.12006,0.233397,0.168167,0.193256,0.161452
2025/9/22,0.121073,0.124111,0.231747,0.171462,0.189661,0.161945
2025/9/23,0.122331,0.124295,0.229124,0.170555,0.19027,0.163426
2025/9/24,0.120725,0.127815,0.22614,0.174316,0.188137,0.162867
2025/9/25,0.120086,0.128736,0.22562,0.176537,0.186893,0.162129
2025/9/26,0.120651,0.127346,0.227198,0.174399,0.187542,0.162863
2025/9/29,0.119319,0.129002,0.226373,0.175482,0.186245,0.163578
2025/9/30,0.117825,0.130927,0.225664,0.177321,0.183857,0.164405
2025/10/9,0.11991,0.12933,0.224446,0.175188,0.185621,0.165504
2025/10/10,0.123538,0.124383,0.222948,0.170132,0.191702,0.167297
2025/10/13,0.122421,0.125228,0.223425,0.169545,0.189708,0.169673
2025/10/14,0.126016,0.119641,0.223314,0.163705,0.194036,0.173288
2025/10/15,0.125512,0.120013,0.222374,0.164276,0.193077,0.174748
2025/10/16,0.127062,0.118785,0.221325,0.162645,0.193962,0.176221
2025/10/17,0.12735,0.114632,0.223735,0.157679,0.19443,0.182176
2025/10/20,0.127258,0.115148,0.226392,0.15826,0.194562,0.178381
2025/10/21,0.126277,0.117465,0.223619,0.160783,0.193067,0.17879
2025/10/22,0.128247,0.118333,0.223112,0.161729,0.195448,0.173131
2025/10/23,0.128963,0.117369,0.224596,0.161177,0.196263,0.171633
2025/10/24,0.126832,0.121999,0.22397,0.16567,0.192861,0.168668
2025/10/27,0.125927,0.123228,0.225857,0.166819,0.191608,0.166562
2025/10/28,0.126662,0.122835,0.229054,0.166761,0.192827,0.161862
2025/10/29,0.123949,0.123095,0.229521,0.168301,0.190943,0.16419
2025/10/30,0.125115,0.121894,0.228539,0.166839,0.19291,0.164703
2025/10/31,0.125814,0.117683,0.230997,0.16303,0.194098,0.168378
2025/11/3,0.127177,0.115947,0.23149,0.161243,0.196256,0.167888
2025/11/4,0.129953,0.115446,0.228032,0.160122,0.19876,0.167687
2025/11/5,0.133281,0.112713,0.229926,0.157295,0.202256,0.164529
2025/11/6,0.131893,0.116697,0.224482,0.161197,0.200887,0.164844
2025/11/7,0.132312,0.11563,0.224894,0.159682,0.20184,0.165641
2025/11/10,0.132058,0.113658,0.227427,0.157578,0.202019,0.167259
2025/11/11,0.132715,0.111747,0.227202,0.155727,0.202882,0.169728
2025/11/12,0.13329,0.111284,0.226968,0.154848,0.204255,0.169355
2025/11/13,0.132948,0.112713,0.222722,0.15661,0.203547,0.17146
2025/11/14,0.134544,0.110334,0.224914,0.154073,0.204842,0.171293
2025/11/17,0.13397,0.111133,0.225452,0.154649,0.205124,0.169673
2025/11/18,0.134252,0.112836,0.224435,0.155789,0.204741,0.167948
2025/11/19,0.134857,0.111422,0.224757,0.153854,0.204527,0.170584
2025/11/20,0.136769,0.110968,0.22188,0.153004,0.206626,0.170754
2025/11/21,0.137209,0.107721,0.225926,0.150263,0.206965,0.171916
2025/11/24,0.135612,0.107731,0.229695,0.150779,0.204808,0.171375
2025/11/25,0.13615,0.107775,0.228833,0.150164,0.204302,0.172776
2025/11/26,0.134742,0.109653,0.229708,0.151101,0.202575,0.172222
2025/11/28,0.133656,0.110639,0.229964,0.151627,0.201582,0.172531
2025/12/1,0.133909,0.110766,0.228028,0.151923,0.201861,0.173511
2025/12/2,0.134232,0.109389,0.230298,0.150528,0.202218,0.173335
2025/12/3,0.133736,0.109266,0.231533,0.14995,0.202222,0.173293
2025/12/4,0.132873,0.111405,0.230716,0.151477,0.200839,0.17269
2025/12/5,0.135612,0.108912,0.232076,0.148632,0.204263,0.170506
2025/12/8,0.13505,0.111347,0.230654,0.15064,0.202919,0.16939
2025/12/9,0.135335,0.111209,0.231648,0.150672,0.202477,0.168659
2025/12/10,0.133528,0.111386,0.232715,0.150903,0.201888,0.169581
2025/12/11,0.134542,0.110082,0.232861,0.149404,0.202477,0.170633
2025/12/12,0.133987,0.112054,0.228417,0.151751,0.201409,0.172382
2025/12/15,0.134754,0.10907,0.228497,0.149266,0.202998,0.175413
2025/12/16,0.135141,0.108021,0.230765,0.147698,0.203653,0.174722
2025/12/17,0.134755,0.110421,0.225817,0.150635,0.202992,0.17538
2025/12/18,0.136604,0.108456,0.227907,0.14791,0.204016,0.175107
2025/12/19,0.135796,0.107928,0.230108,0.147951,0.203422,0.174796
2025/12/22,0.134008,0.110001,0.229209,0.149764,0.200677,0.176341
2025/12/23,0.133659,0.110335,0.228931,0.149425,0.199805,0.177845
2025/12/24,0.132843,0.111582,0.22856,0.15029,0.199278,0.177446
2025/12/26,0.132635,0.111204,0.228712,0.150038,0.199679,0.177731
2025/12/29,0.13386,0.111609,0.227622,0.149998,0.199747,0.177163
2025/12/30,0.13392,0.11333,0.227608,0.151715,0.199865,0.173562
2025/12/31,0.134896,0.112359,0.227172,0.150988,0.201173,0.173411
2026/1/5,0.134834,0.113589,0.227071,0.151824,0.201866,0.170817
2026/1/6,0.134345,0.114633,0.226521,0.153197,0.200345,0.170959
2026/1/7,0.133148,0.117161,0.226432,0.154272,0.198914,0.170073
2026/1/8,0.132283,0.118219,0.22572,0.155806,0.198148,0.169825
2026/1/9,0.131007,0.118489,0.226373,0.157033,0.197079,0.170019
2026/1/12,0.130204,0.118721,0.224508,0.159166,0.195585,0.171817
2026/1/13,0.131933,0.115199,0.225841,0.156104,0.197539,0.173384
2026/1/14,0.129564,0.11781,0.223023,0.158993,0.195355,0.175255
2026/1/15,0.128783,0.119622,0.223635,0.158327,0.194934,0.174699
2026/1/16,0.127188,0.12269,0.22314,0.159937,0.192997,0.174047
2026/1/20,0.127836,0.121145,0.218744,0.157362,0.196413,0.1785
2026/1/21,0.124164,0.124175,0.218104,0.160321,0.192124,0.181112
2026/1/22,0.123536,0.123939,0.219349,0.160754,0.192134,0.180288
2026/1/23,0.121991,0.123378,0.218938,0.161245,0.190692,0.183757
2026/1/26,0.122008,0.120975,0.218828,0.158644,0.190928,0.188618
2026/1/27,0.121067,0.123466,0.219405,0.15985,0.188813,0.187399
2026/1/28,0.119541,0.123529,0.218022,0.158642,0.187892,0.192374
2026/1/29,0.120891,0.118385,0.216066,0.153661,0.189842,0.201154
2026/1/30,0.122119,0.121691,0.216346,0.155932,0.192281,0.191632
2026/2/2,0.126623,0.119866,0.225234,0.155499,0.196917,0.17586
2026/2/3,0.124502,0.120402,0.219171,0.156091,0.194628,0.185207
2026/2/4,0.125731,0.117512,0.214483,0.153854,0.196675,0.191747
2026/2/5,0.13117,0.114683,0.217961,0.15017,0.201862,0.184155
2026/2/6,0.130901,0.113567,0.222614,0.149309,0.201377,0.182231
2026/2/9,0.129484,0.115786,0.221203,0.150689,0.199443,0.183395
2026/2/10,0.12949,0.116795,0.219495,0.15163,0.199488,0.183102
2026/2/11,0.129896,0.115224,0.220128,0.150244,0.20018,0.184329
2026/2/12,0.128589,0.11819,0.216074,0.153229,0.19909,0.184828
2026/2/13,0.128562,0.118714,0.217417,0.15315,0.198452,0.183704
2026/2/24,0.127112,0.117231,0.218281,0.151335,0.19773,0.188311
2026/2/25,0.126105,0.117808,0.220343,0.151623,0.196768,0.187353
2026/2/26,0.125967,0.119499,0.21756,0.153002,0.196625,0.187347
2026/2/27,0.126016,0.119142,0.216993,0.153327,0.197304,0.187219
2026/3/2,0.125713,0.116623,0.215668,0.149914,0.197525,0.194557
2026/3/3,0.128905,0.111901,0.216854,0.144747,0.202461,0.195131
2026/3/4,0.128441,0.112169,0.221223,0.145064,0.201495,0.191608
2026/3/5,0.131837,0.111732,0.222654,0.144194,0.202784,0.186799
2026/3/6,0.132348,0.112238,0.220168,0.145389,0.204208,0.185648
2026/3/9,0.131775,0.110346,0.223727,0.143323,0.204706,0.186122
2026/3/10,0.131306,0.112487,0.221985,0.145403,0.202995,0.185824
2026/3/11,0.132373,0.110725,0.22185,0.143433,0.204932,0.186687
2026/3/12,0.133865,0.109913,0.219645,0.142532,0.207042,0.187003
2026/3/13,0.135091,0.108887,0.219684,0.142273,0.20847,0.185595
2026/3/16,0.135104,0.110713,0.221275,0.142882,0.207814,0.182212
2026/3/17,0.136667,0.10798,0.222819,0.140384,0.209098,0.183053
2026/3/18,0.136253,0.110295,0.219948,0.14232,0.20863,0.182554
2026/3/19,0.138112,0.109333,0.222975,0.141172,0.211246,0.177163
2026/3/20,0.139392,0.109534,0.221411,0.140769,0.213155,0.175739
2026/3/23,0.140422,0.108518,0.233198,0.140337,0.214616,0.162908
2026/3/24,0.140477,0.109037,0.226861,0.140653,0.214372,0.1686
2026/3/25,0.139278,0.110062,0.224792,0.141109,0.212569,0.172189
