date,159920.SZ_shares,159941.SZ_shares,513000.SH_shares,513030.SH_shares,513500.SH_shares,518880.SH_shares,159920.SZ_value,159941.SZ_value,513000.SH_value,513030.SH_value,513500.SH_value,518880.SH_value,cash,total_value
2019-06-12,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,166411.3554,166550.0,166500.0,166542.19999999998,166411.44,166505.40840000001,7.22,998927.62387886
2019-06-13,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,166580.6748,167620.0,166500.0,166863.4,167138.01,166948.6822,7.22,1001657.9870788602
2019-06-14,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,165305.1997,166810.0,166533.3,165739.2,166895.82,169513.07239999998,7.22,1000803.8121788601
2019-06-17,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,166005.0103,168010.0,166533.3,164936.19999999998,167039.34,167464.9186,7.22,999995.98897886
2019-06-18,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,167641.54989999998,170620.0,166533.3,167987.6,168671.88,168710.6324,7.22,1010172.1823788601
2019-06-19,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,171919.279,171200.0,166533.3,167184.59999999998,169048.62,167936.2778,7.22,1013829.2968788601
2019-06-20,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,174154.0161,172650.0,166566.6,167987.6,170430.0,171477.1186,7.22,1023272.5547788601
2019-06-21,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,173081.7672,171560.0,166549.94999999998,167666.4,169389.48,172823.7318,7.22,1021078.54907886
2019-06-24,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,173296.2599,171460.0,166433.4,168148.19999999998,169174.19999999998,174075.09240000002,7.22,1022594.37237886
2019-06-25,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,171930.5455,168360.0,166350.15,167987.6,167739.0,177750.5648,7.22,1020125.0803788601
2019-06-26,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,172438.3964,169560.0,166383.44999999998,167987.6,167828.7,174714.81540000002,7.22,1018920.18187886
2019-06-27,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,175079.4786,170450.0,166783.05000000002,168630.0,168680.85,174400.5264,7.22,1024031.1250788601
2019-06-28,107300.0,100000.0,166500.0,160600.0,89700.0,148600.0,174402.30829999998,170620.0,166466.7,170236.0,169550.94,174703.5218,7.22,1025986.6901788601
2019-06-30,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170989.0292,170931.18,170965.80000000002,170978.0,171054.05,170936.0204,46.64,1025900.7219788601
2019-07-01,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171044.3644,172935.18,173582.09999999998,172429.69999999998,172284.85,167218.8694,46.64,1029541.7061788599
2019-07-02,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,172991.932,173195.69999999998,172744.2,170816.69999999998,172275.8,168393.8468,46.64,1030464.8211788599
2019-07-03,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,173534.1328,174768.84,173137.5,172268.40000000002,173968.15,172868.67719999998,46.64,1040592.34237886
2019-07-04,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,173390.32439999998,174909.12,173941.2,172591.0,173968.15,171243.396,46.64,1040089.83277886
2019-07-05,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,173357.0812,174508.32,173889.9,171784.5,173787.15,171622.30839999998,46.64,1038995.90197886
2019-07-08,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170911.602,173636.58000000002,171684.0,170978.0,173407.05,170721.8462,46.64,1031385.7205788601
2019-07-09,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,169417.6568,174498.30000000002,171119.69999999998,169365.0,173606.15,169321.7896,46.64,1027375.2387788601
2019-07-10,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,169793.9572,176191.68,170948.7,168235.9,174402.55000000002,169129.57080000002,46.64,1028749.00037886
2019-07-11,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170568.5448,175600.5,172094.4,168074.6,174348.25,172044.9862,46.64,1032777.9233788601
2019-07-12,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170723.5044,176622.53999999998,172060.2,167913.3,175117.5,171001.88660000003,46.64,1033485.5733788601
2019-07-15,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171055.4104,177103.5,172060.2,169042.4,175171.8,171221.4406,46.64,1035701.3933788601
2019-07-16,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171564.4732,176281.86000000002,172111.5,169526.3,174665.0,171419.1846,46.64,1035614.9601788601
2019-07-17,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171940.6684,175630.56,171256.5,167913.3,173805.25,170535.1526,46.64,1031128.07337886
2019-07-18,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171033.3184,175901.1,168007.5,166461.6,174275.85,172061.5618,46.64,1027787.57257886
2019-07-19,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,172549.3556,174197.69999999998,172008.9,166945.5,172891.2,174180.9122,46.64,1032820.21017886
2019-07-22,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170690.2612,176111.52000000002,171222.30000000002,167106.80000000002,173678.55,173082.706,46.64,1031938.77957886
2019-07-23,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171210.37,177343.98,172846.8,169687.6,174999.85,171995.6956,46.64,1038130.93797886
2019-07-24,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171641.9004,178596.48,173034.9,169365.0,175922.94999999998,172588.6368,46.64,1041196.50957886
2019-07-25,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,171675.1436,176552.4,173376.9,166784.2,174701.19999999998,172638.0728,46.64,1035774.55877886
2019-07-26,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,170612.834,178556.4,171803.69999999998,167752.0,176113.0,172182.3892,46.64,1037066.96557886
2019-07-29,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,168853.364,177985.26,171547.2,167590.69999999998,175886.75,172336.077,46.64,1034245.9933788601
2019-07-30,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,169118.8888,177263.81999999998,172162.8,164364.69999999998,175533.8,173060.7506,46.64,1031551.40177886
2019-07-31,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,166772.9288,175099.5,171102.59999999998,165009.9,173579.0,173856.961,46.64,1025467.53217886
2019-08-01,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,165599.9488,174267.84,171085.5,164848.6,172257.7,171292.832,46.64,1019399.06317886
2019-08-02,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,162014.6276,172023.36000000002,169495.19999999998,160009.6,171171.7,175328.40899999999,46.64,1010089.5389788599
2019-08-05,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157765.3892,166402.14,168469.19999999998,158074.0,166592.4,180379.605,46.64,997729.37657886
2019-08-06,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157433.378,169849.02000000002,169956.9,159687.0,169859.45,180978.0714,46.64,1007810.4617788602
2019-08-07,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,158340.8332,171171.66,169392.6,161138.7,170701.1,184892.821,46.64,1015684.35657886
2019-08-08,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,159104.37480000002,175059.42,170914.5,164203.4,174058.65,186534.53240000003,46.64,1029921.5195788601
2019-08-09,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,158196.9196,173636.58000000002,171872.1,161945.2,173126.5,186578.44319999998,46.64,1025402.38517886
2019-08-12,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157533.0024,171893.1,171872.1,162267.8,171244.1,185359.55500000002,46.64,1020216.29977886
2019-08-13,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,154434.54679999998,175941.18,171222.30000000002,163396.9,174049.6,190147.2862,46.64,1029238.45537886
2019-08-14,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,154478.83599999998,170570.46,171136.8,159687.0,168945.4,185606.5896,46.64,1010471.7279788599
2019-08-15,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,155895.2488,170279.88,169461.0,157590.1,169280.25,187215.2952,46.64,1009768.41637886
2019-08-16,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157400.24,172995.3,169649.1,159203.1,171850.45,187813.7616,46.64,1018958.59397886
2019-08-19,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,160830.6016,175670.64,170367.3,161138.7,174022.45,187034.12680000003,46.64,1029110.46077886
2019-08-20,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,160675.7472,174668.64,171239.40000000002,160332.2,172864.05,186397.2748,46.64,1026223.9543788602
2019-08-21,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,160896.9828,176151.6,171153.9,162590.4,174257.75,186067.7984,46.64,1031165.07357886
2019-08-22,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,159668.6676,175630.56,170794.80000000002,161783.9,174293.94999999998,186770.66199999998,46.64,1028989.18197886
2019-08-23,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,160731.0824,170420.16,172145.69999999998,160332.2,169995.2,186320.35820000002,46.64,1019991.34297886
2019-08-26,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157588.3376,172724.76,170897.4,161461.3,171850.45,192876.008,46.64,1027444.89797886
2019-08-27,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157953.4868,172995.3,171820.8,162913.0,171814.25,193221.91460000002,46.64,1030765.39377886
2019-08-28,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157533.0024,173566.44,172761.3,162590.4,173017.9,194018.125,46.64,1033533.8097788601
2019-08-29,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,158307.59,176201.69999999998,172282.5,164526.0,175271.35,194940.5426,46.64,1041576.32497886
2019-08-30,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,158373.9712,175961.22,173718.9,165332.5,175389.0,192332.5028,46.64,1041154.7363788601
2019-09-02,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157876.0596,175911.12,173411.1,164526.0,175389.0,191722.98599999998,46.64,1038882.9079788601
2019-09-03,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,157278.5236,174037.38,173530.8,163719.49999999997,174185.35,192919.91879999998,46.64,1035718.1147788599
2019-09-04,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,163408.9484,176462.22,174197.69999999998,165171.2,176067.75,193847.8616,46.64,1049202.32237886
2019-09-05,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,163353.6132,179678.63999999998,176489.1,167106.80000000002,178294.05,194451.8532,46.64,1059420.6987788603
2019-09-06,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,164471.258,179398.08,176506.2,168235.9,178484.1,189411.56220000001,46.64,1056553.7425788601
2019-09-09,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,164415.9228,178947.18,177258.6,168235.9,178447.9,189104.0412,46.64,1056456.1863788601
2019-09-10,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,164449.166,178586.46,177395.40000000002,169203.69999999998,178484.1,186474.04599999997,46.64,1054639.5143788601
2019-09-11,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,167326.2808,180279.84,178318.8,170332.80000000002,179769.19999999998,186863.8634,46.64,1062937.42657886
2019-09-12,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,167138.1832,180901.08,179532.90000000002,170655.4,180321.25,187231.87079999998,46.64,1065827.3263788603
2019-09-16,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,167138.1832,178917.12,179532.90000000002,170494.09999999998,179180.95,187023.2218,46.64,1062333.11737886
2019-09-17,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,165478.23239999998,179838.96,180319.5,169365.0,179823.5,186627.8792,46.64,1061499.71397886
2019-09-18,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,165079.94520000002,179859.0,180148.50000000003,170655.4,179868.75,187253.82619999998,46.64,1062912.0637788603
2019-09-19,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,163276.186,180099.48,180678.6,171139.3,179886.85,186540.0576,46.64,1061667.11597886
2019-09-20,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,163032.7532,178325.94,181225.80000000002,171461.9,178990.9,187407.514,46.64,1060491.4495788603
2019-09-23,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,161538.808,178155.6,181225.80000000002,169203.69999999998,178999.95,189334.64560000002,46.64,1058505.14597886
2019-09-24,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,161970.4436,175690.68,182696.4,168558.5,177470.5,189971.4976,46.64,1056404.66357886
2019-09-25,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,159779.338,177794.88,182268.90000000002,167590.69999999998,178538.40000000002,191190.3858,46.64,1057209.24617886
2019-09-26,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,160376.87399999998,176983.26,182115.0,167913.3,178122.1,188511.1,46.64,1054068.27637886
2019-09-27,105200.0,100200.0,171000.0,161300.0,90500.0,145400.0,159790.384,174969.24,181721.69999999998,168558.5,177199.0,187440.3744,46.64,1049725.84077886
2019-09-30,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,166387.846,109169.59999999999,298971.12,136370.0,130261.74,210010.33200000002,114.31,1051284.94685706
2019-10-08,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,165069.273,107080.20000000001,298857.68,131820.0,126614.12000000001,209702.0216,114.31,1039257.60345706
2019-10-09,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,163670.476,108270.59999999999,297553.12,133120.0,127805.72,212390.5928,114.31,1042924.81765706
2019-10-10,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,164071.814,108965.0,298318.84,134160.0,128639.84,211175.8041,114.31,1045445.60695706
2019-10-11,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167935.646,110403.4,299226.36,138060.0,130036.65999999999,210047.40110000002,114.31,1055823.77595706
2019-10-14,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,169150.996,110316.6,297354.6,137800.0,129838.06,207167.6056,114.31,1051742.17045706
2019-10-15,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,168967.549,111717.8,302998.24,139230.0,131095.86,207932.17620000002,114.31,1062055.93405706
2019-10-16,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170045.34100000001,111451.20000000001,305692.44,139880.0,130903.88,207346.4191,114.31,1065433.5889570601
2019-10-17,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171375.359,111810.79999999999,306032.76,140270.0,131347.42,208154.2642,114.31,1069104.91205706
2019-10-18,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170320.566,110614.2,306401.44,140530.0,130652.32,207482.1214,114.31,1066114.9562570602
2019-10-21,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170354.90099999998,111550.4,307620.92,142090.0,131526.16,207716.4569,114.31,1070973.14675706
2019-10-22,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170653.016,110645.2,306968.64,142090.0,131029.66,207334.1716,114.31,1068834.99645706
2019-10-23,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,169391.777,111017.2,309067.28,142480.0,131565.88,207599.2075,114.31,1071235.65335706
2019-10-24,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170882.352,111934.79999999999,310088.24,143260.0,131757.86,207210.7168,114.31,1075248.27765706
2019-10-25,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170160.00900000002,112889.59999999999,310598.72,143130.0,132333.80000000002,209529.41350000002,114.31,1078755.85135706
2019-10-28,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171593.25,114018.0,311421.16000000003,143390.0,133081.86,209430.617,114.31,1083049.1958570601
2019-10-29,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170504.013,112858.6,311534.60000000003,143260.0,132697.90000000002,207611.61829999997,114.31,1078581.0401570601
2019-10-30,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,169678.44700000001,113267.8,310144.95999999996,143130.0,133081.86,207081.2199,114.31,1076498.59575706
2019-10-31,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171191.91199999998,113212.0,310995.76,143000.0,132578.74,207383.4882,114.31,1078476.20905706
2019-11-01,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,172189.371,114154.4,311392.80000000005,143650.0,133671.04,209190.2394,114.31,1084362.1592570601
2019-11-04,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,174815.072,114774.4,310797.24000000005,145730.0,134055.0,208727.7738,114.31,1089013.7946570602
2019-11-05,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,175651.974,114774.4,315505.0,145470.0,133896.12000000002,207784.22639999999,114.31,1093196.02925706
2019-11-06,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,175124.632,114073.8,313179.48000000004,144560.0,133432.72,204781.13940000001,114.31,1085266.08025706
2019-11-07,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176087.647,114328.0,313519.8,145470.0,133710.76,204694.917,114.31,1087925.4328570599
2019-11-08,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,174711.84900000002,114768.2,313009.31999999995,144430.0,133942.46,201938.413,114.31,1082914.55085706
2019-11-11,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170056.786,114514.0,312725.72000000003,143650.0,133651.18,201642.5134,114.31,1076354.50825706
2019-11-12,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170974.021,114923.2,316043.84,144820.0,133968.94,199749.3765,114.31,1080593.68635706
2019-11-13,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167924.201,114941.8,313860.12,144040.0,134141.06,201617.85510000002,114.31,1076639.3449570602
2019-11-14,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,166502.514,114948.0,312016.72000000003,143520.0,134386.0,202277.5871,114.31,1073765.1299570599
2019-11-15,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,166491.06900000002,115766.4,315221.39999999997,144430.0,135451.82,201747.352,114.31,1079222.34985706
2019-11-18,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,168669.543,115816.0,315419.92000000004,144300.0,135418.72,201556.1277,114.31,1081294.61955706
2019-11-19,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171260.691,115890.4,314200.44,144820.0,135326.04,202567.4446,114.31,1084179.32445706
2019-11-20,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170137.119,115301.4,312980.95999999996,144300.0,135008.28,203258.0403,114.31,1081100.10815706
2019-11-21,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167775.198,115245.6,311903.28,144300.0,134988.41999999998,203153.2017,114.31,1077480.00855706
2019-11-22,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,168875.88,115481.2,312952.6,144560.0,135445.19999999998,203393.7426,114.31,1080822.93145706
2019-11-25,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171524.362,116987.8,315419.92000000004,145080.0,136630.18,201568.5385,114.31,1087325.1093570602
2019-11-26,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170939.68600000002,117062.2,315448.28,144690.0,136835.40000000002,201549.9223,114.31,1086639.7971570601
2019-11-27,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171157.468,117868.2,316469.24,145340.0,137411.34,201919.9601,114.31,1090280.51695706
2019-11-28,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,170549.793,117725.6,314313.88,144560.0,137411.34,201377.3142,114.31,1086052.23605706
2019-11-29,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167156.078,117192.40000000001,312839.16,144560.0,136782.43999999997,202024.79869999998,114.31,1080669.18555706
2019-12-02,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167752.199,115785.0,315590.08,141700.0,135524.64,201802.874,114.31,1078269.10185706
2019-12-03,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167247.747,115022.4,314597.48,142610.0,134544.88,202814.0276,114.31,1076950.84345706
2019-12-04,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,165527.945,115785.0,312697.36,144430.0,135676.9,206587.8906,114.31,1080819.40445706
2019-12-05,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,166823.519,116169.4,315533.36,143910.0,136173.4,204947.7054,114.31,1083671.6932570601
2019-12-06,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,168291.095,117111.8,316157.28,145210.0,137146.53999999998,203800.6862,114.31,1087831.7100570602
2019-12-09,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,168268.205,116603.40000000001,317433.48,143910.0,136749.34,202400.8786,114.31,1085479.61245706
2019-12-10,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,167901.311,116516.59999999999,317660.36000000004,143650.0,136603.69999999998,203048.3631,114.31,1085494.64295706
2019-12-11,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,169254.219,117130.4,316214.0,144820.0,136967.8,202622.96659999999,114.31,1087123.69445706
2019-12-12,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,171512.917,117762.8,317036.43999999994,145860.0,137887.98,203831.54989999998,114.31,1094005.99575706
2019-12-13,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,175743.752,117905.4,321942.72,147030.0,137742.34000000003,202024.79869999998,114.31,1102503.31955706
2019-12-16,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,174276.176,118624.6,320439.63999999996,147030.0,138245.46,203498.58120000002,114.31,1102228.76605706
2019-12-17,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176592.208,118767.2,321375.52,145990.0,138377.86000000002,203233.38199999998,114.31,1104450.47885706
2019-12-18,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176970.547,118823.0,319617.2,145470.0,138338.14,203560.30860000002,114.31,1102893.50445706
2019-12-19,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176500.43,119697.20000000001,318823.12000000005,144950.0,139053.09999999998,203122.5013,114.31,1102260.66015706
2019-12-20,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176775.655,120143.59999999999,318879.84,146250.0,139715.1,203930.1831,114.31,1105808.68695706
2019-12-23,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,177142.549,120583.8,318766.4,145600.0,140013.0,204657.8479,114.31,1106877.90575706
2019-12-24,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,177176.884,120590.0,319390.32,145860.0,139993.14,205200.4938,114.31,1108325.14665706
2019-12-25,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176993.437,120490.8,318482.8,145600.0,139993.14,206168.69950000002,114.31,1107843.18535706
2019-12-26,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,176316.983,121222.40000000001,318652.95999999996,145210.0,140085.81999999998,206908.61179999998,114.31,1108511.08365706
2019-12-27,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,178816.462,121216.2,318454.44,145730.0,140224.84,207315.5554,114.31,1111871.80625706
2019-12-30,109000.0,62000.0,283600.0,130000.0,66200.0,163300.0,179194.91,120261.4,316157.28,145860.0,139284.80000000002,207284.6917,114.31,1108157.3905570603
2019-12-31,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,163589.0,123412.25,296997.48,136107.6,145507.2,243772.62139999997,177.21,1109563.3610899101
2020-01-02,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,165187.90000000002,125202.95,296864.88,137319.6,146431.8,244489.76160000003,177.21,1115674.10128991
2020-01-03,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,164840.69999999998,124148.85,297421.8,135259.2,145548.6,248328.25499999998,177.21,1115724.61468991
2020-01-06,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,163746.8,124910.85,293337.72000000003,134289.6,146114.4,253521.24000000002,177.21,1116097.8196899102
2020-01-07,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,164430.5,124853.7,296705.76,135501.6,145665.9,251232.4906,177.21,1118567.16028991
2020-01-08,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,162505.6,125355.34999999999,291985.2,135501.6,145907.4,255005.96380000003,177.21,1116438.32348991
2020-01-09,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,165324.6,126511.05,295936.68,136834.8,146970.0,247292.535,177.21,1119046.87468991
2020-01-10,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,165661.2,125945.90000000001,295698.0,136350.0,146266.2,247951.7516,177.21,1118050.2612899102
2020-01-13,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,167239.0,127076.2,295167.6,135986.40000000002,147094.2,247183.9762,177.21,1119924.58588991
2020-01-14,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,165903.1,126123.7,294478.08,135744.0,146245.5,245185.03660000002,177.21,1113856.6262899102
2020-01-15,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,164967.0,125863.34999999999,293072.52,135138.0,146280.0,246640.7986,177.21,1112138.87828991
2020-01-16,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,165682.2,126911.09999999999,293576.4,135380.4,147404.69999999998,246981.2436,177.21,1116113.25328991
2020-01-17,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,166786.7,127634.99999999999,294027.24,136228.80000000002,148129.19999999998,246481.4128,177.21,1119465.56248991
2020-01-20,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,164819.69999999998,127241.3,293947.68,135501.6,148129.19999999998,246792.896,177.21,1116609.58568991
2020-01-21,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,160002.1,127133.35,290526.6,135501.6,147128.69999999998,248936.64460000003,177.21,1109406.2042899102
2020-01-22,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,162652.8,127704.84999999999,294584.16,135380.4,147701.4,247249.1882,177.21,1115450.0078899101
2020-01-23,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,160096.7,128181.1,291852.60000000003,134289.6,147929.1,248668.7,177.21,1111195.00968991
2020-02-03,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,152218.1,127501.65,286972.92000000004,131502.0,145314.0,254527.99819999997,177.21,1098213.87788991
2020-02-04,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,155289.6,131356.1,290049.24,134532.0,148605.30000000002,253050.56279999999,177.21,1113060.01248991
2020-02-05,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,155920.8,131895.85,291110.04,136350.0,150364.8,251355.6262,177.21,1117174.32588991
2020-02-06,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,160433.3,133299.2,297687.0,136956.0,151234.2,249704.42,177.21,1129491.32968991
2020-02-07,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,159423.5,132346.7,295618.44,135744.0,149964.6,251428.1266,177.21,1124702.5762899101
2020-02-10,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,158634.6,134112.0,295644.96,135380.4,151296.3,252268.2106,177.21,1127513.6802899102
2020-02-11,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,160780.5,134112.0,295220.64,136228.80000000002,151620.6,251855.457,177.21,1129995.20668991
2020-02-12,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,161758.7,135128.0,296493.60000000003,137198.4,152220.90000000002,250761.81339999998,177.21,1133738.62308991
2020-02-13,100000.0,63500.0,265200.0,121200.0,69000.0,191800.0,161253.8,134981.95,295353.24,136713.59999999998,152158.80000000002,252586.9822,177.21,1133225.5818899102
