date,策略净值,恒生ETF_净值,纳指ETF_净值,日经ETF_净值,德国ETF_净值,标普500ETF_净值,黄金ETF_净值
2019-08-12,1020216.29977886,964509.6953564228,1028916.4447698497,1004022.1547606423,969065.7566269366,1018850.1778264224,1136514.7052205256
2019-08-13,1029238.45537886,945539.127784536,1053147.412049769,1000226.2297899026,975808.758909629,1035542.047350056,1165870.2294795425
2019-08-14,1010471.7279788599,945810.2923160867,1020999.3960546283,999726.765977963,953653.1799807826,1005173.6137651228,1138029.3746725442
2019-08-15,1009768.41637886,954482.4045555152,1019260.0444429509,989937.2752639502,941130.4614557823,1007165.869159879,1147893.0019928117
2019-08-16,1018958.59397886,963696.845858045,1035513.9853658673,991036.095650217,950763.3218596287,1022457.7754331433,1151562.4425251887
2019-08-19,1029110.46077886,984699.5371758762,1051528.0157216557,995231.5916705083,962322.7543442441,1035380.5131288595,1146782.1849609015
2019-08-20,1026223.9543788602,983751.4274598603,1045530.2515434579,1000326.1225522906,957506.324142321,1028488.3863578108,1142877.3867267394
2019-08-21,1031165.07357886,985105.9619250651,1054406.9425271908,999826.6587403509,970992.3287077058,1036780.4763792288,1140857.2331197502
2019-08-22,1028989.18197886,977585.4938243844,1051288.1051545276,997728.9107302055,966175.8985057826,1036995.855340824,1145166.7752804672
2019-08-23,1019991.34297886,984090.2221002302,1020099.7314278987,1005620.4389588484,957506.324142321,1011419.6036513858,1142405.779816723
2019-08-26,1027444.89797886,964848.4899967927,1033894.5890377539,998328.2673045327,964249.3264250134,1022457.7754331433,1182601.130954548
2019-08-27,1030765.39377886,967084.1481654688,1035513.9853658673,1003722.4764734785,972918.9007884752,1022242.3964715481,1184722.0247899527
2019-08-28,1033533.8097788601,964509.6953564228,1038932.71094744,1009216.5784048123,970992.3287077058,1029403.7469445907,1189603.9140891016
2019-08-29,1041576.32497886,969252.1762253259,1054706.8307361004,1006419.5810579516,982551.7611923214,1042811.0873038963,1195259.6309835138
2019-08-30,1041154.7363788601,969658.6009745146,1053267.367333333,1014810.5730985339,987368.1913942444,1043511.0689290807,1179268.6798588177
2019-09-02,1038882.9079788601,966610.0933074609,1052967.4791244231,1013012.503375552,982551.7611923214,1043511.0689290807,1175531.4848365327
2019-09-03,1035718.1147788599,962951.6264684862,1041751.6601111932,1013711.7527122671,977735.3309903982,1036349.7184560382,1182870.365901287
2019-09-04,1049202.32237886,1000485.6927667966,1056266.2494224322,1017607.5704453946,986404.90535386,1047549.4244589922,1188559.9600406531
2019-09-05,1059420.6987788603,1000146.8981264266,1075519.0724344472,1030993.2006053715,997964.3378384755,1060795.2305971012,1192263.277817984
2019-09-06,1056553.7425788601,1006989.7769463678,1073839.698464552,1031093.0933677594,1004707.3401211678,1061925.9701454763,1161359.2068619945
2019-09-09,1056456.1863788601,1006650.9823059979,1071140.704584363,1035488.3749128262,1004707.3401211678,1061710.591183881,1159473.6707283752
2019-09-10,1054639.5143788601,1006854.5167287295,1068981.5094802114,1036287.5170119295,1010487.0563634756,1061925.9701454763,1143348.1021303094
2019-09-11,1062937.42657886,1024469.9057391371,1079117.730941366,1041681.7261808752,1017230.0586461681,1069571.9232821085,1145738.2309124533
2019-09-12,1065827.3263788603,1023318.2616003895,1082836.3447318487,1048774.1123104151,1019156.6307269374,1072856.4524464363,1147994.6337276734
2019-09-16,1062333.11737886,1023318.2616003895,1070960.7716590168,1048774.1123104151,1018193.3446865525,1066072.0151561853,1146715.3219774398
2019-09-17,1061499.71397886,1013155.0664855692,1076478.7147029587,1053369.1793802578,1011450.3424038603,1069894.9917245014,1144291.3159503422
2019-09-18,1062912.0637788603,1010716.5179904359,1076598.6699865228,1052370.2517563791,1019156.6307269374,1070164.2154264953,1148129.2512010427
2019-09-19,1061667.11597886,999672.8432684187,1078038.1333892904,1055466.9273904036,1022046.4888480912,1070271.9049072932,1143752.8460568644
2019-09-20,1060491.4495788603,998182.4044893013,1067422.0907938802,1058663.4957868159,1023973.0609288603,1064941.2756078101,1149071.5735146296
2019-09-23,1058505.14597886,989035.5932955904,1066402.4708835864,1058663.4957868159,1010487.0563634756,1064995.120348209,1160887.5999519783
2019-09-24,1056404.66357886,991678.32030973,1051647.9710052197,1067254.273352174,1006633.9122019372,1055895.359220809,1164792.3981861402
2019-09-25,1057209.24617886,978263.0831051241,1064243.2757794352,1064756.9542924769,1000854.1959596294,1062249.0385878694,1172265.8967242641
2019-09-26,1054068.27637886,981921.5499440986,1059385.086795095,1063857.9194309858,1002780.7680403985,1059772.1805295236,1155838.107440952
2019-09-27,1049725.84077886,978330.7132139432,1047329.5807969171,1061560.3858960646,1006633.9122019372,1054280.0170088443,1149273.053971461
2019-09-30,1051284.94685706,983209.0983967588,1056086.316497086,1053069.5010930942,1010487.0563634756,1059502.9568275297,1146512.9500141626
2019-10-08,1039257.60345706,975417.4657645273,1035873.8512165591,1052669.9300435428,976772.0449500136,1029834.5048677813,1144829.7858438205
2019-10-09,1042924.81765706,967151.7782742878,1047389.558438699,1048074.8629736998,986404.90535386,1039526.5581395683,1159507.547973329
2019-10-10,1045445.60695706,969523.3407568767,1054107.0543182807,1050771.967558173,994111.193676937,1046310.9954298194,1152875.6315203763
2019-10-11,1055823.77595706,992355.2654941952,1068021.8672116997,1053968.535954585,1023009.7748884759,1057672.23565397,1146715.3219774398
2019-10-14,1051742.17045706,999536.9389545061,1067182.180226752,1047375.6136369847,1021083.2028077065,1056056.8934420054,1130993.605799483
2019-10-15,1062055.93405706,998452.9249245775,1080737.1272694794,1067254.273352174,1031679.3492519375,1066287.3941177805,1135167.6389803842
2019-10-16,1065433.5889570601,1004821.7488865107,1078158.0886728542,1076744.0857790234,1036495.7794538608,1064725.896646215,1131969.8053580236
2019-10-17,1069104.91205706,1012681.0116275612,1081636.7918962091,1077942.7989276778,1039385.6375750146,1068333.4942529358,1136380.0877471562
