date,策略净值,恒生ETF_净值,纳指ETF_净值,日经ETF_净值,德国ETF_净值,标普500ETF_净值,黄金ETF_净值
2021-02-19,1214479.35269788,1079416.4707213975,1631151.9459027003,1353047.466543916,1101035.9441596307,1282312.4925978358,1224109.6710875605
2021-02-22,1211786.01329788,1066475.9324710742,1585988.7816408703,1361538.3513468863,1098146.0860384768,1271112.786594882,1236835.034099988
2021-02-23,1218047.9164978801,1077112.538347628,1581370.5032236578,1367731.702614935,1095256.227917323,1271812.7682200666,1248381.8255905975
2021-02-24,1210720.6805978802,1046556.6110868969,1596304.9360273709,1342159.1554436362,1103925.8022807846,1288289.2587821046,1245923.942318546
2021-02-25,1201900.6938978801,1057465.025591276,1537166.9812303395,1358042.10466331,1096219.5139577077,1255174.743436832,1232054.7765357008
2021-02-26,1181471.6285978802,1022098.3432565484,1551201.7494073226,1303800.334686688,1091403.0837557844,1252913.2643400817,1216029.948166051
2021-03-01,1196159.1874978803,1038426.8279105701,1597984.3099972662,1329372.881857987,1103925.8022807846,1283389.3874058123,1212865.991788644
2021-03-02,1179256.9270978803,1023995.2067848546,1567935.5114644947,1314388.9674998042,1100072.6581192461,1270520.4944504949,1189940.0120193022
2021-03-03,1182236.4435978802,1050418.612348603,1521512.8167252429,1318384.6779953195,1104889.0883211694,1252805.5748592843,1195494.988685299
2021-03-04,1167711.5927978803,1030906.3598098893,1500940.4855940242,1292012.9887249176,1103925.8022807846,1239882.8371635678,1185260.4946834308
2021-03-05,1165017.8795978802,1027721.9478289227,1528590.1784555165,1281024.78486225,1087549.939594246,1266805.2073629766,1174319.927576207
2021-03-08,1160227.0474978802,1006515.7220883599,1480608.0650299334,1266640.2270783945,1117411.8068461695,1257866.9804567727,1185125.8772100613
2021-03-09,1175105.0991978804,1022911.192754926,1554200.6314964215,1286119.3157440324,1124154.8091288619,1286135.4691661517,1181052.5842575755
2021-03-10,1179604.9693978801,1024605.1659567752,1543344.6783338832,1287517.8144174626,1132824.3834923236,1289419.9983304797,1192094.7830996609
2021-03-11,1192028.2800978802,1041068.9108284351,1576812.2024482274,1291913.0959625295,1135714.2416134775,1300188.9464102432,1204651.6513937647
2021-03-12,1182075.4061978802,1016610.6429980864,1558938.865197198,1309793.9004299613,1133787.6695327081,1299327.4305638622,1187348.4027803272
2021-03-15,1189153.32279788,1021759.5486161785,1580470.8385969284,1310193.471479513,1129934.5253711697,1310957.8944900066,1197951.9804509042
2021-03-16,1192828.20529788,1028602.4274361196,1589527.462506007,1314388.9674998042,1134750.955573093,1309288.7075376434,1199299.0466910456
2021-03-17,1195186.76719788,1027924.8381553799,1594385.6514903475,1316686.5010347255,1134750.955573093,1311927.0998171857,1203978.5640269169
2021-03-18,1197616.92919788,1039510.8419404986,1540045.9080358746,1331370.7371057447,1154016.6763807854,1290335.3589172596,1211014.3328999784
2021-03-19,1192632.12599788,1028196.0026869307,1554380.5644217676,1315787.4661732344,1140530.6718154005,1294158.335485576,1210172.7508148074
2021-03-22,1189315.4416978802,1025689.1799867037,1584069.4971038469,1288017.2782294021,1141493.9578557853,1305088.8177865357,1202900.7327335149
2021-03-23,1184594.2719978802,1009767.7641781454,1573213.543941309,1280125.7500007593,1143420.5299365544,1292219.9248312183,1208724.9443462505
2021-03-24,1172984.0594978803,991678.32030973,1551081.7941237586,1260746.5540975092,1134750.955573093,1288989.2404072892,1203540.8343618547
2021-03-25,1176396.65979788,991813.5805273681,1549402.420153863,1273333.0421583827,1132824.3834923236,1296689.0382843202,1207007.9029309545
2021-03-26,1187021.2345978802,1008480.2157254851,1573753.3427173465,1288716.5275661172,1141493.9578557853,1320111.5003578058,1205089.381058827
2021-03-29,1188828.7494978802,1009361.3394289565,1573633.3874337827,1292912.0235864085,1148236.9601384776,1319573.0529538174,1205997.82612746
2021-03-30,1189846.3185978802,1020472.6442597929,1570394.594777556,1305398.6188848943,1165576.1088654008,1319949.9661366092,1190411.6189293186
2021-03-31,1184780.93982224,1014239.0805154977,1596664.8018780628,1292312.6670120812,1161722.9647038623,1326249.8007632708,1177686.2559168912
2021-04-01,1200597.96752224,1032329.1684801878,1622335.2325607494,1293411.4873983478,1167502.6809461701,1339226.383199386,1202968.4872234226
2021-04-02,1208710.39092224,1033074.3878697464,1623834.6736052989,1317885.21418338,1173282.3971884777,1339226.383199386,1214649.8961874016
2021-04-06,1212009.71062224,1031109.2501363464,1653583.5839291608,1313789.6109254765,1182915.2575923242,1356079.7869442157,1209028.0565379434
2021-04-07,1211874.28222224,1019320.3560247708,1656162.6225257856,1315887.3589356223,1182915.2575923242,1355164.4263574358,1214784.513660771
2021-04-08,1218501.2538222403,1031786.8394170862,1675895.2666720569,1316187.037222786,1185805.1157134783,1362702.6900132704,1218285.4594748248
2021-04-09,1221323.07082224,1020607.9044774309,1686871.175118159,1323678.9944018773,1192548.1179961704,1372071.6748426645,1221450.307358678
2021-04-12,1217242.72492224,1014510.2450470485,1687590.9068195429,1311691.862915331,1192548.1179961704,1375248.514526195,1216299.1831127899
2021-04-13,1218185.5484222402,1014849.0396874183,1706363.9086973025,1323579.1016394894,1192548.1179961704,1377186.9251805523,1206300.938319153
2021-04-14,1219391.1963222402,1027789.5779377418,1680633.500372833,1317485.6431338284,1192548.1179961704,1369756.3510055153,1216266.1973742822
2021-04-15,1223818.15592224,1023792.3164583974,1706123.9981301741,1321281.5681045682,1198327.8342384782,1383540.6045476126,1215929.2079376352
2021-04-16,1231072.86622224,1029822.3457799607,1707863.349741852,1324278.3509762047,1212777.1248442477,1388278.9417027086,1226735.1575714895
2021-04-19,1230766.58532224,1033006.7577609273,1691249.5429682434,1322779.9595403865,1205070.8365211706,1379663.7832388978,1236262.6869615559
2021-04-20,1219642.68512224,1032938.4835558338,1676135.1772391847,1301203.122864603,1189658.2598750168,1367602.5613895624,1225489.7230662096
2021-04-21,1218042.97022224,1014307.3547205912,1689450.2137147842,1272833.5783464434,1194474.6900769398,1379071.4910945105,1236060.3149982786
2021-04-22,1219884.86842224,1017559.3968103769,1663959.7159574432,1300204.1952407244,1201217.6923596323,1363456.5163788537,1237878.0966419904
2021-04-23,1223291.36362224,1029754.0715748672,1686991.1304017229,1293411.4873983478,1196401.2621577089,1378963.8016137131,1233232.4565510724
2021-04-26,1224446.84922224,1025079.2208147831,1696587.5530868396,1299904.5169535605,1204107.550480786,1380902.2122680706,1229900.0054553421
2021-04-27,1221842.02942224,1024537.5358479561,1688670.5043716184,1290614.4900514872,1200254.4063192476,1380794.522787273,1230371.6123653585
2021-04-28,1217783.96272224,1027857.2080465608,1679853.7910296675,1284720.817070602,1202180.9784000167,1378156.1305077306,1220574.848028553
2021-04-29,1221301.1988222399,1034090.7717908559,1683872.2930290604,1284521.0315458262,1192548.1179961704,1384563.6546151903,1228586.8164601547
2021-04-30,1210713.79392224,1012884.546050293,1670497.2789116788,1271135.4013858493,1188694.973834632,1373740.8617950277,1223671.941422498
2021-05-06,1216629.49022224,1013087.4363767501,1645486.6022885935,1292612.3452992449,1184841.8296730933,1385155.9467595771,1238012.7141153598
2021-05-07,1223684.93882224,1009022.5447885866,1652503.986377085,1294110.7367350634,1201217.6923596323,1390917.3339822507,1252657.4905063603
2021-05-10,1218437.90552224,1005025.2833092423,1602062.7896384408,1301003.3373398273,1207960.6946423245,1371048.624775087,1255518.3346920745
2021-05-11,1200946.53302224,981853.9198352795,1595585.2043259868,1254353.4173046846,1178098.8273904012,1355595.1842806262,1255518.3346920745
2021-05-12,1193187.36552224,989239.1277183222,1553480.8997950377,1235473.685213374,1181951.9715519396,1326680.5586864615,1257403.8708256937
2021-05-13,1188831.11702224,976433.8496856368,1575372.73904546,1200910.7894271654,1184841.8296730933,1350264.5549811434,1251243.5612827572
2021-05-14,1203516.54532224,986189.9759549937,1607460.7773988189,1228780.8701333858,1199291.120278863,1368625.61145714,1256865.4009322156
2021-05-17,1204118.89312224,989171.4976095031,1592766.2551622342,1214396.3123495302,1201217.6923596323,1360495.0556569188,1271442.4228333086
2021-05-18,1211874.96772224,1004482.9542461408,1581850.3243579138,1243265.3206796292,1202180.9784000167,1350049.1760195482,1280127.4786317584
2021-05-19,1207254.17812224,1003060.1455758426,1581310.525581876,1228980.6556581615,1184841.8296730933,1344126.2545756784,1282180.6179772548
2021-05-20,1215228.3475222401,1001366.8164702677,1616397.4460243336,1230179.3688068162,1204107.550480786,1362702.6900132704,1283190.6947807493
2021-05-21,1215872.83772224,999672.8432684187,1601702.923787749,1242466.178580526,1210850.5527634784,1358287.4213005675,1284032.2768659205
2021-05-24,1222222.30402224,999740.4733772377,1632351.49873834,1245462.9614521626,1208923.980682709,1374010.085497022,1288611.0539733763
2021-05-25,1224874.66842224,1016204.2182488977,1631331.8788280464,1251756.2054825996,1211813.838803863,1368517.9219763426,1284806.9959676296
2021-05-26,1229415.28692224,1022640.67231965,1632051.6105294302,1252954.918631254,1209887.2667230938,1367171.8034663722,1296387.664703193
2021-05-27,1223210.92922224,1021081.9593354389,1624254.517097773,1243664.891729181,1200254.4063192476,1367441.0271683664,1287500.2369414663
2021-05-28,1223192.0169222401,1018982.2054806753,1622335.2325607494,1256451.1653148301,1205070.8365211706,1364964.1691100206,1281945.2602754696
2021-05-31,1221101.27742224,1016949.4376384564,1617896.887068883,1241866.8220061988,1194474.6900769398,1364964.1691100206,1289384.8815686395
2021-06-01,1225468.68052224,1026637.9337989942,1611119.4135475196,1242466.178580526,1206997.40860194,1358125.887079371,1297263.1240333181
2021-06-02,1223206.60332224,1023859.9465672165,1618136.7976360111,1252855.0258688661,1212777.1248442477,1364479.5664464312,1279050.538844802
2021-06-03,1217386.72432224,1013426.2310171198,1601403.035578839,1256351.2725524423,1214703.6969250168,1360495.0556569188,1270701.5809765533
2021-06-04,1219514.0335222401,1015323.0945454263,1636849.8218719885,1249558.564710066,1216630.2690057862,1377994.5962865343,1260938.6938847012
2021-06-07,1220973.50942224,1009428.9695377756,1638229.3076329739,1257050.5218891574,1216630.2690057862,1374548.53290101,1266829.7684808986
2021-06-08,1221939.7036222403,1008141.4210851152,1638709.1287672298,1259747.6264736305,1215666.9829654016,1373633.1723142304,1270163.1110830752
2021-06-09,1220990.24712224,1007599.7361182884,1640868.323871381,1254053.739017521,1209887.2667230938,1372125.5195830632,1272418.622391849
2021-06-10,1221959.19022224,1007260.9414779184,1658201.862346373,1252855.0258688661,1209887.2667230938,1378856.1121329155,1268243.6977045017
2021-06-11,1226913.93842224,1009632.5039605071,1659581.3481073584,1255152.5594037876,1216630.2690057862,1379071.4910945105,1279016.661599848
2021-06-15,1224142.84542224,1005025.2833092423,1670137.4130609871,1270835.7230986857,1217593.5550461707,1383594.4492880113,1259087.034996036
2021-06-16,1219847.1500222401,998114.7743804822,1665759.0452109023,1266340.548791231,1216630.2690057862,1376056.185632177,1256124.5590754603
2021-06-17,1214394.6748222401,1005364.0779496123,1693168.827505267,1251856.0982449874,1208923.980682709,1380148.3859024872,1232794.72688601
2021-06-18,1207732.2888222402,1015255.4644366072,1681353.232074217,1256950.6291267695,1180988.6855115548,1363348.826898056,1222796.482092373
2021-06-21,1205425.13902224,1007260.9414779184,1697067.3742210956,1217992.4517954942,1192548.1179961704,1386340.5310483512,1221382.55286877
2021-06-22,1214414.14352224,1001569.7067967249,1715000.6891139073,1254653.0955918483,1200254.4063192476,1394848.0000313644,1224614.2637360848
2021-06-23,1216646.26402224,1019523.8904475024,1716020.309024201,1253454.3824431936,1188694.973834632,1393448.0367809949,1225826.7125028565
2021-06-24,1220395.55962224,1025147.4950198769,1730834.7865443497,1251556.4199578236,1202180.9784000167,1405993.8612939196,1220608.7252735067
2021-06-25,1224660.5724222402,1038697.3483458464,1725196.8882168434,1261445.8034342243,1202180.9784000167,1408955.3220158543,1221786.4052888784
2021-06-28,1224852.56872224,1036868.114926359,1742290.5161247076,1257150.4146515452,1195437.9761173245,1408470.7193522651,1223133.4715290198
2021-06-29,1221455.01972224,1027044.3585481831,1747808.4591686497,1248759.422610963,1204107.550480786,1408686.0983138604,1216973.1619860837
2021-06-30,1215461.27085812,1021285.4937581705,1747028.749825484,1249858.2429972298,1189658.2598750168,1411324.4905934024,1205493.233478936
2021-07-01,1220236.0771581202,1022775.9325372879,1750927.2965413125,1241367.3581942592,1192548.1179961704,1421070.3886055886,1220070.2553800289
2021-07-02,1221123.30495812,1004482.9542461408,1772999.068717081,1240068.752283217,1195437.9761173245,1431893.1814257507,1222796.482092373
2021-07-05,1221206.97275812,998521.1991296711,1772339.3146574793,1238170.7897978472,1197364.548198094,1431893.1814257507,1227409.136444783
2021-07-06,1222305.19585812,994388.033336414,1779116.7881788427,1242665.9641053018,1184841.8296730933,1426724.0863474642,1238855.187706977
2021-07-07,1224033.01115812,995607.9516802552,1787693.5909536656,1233176.1516784527,1197364.548198094,1434800.7974072865,1236901.8970834496
2021-07-08,1211286.2255581198,966000.1341355402,1775698.06259727,1222887.1971525005,1173282.3971884777,1421501.1465287788,1238888.1734454846
2021-07-09,1220475.00375812,973385.3420185829,1789073.0767146512,1223486.553726828,1199291.120278863,1438569.929235204,1241143.6847542587
2021-07-12,1226899.43005812,980160.5907297048,1795850.550236015,1243465.106204405,1209887.2667230938,1444115.9374962822,1237608.8616952512
2021-07-13,1230666.33815812,995607.9516802552,1795310.7514599771,1248559.6370861873,1208923.980682709,1438408.3950140076,1241682.1546477368
2021-07-14,1229023.28065812,990255.5116394316,1801248.537996393,1241667.036481423,1201217.6923596323,1441262.1662551446,1244443.1501114813
2021-07-15,1226659.92375812,995133.2527259728,1783855.0218796192,1231078.403668307,1191584.831955786,1432970.0762337272,1253599.812819947
2021-07-16,1221005.14885812,996284.8968647204,1771319.6947471856,1223786.2320139916,1182915.2575923242,1423493.401923535,1249458.7653775534
2021-07-19,1203418.24035812,978060.1927786669,1752966.5363618997,1206404.8913584992,1152090.104300016,1400770.9214752344,1240403.7344039495
2021-07-20,1209910.24225812,971691.3688167338,1778816.8999699329,1203008.5374373111,1159796.3926230932,1425324.123097095,1246900.1418770866
2021-07-21,1213023.59925812,969997.3956148846,1792011.981161968,1204107.357823578,1173282.3971884777,1436362.2948788526,1242119.8843127992
