code,history_count,history_pe_max,history_pe_mean,history_pe_median,history_pe_min,is_positive,name,pe_ttm,percentile
600570.XSHG,2448,1470.9349,-1.2883,57.2233,-2789.6087,True,恒生电子,30.9884,7.55
000768.XSHE,2448,175.9121,92.6097,88.7445,48.9805,True,中航西飞,65.2763,8.58
688271.XSHG,990,114.7294,67.7826,64.6839,38.5006,True,联影医疗,47.074,8.69
600415.XSHG,2448,48.6684,24.1453,23.9299,11.365,True,小商品城,14.4297,8.74
300760.XSHE,1927,94.3442,43.604,40.1322,20.7138,True,迈瑞医疗,24.1734,9.08
603993.XSHG,2448,139.6059,37.839,28.0633,9.7709,True,洛阳钼业,13.4658,9.35
601021.XSHG,2448,78.6171,-110.3009,22.3368,-2281.22,True,春秋航空,18.709,9.41
000708.XSHE,2448,94.4961,15.7043,12.904,7.8869,True,中信特钢,10.7206,9.44
603501.XSHG,2281,11818.4996,486.092,59.5049,-168.8218,True,豪威集团,31.5761,9.52
688256.XSHG,1499,4463.553,105.4298,-49.3193,-746.0043,True,寒武纪,210.0811,9.8
600011.XSHG,2448,196.2544,26.2206,13.5311,-41.6533,True,华能国际,9.0977,9.89
603986.XSHG,2448,302.7613,97.9271,95.4841,17.8347,True,兆易创新,34.4629,10.25
601888.XSHG,2448,208.0678,48.0139,38.0577,18.1409,True,中国中免,26.3985,10.99
688009.XSHG,1740,39.022,16.8175,16.2908,11.9184,True,中国通号,13.9727,11.55
600346.XSHG,2448,158.65,15.5709,15.9627,-152.3205,True,恒力石化,10.292,12.07
601377.XSHG,2448,390.8715,26.946,20.2332,8.7678,True,兴业证券,13.909,12.38
002001.XSHE,2448,44.9591,18.3229,17.9964,8.8757,True,新和成,11.2795,12.5
000301.XSHE,2448,296.5549,37.2781,34.6089,-146.0595,True,东方盛虹,21.2921,12.8
001391.XSHE,419,69.279,33.1076,29.7418,19.9546,True,国货航,21.6954,12.89
000977.XSHE,2448,167.2941,45.6595,39.2744,12.8442,True,浪潮信息,23.1177,13.93
002709.XSHE,2448,894.0472,89.5422,44.3705,10.3033,True,天赐材料,17.1952,14.67
300628.XSHE,2312,67.3534,32.1644,30.4625,15.0839,True,亿联网络,18.2079,14.79
000895.XSHE,2448,35.5831,18.7708,17.8015,13.8739,True,双汇发展,15.8623,14.83
002236.XSHE,2448,39.0781,18.9329,17.3894,5.7757,True,大华股份,13.6663,14.83
002648.XSHE,2448,47.4092,11.4745,13.7929,-98.483,True,卫星化学,10.1937,15.01
000568.XSHE,2448,81.2277,29.089,28.6675,10.3801,True,泸州老窖,14.1013,15.03
002049.XSHE,2448,179.0239,63.3384,57.8683,15.6859,True,紫光国微,33.4911,15.85
002241.XSHE,2448,681.2452,41.6356,34.0833,-59.9459,True,歌尔股份,20.8081,16.92
600887.XSHG,2448,42.9087,23.4825,23.5906,11.1211,True,伊利股份,16.6205,17.24
002460.XSHE,2448,798.7547,64.6281,28.5123,-119.3449,True,赣锋锂业,15.1322,18.62
002475.XSHE,2448,82.4913,35.4764,32.8102,15.7662,True,立讯精密,23.5276,19.69
600085.XSHG,2448,58.3015,40.3384,40.093,25.1302,True,同仁堂,32.8282,19.85
002594.XSHE,2448,286.0383,75.4713,39.5909,16.9525,True,比亚迪,26.1121,19.89
600660.XSHG,2448,70.3355,22.8428,19.6221,12.1631,True,福耀玻璃,16.5243,20.38
600111.XSHG,2448,850.3056,116.9598,64.1491,13.2964,True,北方稀土,39.5038,20.63
002311.XSHE,2448,107.4182,34.7224,29.8179,15.243,True,海大集团,21.3867,20.75
300450.XSHE,2448,698.5369,93.6668,55.1691,9.8676,True,先导智能,30.604,21.16
600009.XSHG,2448,529.1302,16.1061,25.641,-237.0371,True,上海机场,24.6589,21.25
002625.XSHE,2448,962.0254,235.4501,182.2912,42.6176,True,光启技术,95.9126,21.98
000792.XSHE,2448,142.8264,-0.6495,10.094,-517.2601,True,盐湖股份,10.8634,23.16
300274.XSHE,2448,133.7401,36.4693,24.0842,7.4569,True,阳光电源,16.5873,23.33
601607.XSHG,2448,23.4867,14.6936,13.9066,9.1616,True,上海医药,12.3608,24.06
000651.XSHE,2448,25.6959,10.7782,8.9726,6.2766,True,格力电器,7.7504,24.18
000596.XSHE,2448,77.6544,33.4148,30.3002,11.4861,True,古井贡酒,24.1591,25.69
688036.XSHG,1691,75.4958,28.1988,23.8789,11.5196,True,传音控股,19.3389,26.02
600036.XSHG,2448,14.5267,8.585,8.0638,4.702,True,招商银行,6.7482,26.39
600018.XSHG,2448,25.8537,11.8076,10.5356,6.4858,True,上港集团,8.8847,26.63
600875.XSHG,2448,69.8802,8.546,20.758,-329.3832,True,东方电气,18.2217,27.39
000157.XSHE,2448,34.795,-0.5943,15.9716,-199.9158,True,中联重科,12.7794,27.66
000425.XSHE,2448,148.5737,26.181,16.2074,6.5679,True,徐工机械,14.1274,27.98
600309.XSHG,2448,59.6397,17.6676,15.9808,6.0019,True,万华化学,13.5257,28.1
600845.XSHG,2448,93.3725,46.0779,43.9361,28.5524,True,宝信软件,39.5274,29.33
600160.XSHG,2448,648.0409,80.0878,29.9755,8.9747,True,巨化股份,21.4001,29.41
600926.XSHG,2407,19.3623,8.2265,7.4456,4.0346,True,杭州银行,6.1568,29.62
000001.XSHE,2448,17.6633,7.5552,6.9977,3.6137,True,平安银行,5.2244,30.19
601058.XSHG,2448,51.1512,18.8612,15.152,7.3453,True,赛轮轮胎,11.8242,30.43
600460.XSHG,2448,661439.606,10751.2506,102.9064,-4100.9774,True,士兰微,83.9364,30.61
601166.XSHG,2448,8.6463,5.3889,5.4574,3.452,True,兴业银行,4.9865,30.72
600549.XSHG,2448,188.4608,36.3007,31.7984,-70.4113,True,厦门钨业,22.6381,30.84
002493.XSHE,2448,217.3566,31.9422,28.2961,-107.6454,True,荣盛石化,23.9625,31.13
002142.XSHE,2448,18.1716,9.3627,8.9632,4.6386,True,宁波银行,7.3519,31.37
600015.XSHG,2448,6.9143,4.5954,4.4686,3.1222,True,华夏银行,3.951,31.86
000100.XSHE,2448,303.7831,7.153,22.6281,-1290.3029,True,TCL科技,17.001,31.96
600795.XSHG,2448,193.8736,19.8773,19.7355,-152.2751,True,国电电力,14.458,31.97
600362.XSHG,2448,240.0274,31.4541,20.2076,8.6067,True,江西铜业,13.1577,32.88
600760.XSHG,2448,9349.1614,298.9755,53.3235,-87.9233,True,中航沈飞,43.6004,32.99
000858.XSHE,2448,68.8941,27.1413,25.2326,12.9693,True,五粮液,20.7678,33.17
603259.XSHG,2035,184.0961,51.1658,39.4242,11.4449,True,药明康德,22.3994,33.22
002466.XSHE,2448,271.8187,-27.9939,5.8119,-898.4298,True,天齐锂业,15.8547,33.24
605117.XSHG,1316,147.2457,44.7393,30.6989,11.1046,True,德业股份,24.6805,33.59
002027.XSHE,2448,73.1314,25.9052,22.2814,10.6819,True,分众传媒,19.7385,34.03
600031.XSHG,2448,5591.0054,108.9932,23.6087,9.0142,True,三一重工,18.5159,34.44
600050.XSHG,2448,1071.7016,77.5112,22.9481,13.9443,True,中国联通,19.0745,34.8
601689.XSHG,2448,108.3693,40.5172,37.1484,12.7318,True,拓普集团,31.1975,35.17
002230.XSHE,2448,619.8892,175.4237,125.0022,50.9661,True,科大讯飞,105.6998,36.48
601857.XSHG,2448,236.5045,32.7944,13.087,-63.9833,True,中国石油,10.9772,36.74
603019.XSHG,2448,157.7664,62.7386,60.745,23.3769,True,中科曙光,50.9878,37.01
600219.XSHG,2448,68.7474,18.1072,15.5208,7.4596,True,南山铝业,12.5971,37.3
600026.XSHG,2448,3936.8485,71.557,19.2008,-65.2626,True,中远海能,17.9859,37.47
601390.XSHG,2448,17.6959,7.4095,5.6031,3.9417,True,中国中铁,5.3489,37.62
000408.XSHE,2448,18386.17,290.5255,24.0106,-559.7733,True,藏格矿业,19.896,38.21
002371.XSHE,2448,506.5517,126.3303,114.3161,30.9851,True,北方华创,87.6478,38.6
601186.XSHG,2448,13.9034,6.3622,5.215,3.6021,True,中国铁建,5.0079,39.54
000630.XSHE,2448,184.4671,25.6442,26.4408,-49.7593,True,铜陵有色,20.5786,40.03
600426.XSHG,2448,44.9745,15.8262,14.6547,6.2779,True,华鲁恒升,13.0602,40.03
601898.XSHG,2448,2315.8802,91.1254,10.7672,-99.3188,True,中煤能源,10.0242,40.25
300502.XSHE,2448,332.8836,62.349,53.7019,12.2611,True,新易盛,47.3106,40.44
300866.XSHE,1474,100.3601,34.6143,25.69,16.6105,True,安克创新,24.3006,40.91
000938.XSHE,2448,418.6425,44.6378,37.0559,19.3101,True,紫光股份,34.5356,41.3
601229.XSHG,2393,12.9656,5.9949,5.747,3.5131,True,上海银行,5.599,42.21
600027.XSHG,2448,643.075,19.5596,10.4643,-69.6915,True,华电国际,10.5956,43.46
302132.XSHE,391,1781.0476,98.5378,-167.2811,-222.1396,True,中航成飞,48.9471,44.3
688012.XSHG,1740,758.8484,149.3736,87.7739,44.9349,True,中微公司,80.3539,45.69
688183.XSHG,1353,4261.8183,230.9435,50.0145,-344.4621,True,生益电子,49.4394,47.25
600803.XSHG,2448,1080.2864,34.3489,13.4555,7.3335,True,新奥股份,13.2496,47.26
600039.XSHG,2448,17.6062,10.0683,10.0827,5.326,True,四川路桥,9.955,48.08
300033.XSHE,2448,144.3647,52.2261,44.8184,20.938,True,同花顺,42.6606,48.12
600482.XSHG,2448,330.4804,62.3663,46.3633,23.6489,True,中国动力,45.4652,48.12
000725.XSHE,2448,144.1514,13.0367,26.896,-618.3832,True,京东方A,27.9091,48.24
600023.XSHG,2448,109.0299,8.3826,11.1407,-48.8323,True,浙能电力,12.3421,49.06
688072.XSHG,1074,524.3956,115.3517,97.69,43.1596,True,拓荆科技,96.7199,49.07
000333.XSHE,2448,30.2645,15.7271,14.6028,9.5,True,美的集团,14.51,49.18
601669.XSHG,2448,23.246,10.7662,9.503,6.0266,True,中国电建,9.4496,49.39
601872.XSHG,2448,156.1728,27.9056,16.7232,6.5938,True,招商轮船,16.6448,49.8
688008.XSHG,1740,150.9532,83.8067,80.4749,40.5091,True,澜起科技,80.4182,49.89
601838.XSHG,2095,14.9979,6.1006,5.9403,3.6282,True,成都银行,5.9775,51.36
300308.XSHE,2448,2733.8559,151.5414,52.0467,15.3801,True,中际旭创,53.3533,51.39
600941.XSHG,1142,18.5334,15.0617,15.8435,10.4483,True,中国移动,15.9036,51.4
601633.XSHG,2448,109.6936,27.5233,19.4815,8.3544,True,长城汽车,20.1119,53.1
601818.XSHG,2448,8.3614,5.2459,5.337,3.2723,True,光大银行,5.4212,53.23
600900.XSHG,2448,30.078,19.4598,18.8271,13.5046,True,长江电力,19.1071,53.31
601800.XSHG,2448,18.5386,8.5166,7.4034,4.8882,True,中国交建,7.5995,53.92
300413.XSHE,2448,586.931,72.9077,45.5772,10.1631,True,芒果超媒,50.8278,55.07
600000.XSHG,2448,9.7254,5.7919,5.7543,3.742,True,浦发银行,5.8965,55.27
600016.XSHG,2448,7.6879,5.3931,5.2103,4.1474,True,民生银行,5.2746,55.31
601919.XSHG,2448,82.5442,10.5165,6.3433,-94.2305,True,中远海控,9.1891,56.02
002050.XSHE,2448,68.2258,37.5046,35.2666,17.7033,True,三花智控,37.174,56.13
600019.XSHG,2448,81.1548,13.2418,12.1473,5.2123,True,宝钢股份,12.4989,56.33
600221.XSHG,2448,72.0793,-8.1086,-0.5727,-331.3632,True,海航控股,24.4378,58.51
601009.XSHG,2448,9.2425,6.3009,6.1998,3.9283,True,南京银行,6.388,58.7
300661.XSHE,2260,318.823,108.3525,94.6211,31.9284,True,圣邦股份,111.9236,59.73
601100.XSHG,2448,275.2532,53.8279,39.6484,19.6273,True,恒立液压,45.0975,60.25
600886.XSHG,2448,38.2779,16.2447,15.0115,8.7778,True,国投电力,16.0444,60.25
603296.XSHG,757,36.9734,22.9078,22.5336,13.3394,True,华勤技术,23.581,61.56
688396.XSHG,1595,156.398,63.682,67.2365,23.0964,True,华润微,77.3278,61.82
002600.XSHE,2448,1875.8765,80.3776,38.5087,-122.0938,True,领益智造,48.1517,62.38
688041.XSHG,996,315.7277,174.0537,160.1896,104.0097,True,海光信息,178.5695,62.75
002422.XSHE,2448,90.725,33.5821,30.0508,14.5089,True,科伦药业,34.5887,62.95
601916.XSHG,1655,8.366,5.8143,5.7318,4.1258,True,浙商银行,6.0855,63.14
601077.XSHG,1675,10.2592,5.424,5.5831,3.8007,True,渝农商行,5.887,64.3
688981.XSHG,1501,313.322,111.5172,99.3358,24.5544,True,中芯国际,144.9359,64.56
000617.XSHE,2448,39.348,-1.2719,14.4999,-773.1762,True,中油资本,17.1806,64.6
600584.XSHG,2448,644.9807,24.4282,38.0035,-489.5957,True,长电科技,67.365,65.58
300803.XSHE,1661,15381.9448,687.6043,160.7567,-1587.6181,True,指南针,240.092,65.71
601668.XSHG,2448,10.5242,5.6422,5.0361,3.4812,True,中国建筑,5.5843,66.46
600372.XSHG,2448,96.7761,52.8588,48.0023,27.2767,True,中航机载,53.4154,66.67
601169.XSHG,2448,8.9808,5.3943,4.9809,3.6294,True,北京银行,5.5956,68.63
000657.XSHE,2448,635.5531,46.0264,40.1972,-33.5358,True,中钨高新,50.0573,70.36
002028.XSHE,2448,67.5426,30.6069,27.6583,14.6855,True,思源电气,32.5173,70.55
601727.XSHG,2448,862.4442,18.3159,25.7281,-1395.2817,True,上海电气,74.5214,70.56
600919.XSHG,2448,14.888,6.0227,5.5796,3.7775,True,江苏银行,6.18,71.98
002179.XSHE,2448,70.2496,36.5663,35.245,19.1814,True,中航光电,40.4657,73.41
300433.XSHE,2448,2438.098,57.9629,31.0538,-146.9518,True,蓝思科技,51.1978,73.75
600025.XSHG,2127,82.6493,21.1035,19.8128,7.3729,True,华能水电,21.8039,74.33
002353.XSHE,2448,355.2105,58.4673,23.6873,9.9791,True,杰瑞股份,48.9158,74.43
601825.XSHG,1233,11.5318,6.066,6.2317,4.3727,True,沪农商行,6.8201,74.7
001965.XSHE,2053,24.5552,13.1186,12.5276,8.2405,True,招商公路,14.3065,75.45
601658.XSHG,1645,9.1673,6.516,6.4844,4.1918,True,邮储银行,7.1378,75.56
688082.XSHG,1175,268.0885,77.8055,55.3546,33.468,True,盛美上海,84.1104,75.66
601728.XSHG,1232,24.5201,17.3773,17.6166,12.5962,True,中国电信,19.0362,76.79
600674.XSHG,2448,21.5953,14.7247,15.2002,10.0953,True,川投能源,16.6185,76.88
000625.XSHE,2448,797.9536,37.8219,16.3774,-18.1788,True,长安汽车,27.1314,77.04
600930.XSHG,289,43.717,31.7617,30.3117,25.4093,True,华电新能,34.0585,78.2
000338.XSHE,2448,28.8638,14.7772,14.1076,7.0612,True,潍柴动力,18.1142,78.27
300476.XSHE,2448,110.942,37.6153,34.5967,14.8205,True,胜宏科技,44.4005,78.31
002384.XSHE,2448,392.3799,60.3608,34.4608,9.3338,True,东山精密,100.2159,79.49
600938.XSHG,1073,16.7408,9.2208,9.0698,5.5414,True,中国海油,11.0953,80.34
601998.XSHG,2448,9.3579,5.7345,5.7128,3.4743,True,中信银行,6.9496,80.84
002202.XSHE,2448,81.1734,21.7554,19.0392,9.324,True,金风科技,24.4715,81.45
600010.XSHG,2448,1175.5512,7.0399,27.6179,-973.0734,True,包钢股份,191.1212,81.46
600028.XSHG,2448,144.7395,15.1199,13.0232,5.3228,True,中国石化,17.3404,81.62
601006.XSHG,2448,19.4652,10.81,9.4588,6.9681,True,大秦铁路,15.4558,82.43
600089.XSHG,2448,31.1367,13.5243,13.6471,4.1934,True,特变电工,17.2105,82.8
600104.XSHG,2448,209.5201,18.8469,10.7162,7.0993,True,上汽集团,13.8084,83.09
600585.XSHG,2448,21.1009,10.4752,10.0381,4.998,True,海螺水泥,14.4271,83.99
601225.XSHG,2448,16.668,-10.5618,8.0216,-424.1433,True,陕西煤业,11.9769,84.59
600118.XSHG,2448,8087.8349,289.6335,98.2027,-4312.0857,True,中国卫星,700.4634,85.44
600522.XSHG,2448,132.3989,23.7409,18.2395,9.237,True,中天科技,32.992,85.5
600188.XSHG,2448,92.0288,13.6441,9.1908,4.1352,True,兖矿能源,18.475,86.36
601138.XSHG,2012,60.3421,18.7474,16.6031,7.8302,True,工业富联,26.5264,86.43
601698.XSHG,1756,877.5454,170.5512,130.4769,37.4888,True,中国卫通,273.6058,86.79
002463.XSHE,2448,163.8837,36.3507,32.9916,15.4692,True,沪电股份,46.9414,86.81
601360.XSHG,2448,5353.2625,37.4296,25.2479,-798.101,True,三六零,80.7199,87.44
601328.XSHG,2448,7.8236,5.5105,5.7394,3.6274,True,交通银行,6.7623,87.95
601985.XSHG,2448,29.2442,18.8333,18.1252,11.8143,True,中国核电,25.2613,88.19
003816.XSHE,1715,28.5606,17.0407,16.0567,12.2316,True,中国广核,21.5762,88.51
000988.XSHE,2448,109.2333,44.1036,42.6538,18.5154,True,华工科技,62.0935,88.97
600893.XSHG,2448,683.6475,105.1847,82.1492,38.8172,True,航发动力,151.668,89.17
600515.XSHG,2448,654.9972,55.0732,27.9892,-89.3715,True,海南机场,149.8395,90.12
601088.XSHG,2448,24.8656,11.6355,10.0759,6.4358,True,中国神华,18.5751,90.65
301236.XSHE,1098,859.4743,177.2419,164.9901,17.5238,True,软通动力,455.5745,91.62
601127.XSHG,2448,318.3466,-2.9329,-15.9011,-255.7564,True,赛力斯,63.2814,91.95
601288.XSHG,2448,10.4181,5.9123,5.8458,3.7779,True,农业银行,8.0003,92.12
601868.XSHG,1087,27.4793,13.6112,12.799,10.4354,True,中国能建,20.2186,92.18
300418.XSHE,2448,338.7002,34.4994,18.0579,-49.8119,True,昆仑万维,160.3987,92.86
002837.XSHE,2362,236.9671,65.604,52.7531,24.637,True,英维克,164.8013,93.69
002916.XSHE,2129,85.8177,40.3992,38.1078,18.5031,True,深南电路,62.8503,93.85
300316.XSHE,2448,191.2237,48.2375,43.861,6.3007,True,晶盛机电,117.0437,94.12
601398.XSHG,2448,9.7445,6.1093,6.1826,3.9935,True,工商银行,7.6875,94.85
301165.XSHE,931,225.0739,72.5819,66.4534,40.9115,True,锐捷网络,139.4986,95.6
600176.XSHG,2448,77.6288,18.7748,17.4222,6.3907,True,中国巨石,39.7689,95.67
000063.XSHE,2448,67.3854,6.4761,18.768,-200.171,True,中兴通讯,46.8391,96.37
002938.XSHE,1941,74.8556,26.6406,25.5803,9.8898,True,鹏鼎控股,54.9821,96.6
688472.XSHG,797,69.0795,24.4246,19.9177,10.9648,True,阿特斯,53.615,96.86
600183.XSHG,2448,115.7534,32.6061,29.6734,12.4339,True,生益科技,67.304,97.06
300394.XSHE,2448,178.4366,52.9956,44.8249,23.7694,True,天孚通信,133.7092,97.34
601939.XSHG,2448,10.2677,6.2317,6.3603,4.1243,True,建设银行,8.1638,97.39
300408.XSHE,2448,113.5655,38.2045,35.8586,19.8068,True,三环集团,78.9199,98.12
600905.XSHG,1282,95.0642,26.9556,21.9992,16.5207,True,三峡能源,93.2753,98.91
301269.XSHE,1006,4250.5282,271.7916,323.0186,-3387.9141,True,华大九天,3791.8412,99.02
002304.XSHE,2448,128.7936,26.745,23.2336,10.762,True,洋河股份,123.5354,99.47
601618.XSHG,2448,98.8158,12.7296,9.3191,5.1876,True,中国中冶,95.7985,99.63
601988.XSHG,2448,8.6433,5.858,5.8282,3.9058,True,中国银行,8.4621,99.67
001979.XSHE,2448,614.9581,21.8018,14.2952,4.5477,True,招商蛇口,614.9581,100.0
000002.XSHE,0,,,,,False,万科A,-0.4326,
002714.XSHE,0,,,,,False,牧原股份,-212.9823,
300122.XSHE,0,,,,,False,智飞生物,-2.0449,
300251.XSHE,0,,,,,False,光线传媒,-62.0067,
300498.XSHE,0,,,,,False,温氏股份,-38.2304,
600029.XSHG,0,,,,,False,南方航空,-68.4046,
600048.XSHG,0,,,,,False,保利发展,-200.6259,
600115.XSHG,0,,,,,False,中国东航,-31.6334,
600438.XSHG,0,,,,,False,通威股份,-5.2584,
600588.XSHG,0,,,,,False,用友网络,-23.5398,
601012.XSHG,0,,,,,False,隆基绿能,-11.2952,
601111.XSHG,0,,,,,False,中国国航,-53.0842,
601238.XSHG,0,,,,,False,广汽集团,-4.8452,
603260.XSHG,0,,,,,False,合盛硅业,-16.9834,
603392.XSHG,0,,,,,False,万泰生物,-84.0184,
688047.XSHG,0,,,,,False,龙芯中科,-107.5111,
688126.XSHG,0,,,,,False,沪硅产业,-38.3053,
688223.XSHG,0,,,,,False,晶科能源,-5.6526,
688303.XSHG,0,,,,,False,大全能源,-22.0877,
688506.XSHG,0,,,,,False,百利天恒,-65.3508,
688521.XSHG,0,,,,,False,芯原股份,-131.5799,
