code,history_count,history_pe_max,history_pe_mean,history_pe_median,history_pe_min,is_positive,name,pe_ttm,percentile
601878.XSHG,2241,66.531,29.8182,25.7317,14.3414,True,浙商证券,14.3414,0.04
600030.XSHG,2448,35.9478,18.5551,17.6427,10.6064,True,中信证券,10.6064,0.04
000166.XSHE,2448,52.7346,21.6414,21.3126,10.1499,True,申万宏源,10.1499,0.04
601688.XSHG,2448,38.7265,15.0943,12.739,8.3251,True,华泰证券,8.3251,0.04
601628.XSHG,2448,77.8365,25.4469,23.2743,4.3361,True,中国人寿,4.3361,0.04
000776.XSHE,2448,30.0049,14.6709,14.5063,8.6604,True,广发证券,8.6604,0.04
600999.XSHG,2448,28.7616,16.6381,15.8226,8.5509,True,招商证券,8.5509,0.04
601336.XSHG,2448,43.0423,14.817,11.3352,4.1074,True,新华保险,4.1074,0.04
601901.XSHG,2448,119.295,39.6761,34.725,12.302,True,方正证券,12.302,0.04
002074.XSHE,2448,959.8927,106.8491,32.5203,-331.1466,True,国轩高科,13.3437,0.05
601995.XSHG,1425,60.6521,26.5484,25.0195,11.3123,True,中金公司,11.3123,0.07
601456.XSHG,1485,246.9302,61.9241,44.4741,21.5139,True,国联民生,21.5139,0.07
002736.XSHE,2448,35.7861,16.9965,15.8314,8.7146,True,国信证券,8.937,0.08
601318.XSHG,2448,19.9401,10.1774,9.7597,6.0637,True,中国平安,6.2319,0.08
605499.XSHG,1287,113.9678,44.3516,41.3563,16.8719,True,东鹏饮料,16.8719,0.08
600958.XSHG,2448,76.6453,27.0092,25.651,11.2806,True,东方证券,11.3306,0.12
600600.XSHG,2448,78.4829,35.155,35.8019,14.7924,True,青岛啤酒,14.9678,0.16
601319.XSHG,1899,39.7362,11.9848,10.1098,5.7943,True,中国人保,6.0898,0.16
300059.XSHE,2448,119.787,53.3487,50.881,19.3666,True,东方财富,19.8679,0.29
601136.XSHG,903,140.3244,64.2772,59.1154,31.1126,True,首创证券,32.018,0.44
601066.XSHG,2000,77.1707,29.0364,25.2419,12.7005,True,中信建投,14.6618,0.55
600150.XSHG,2448,914.2598,93.4894,49.0495,-359.2289,True,中国船舶,21.3299,0.57
601117.XSHG,2448,24.4084,12.1917,10.4982,6.5177,True,中国化学,6.8595,0.57
600989.XSHG,1781,36.8716,18.0641,17.6054,10.8899,True,宝丰能源,11.4437,0.62
600276.XSHG,2448,104.7897,62.9647,61.6804,33.333,True,恒瑞医药,36.6548,0.65
600196.XSHG,2448,60.8045,26.9705,25.6149,15.8282,True,复星医药,17.0148,0.82
002352.XSHE,2448,10040.6324,129.9884,37.3522,14.2239,True,顺丰控股,15.0584,0.86
601877.XSHG,2448,25.6133,15.5625,15.1753,9.892,True,正泰电器,10.5103,0.86
603288.XSHG,2448,114.3995,49.778,45.3946,26.076,True,海天味业,27.3315,0.86
301308.XSHE,996,663.6163,-78.8282,30.8661,-1423.4957,True,江波龙,13.0222,0.91
600918.XSHG,1525,128.2427,39.0455,31.6408,15.3092,True,中泰证券,17.5898,0.98
000999.XSHE,2448,26.2481,17.5265,17.4371,11.278,True,华润三九,12.1342,0.98
601816.XSHG,1614,429.3812,74.3149,32.7704,16.601,True,京沪高铁,17.2695,1.18
002920.XSHE,2115,147.8079,55.9906,47.204,16.9691,True,德赛西威,20.2716,1.32
