code,history_count,history_pe_max,history_pe_mean,history_pe_median,history_pe_min,is_positive,name,pe_ttm,percentile
002074.XSHE,2448,959.8927,106.8945,32.7283,-331.1466,True,国轩高科,13.8397,0.05
600999.XSHG,2448,28.7616,16.6418,15.8226,8.9126,True,招商证券,9.0642,0.12
601688.XSHG,2448,38.7265,15.1051,12.754,8.4527,True,华泰证券,8.6022,0.16
301308.XSHE,991,663.6163,-79.2928,31.2611,-1423.4957,True,江波龙,12.4397,0.18
601628.XSHG,2448,77.8365,25.4817,23.2743,4.3544,True,中国人寿,4.4708,0.2
000776.XSHE,2448,30.0049,14.6738,14.5063,8.8676,True,广发证券,9.1991,0.2
601319.XSHG,1894,39.7362,12.0003,10.1195,5.7943,True,中国人保,6.2143,0.21
601995.XSHG,1420,60.6521,26.6013,25.0429,11.9024,True,中金公司,11.9802,0.21
000166.XSHE,2448,52.7346,21.6574,21.3126,10.3328,True,申万宏源,10.4929,0.25
601901.XSHG,2448,119.295,39.6816,34.725,12.3452,True,方正证券,12.5375,0.25
601456.XSHG,1480,246.9302,62.0597,44.491,21.8849,True,国联民生,22.0827,0.27
601336.XSHG,2448,43.0423,14.8459,11.3694,4.2131,True,新华保险,4.3857,0.29
600150.XSHG,2448,914.2598,94.7055,49.4228,-359.2289,True,中国船舶,20.1064,0.31
601878.XSHG,2236,66.531,29.852,25.7613,14.7516,True,浙商证券,14.941,0.31
600030.XSHG,2448,35.9478,18.5654,17.6427,10.6852,True,中信证券,11.028,0.41
002736.XSHE,2448,35.7861,17.0167,15.9108,8.7146,True,国信证券,9.1877,0.45
600233.XSHG,2448,2593.1411,41.0877,18.4984,9.8915,True,圆通速递,10.2598,0.49
605499.XSHG,1282,113.9678,44.4562,41.4178,17.351,True,东鹏饮料,18.0149,0.7
600600.XSHG,2448,78.4829,35.1715,35.8019,14.7924,True,青岛啤酒,15.2582,0.74
601318.XSHG,2448,19.9401,10.1867,9.7736,6.0637,True,中国平安,6.6195,0.74
600989.XSHG,1776,36.8716,18.0823,17.6196,10.8899,True,宝丰能源,11.649,0.84
603288.XSHG,2448,114.3995,49.7901,45.3946,26.076,True,海天味业,27.5074,1.1
600958.XSHG,2448,76.6453,27.0621,25.6959,11.2806,True,东方证券,11.7752,1.23
601816.XSHG,1609,429.3812,74.492,32.9677,16.601,True,京沪高铁,17.5926,1.55
601066.XSHG,1995,77.1707,29.0716,25.2521,12.7005,True,中信建投,15.5998,1.6
000807.XSHE,2448,204.1805,26.645,14.2943,-13.2984,True,云铝股份,8.5193,1.72
601117.XSHG,2448,24.4084,12.1988,10.5039,6.5177,True,中国化学,6.9914,1.72
601136.XSHG,898,140.3244,64.4478,59.1933,31.1126,True,首创证券,34.3144,1.78
600276.XSHG,2448,104.7897,62.9792,61.6804,33.333,True,恒瑞医药,39.5326,1.92
600196.XSHG,2448,60.8045,26.9741,25.6149,15.8282,True,复星医药,17.5977,1.96
300059.XSHE,2448,119.787,53.431,50.9459,19.3666,True,东方财富,20.7794,1.96
002352.XSHE,2448,10040.6324,130.7592,37.427,14.2239,True,顺丰控股,15.5906,2.37
601601.XSHG,2448,30.578,13.3104,11.0777,5.0725,True,中国太保,5.8358,2.7
000538.XSHE,2448,42.283,27.3911,26.9067,15.9547,True,云南白药,17.4335,2.94
002920.XSHE,2110,147.8079,56.0744,47.2818,16.9691,True,德赛西威,21.2141,3.13
688111.XSHG,1651,432.8764,133.3805,107.3817,25.5776,True,金山办公,31.2601,3.21
603799.XSHG,2448,585.5007,36.7055,22.0139,-203.0654,True,华友钴业,10.437,3.24
688256.XSHG,1489,4463.553,104.7739,-49.5115,-746.0043,True,寒武纪,202.3169,3.26
600918.XSHG,1520,128.2427,39.115,31.6887,15.3092,True,中泰证券,18.1335,3.36
601600.XSHG,2448,340.0144,61.0216,35.333,8.0086,True,中国铝业,9.4929,3.39
600547.XSHG,2448,206.6522,45.3873,48.5916,-538.833,True,山东黄金,31.9155,3.66
601877.XSHG,2448,25.6133,15.573,15.1907,9.892,True,正泰电器,10.9638,3.92
300442.XSHE,2448,590.1948,18.4108,26.9571,-1276.0466,True,润泽科技,19.2265,4.13
300014.XSHE,2448,164.2022,47.3042,39.5071,15.3532,True,亿纬锂能,19.0254,4.17
600809.XSHG,2448,147.8548,41.8932,37.5195,11.6738,True,山西汾酒,14.6867,4.17
000963.XSHE,2448,39.7427,23.836,23.1461,10.5791,True,华东医药,13.8717,4.25
601018.XSHG,2448,38.5655,18.4894,15.9722,11.8687,True,宁波港,13.2017,4.29
601211.XSHG,2448,28.3283,14.7615,14.014,8.3944,True,国泰海通,9.7172,4.29
000999.XSHE,2448,26.2481,17.5425,17.4549,11.278,True,华润三九,12.6472,4.58
002558.XSHE,2448,550.8187,36.4371,34.0136,-3092.0239,True,巨人网络,16.8457,4.63
601788.XSHG,2448,647.0632,41.1639,23.1039,9.8618,True,光大证券,15.8179,4.82
002602.XSHE,2448,178.812,42.7872,39.088,-8.8443,True,世纪华通,15.5594,5.35
300999.XSHE,1432,112.164,66.1947,64.6106,34.5193,True,金龙鱼,39.2264,5.38
001280.XSHE,185,122.002,90.2155,87.1738,68.1319,True,中国铀业,72.9782,5.41
600741.XSHG,2448,24.0267,10.2343,9.4428,5.9535,True,华域汽车,7.0615,5.92
603893.XSHG,1599,588.9738,122.6676,101.0155,30.3739,True,瑞芯微,58.4677,6.0
601881.XSHG,2336,51.9801,18.5095,16.7558,8.4339,True,中国银河,9.8283,6.42
002532.XSHE,2448,254.297,24.1747,17.9624,7.1501,True,天山铝业,8.7939,6.74
601766.XSHG,2448,34.5545,18.1485,16.2228,11.0492,True,中国中车,12.8802,6.99
300896.XSHE,1439,336.7605,86.9912,56.7221,20.1102,True,爱美客,25.8394,7.02
300124.XSHE,2448,108.8034,45.2183,40.8619,22.235,True,汇川技术,32.8353,7.15
000975.XSHE,2448,82.9465,34.3494,29.8268,12.6708,True,山金国际,19.1907,7.27
600690.XSHG,2448,46.2352,16.0748,14.4854,9.6894,True,海尔智家,11.475,7.6
