code,history_count,history_pe_max,history_pe_mean,history_pe_median,history_pe_min,is_positive,name,pe_ttm,percentile
601601.XSHG,2452,47.0488,20.2045,18.2321,8.1011,True,中国太保,15.3886,25.65
002463.XSHE,2452,1532.6881,6.4865,29.2974,-1078.3908,True,沪电股份,21.8039,26.67
000703.XSHE,2452,11029.2329,288.0884,20.3267,-900.6179,True,恒逸石化,15.0837,26.74
002384.XSHE,2452,643.1813,132.0326,65.6899,-82.2606,True,东山精密,49.9544,27.02
002414.XSHE,2452,537.1654,155.2247,134.772,36.7002,True,高德红外,85.7095,28.55
600958.XSHG,1440,76.6453,31.3685,31.6729,11.0022,True,东方证券,24.8362,28.82
601088.XSHG,2452,24.8656,11.0584,9.6101,5.7079,True,中国神华,8.3766,29.65
601155.XSHG,1222,24.5637,9.9243,9.929,5.1519,True,新城控股,7.2824,29.87
600011.XSHG,2452,196.2544,33.2158,19.6266,5.966,True,华能国际,11.1089,29.93
002252.XSHE,2452,244.8848,27.2199,63.9207,-1283.7404,True,上海莱士,48.2744,30.08
601216.XSHG,2430,93.5577,25.4311,22.4952,8.5331,True,君正集团,17.3741,30.37
600919.XSHG,1104,16.2703,7.1617,6.1036,4.3264,True,江苏银行,5.5683,30.89
600745.XSHG,2452,3877.1097,-109.3346,54.061,-6593.8125,True,*ST闻泰,47.6291,31.1
600000.XSHG,2452,11.2832,5.9846,5.8939,3.8444,True,浦发银行,5.3798,31.48
002558.XSHE,2424,550.8187,-55.2642,40.5538,-3358.6063,True,巨人网络,37.4104,32.98
601727.XSHG,2452,126.4204,35.0212,26.7171,13.5249,True,上海电气,24.331,33.36
600482.XSHG,2452,331.7121,74.9374,48.0406,24.1532,True,中国动力,41.967,34.05
601288.XSHG,2452,10.6377,6.1549,5.9867,4.3976,True,农业银行,5.7097,34.26
600085.XSHG,2452,74.5608,44.0489,44.5217,29.1663,True,同仁堂,41.3696,34.38
300433.XSHE,1443,2438.098,86.584,43.4681,10.3181,True,蓝思科技,34.0795,35.62
600489.XSHG,2452,428.3895,52.4671,94.4754,-1753.004,True,中金黄金,71.6604,36.3
601628.XSHG,2452,77.8365,26.739,22.8522,12.6807,True,中国人寿,19.937,36.99
002120.XSHE,2452,718.5711,51.3488,34.7382,14.3817,True,韵达股份,29.4994,37.28
600498.XSHG,2452,73.5225,36.5218,36.3332,15.9441,True,烽火通信,34.2374,38.21
600233.XSHG,2452,2593.1411,53.0379,24.4681,11.1385,True,圆通速递,22.0049,38.7
601698.XSHG,398,238.0442,142.6511,148.6637,37.4888,True,中国卫通,130.7402,38.94
601766.XSHG,2452,160.1455,25.5711,19.5527,12.2949,True,中国中车,17.3172,39.15
600208.XSHG,2452,70.0986,19.1829,15.8934,5.0913,True,衢州发展,10.8271,39.36
002508.XSHE,2452,42.9039,24.8626,24.661,11.8458,True,老板电器,23.2323,41.39
601818.XSHG,2452,13.6369,6.269,6.0351,4.1446,True,光大银行,5.9283,42.37
000066.XSHE,2452,1189.2685,108.3476,59.0608,-555.9389,True,中国长城,64.0933,43.29
600299.XSHG,2452,1138.9406,35.196,25.2859,-19.9383,True,安迪苏,27.4538,43.53
600352.XSHG,2452,26.6224,13.8952,13.8258,7.3581,True,浙江龙盛,13.3217,44.17
600346.XSHG,2452,29150.2595,1102.2318,16.7426,-175.1112,True,恒力石化,24.7857,44.98
600547.XSHG,2452,139.9642,50.076,46.7093,14.0474,True,山东黄金,44.4765,45.39
601138.XSHG,654,31.6946,17.1664,16.4722,13.5018,True,工业富联,16.1947,45.72
601009.XSHG,2452,16.0716,7.3704,7.0701,4.8342,True,南京银行,6.9759,47.39
600025.XSHG,769,82.6493,22.3692,16.1143,7.3729,True,华能水电,16.4366,51.76
600760.XSHG,2452,9349.1614,222.0122,32.7064,-797.2831,True,中航沈飞,79.7828,51.95
601788.XSHG,2452,647.0632,35.8795,25.5328,-318.6051,True,光大证券,30.2242,51.95
000876.XSHE,2452,49.6189,18.7033,14.9654,8.2192,True,新希望,15.2274,52.94
601838.XSHG,737,14.9979,6.8182,6.47,4.8025,True,成都银行,6.5281,53.05
601901.XSHG,2313,176.015,52.7549,46.3061,12.1048,True,方正证券,49.1578,54.04
600999.XSHG,2452,59.0405,22.9267,20.5314,7.667,True,招商证券,20.9147,54.24
601006.XSHG,2452,18.1437,9.8546,9.1346,6.7904,True,大秦铁路,9.2906,54.32
603156.XSHG,729,25.3758,13.6731,13.4324,8.9388,True,养元饮品,13.7812,55.56
000723.XSHE,2452,1449.1315,43.0813,30.8473,-822.7781,True,美锦能源,58.5373,56.65
603501.XSHG,923,11818.4996,1127.9222,119.277,28.1723,True,豪威集团,127.7815,56.66
601238.XSHG,2160,91.8286,23.2259,20.35,8.0778,True,广汽集团,21.5073,57.31
688008.XSHG,382,142.9718,97.5248,94.3826,71.8124,True,澜起科技,98.877,57.33
300122.XSHE,2452,1124.8736,154.4246,92.2473,32.8389,True,智飞生物,110.3665,58.77
601398.XSHG,2452,10.1186,6.3896,6.2263,4.3913,True,工商银行,6.4703,59.22
002241.XSHE,2452,102.2435,40.2254,36.5605,11.6909,True,歌尔股份,40.0945,59.34
002601.XSHE,2331,402.6702,64.0352,26.4469,9.5901,True,龙佰集团,39.7579,59.67
300033.XSHE,2452,798.4456,100.8802,61.1705,22.0233,True,同花顺,70.9113,60.85
002938.XSHE,583,49.7598,31.182,31.9262,15.1836,True,鹏鼎控股,35.5259,60.89
601600.XSHG,2452,431.3533,70.4418,50.0545,-236.7984,True,中国铝业,124.3375,62.48
600019.XSHG,2452,96.9887,17.9629,11.5754,5.9063,True,宝钢股份,13.4647,63.01
000425.XSHE,2452,537.6413,22.3185,13.2547,-94.7849,True,徐工机械,17.8369,63.63
603986.XSHG,1092,280.7596,98.0012,96.0332,21.2254,True,兆易创新,104.422,64.84
002129.XSHE,2452,6531.3208,133.3248,54.4671,-431.7084,True,TCL中环,81.2871,64.95
601916.XSHG,297,8.366,7.1128,7.1643,6.3072,True,浙商银行,7.2635,64.98
002027.XSHE,2452,66559.3576,926.4316,29.2552,-609.4251,True,分众传媒,66.3856,65.42
600028.XSHG,2452,144.7395,15.0551,11.6618,6.9796,True,中国石化,13.3503,65.91
601577.XSHG,578,10.4282,6.4596,6.2779,4.9778,True,长沙银行,6.6785,66.09
002202.XSHE,2452,546.0485,44.8353,19.2844,9.324,True,金风科技,23.8432,66.27
600900.XSHG,2452,27.0181,15.8566,15.6182,10.0727,True,长江电力,17.0164,66.76
300059.XSHE,2452,2527.0569,-25.9078,68.7706,-8514.2267,True,东方财富,86.4527,67.1
000157.XSHE,2452,440.7448,-19.0735,10.213,-432.1573,True,中联重科,19.6048,68.28
600030.XSHG,2452,50.3361,20.0475,20.0189,7.9206,True,中信证券,24.184,68.72
600487.XSHG,2452,52.5096,23.1581,22.3991,10.0712,True,亨通光电,27.2094,69.05
000768.XSHE,2452,446.2229,128.2675,104.323,50.6591,True,中航西飞,128.5944,69.33
000895.XSHE,2452,146.3096,28.7619,20.071,13.2883,True,双汇发展,27.619,69.58
600406.XSHG,2452,112.2303,32.9243,26.9761,19.0436,True,国电南瑞,32.8999,71.49
601857.XSHG,2452,236.5045,37.8792,23.8998,-63.9833,True,中国石油,41.643,71.65
600031.XSHG,2452,5591.0054,72.1432,16.3242,-1233.7169,True,三一重工,28.1857,72.01
601877.XSHG,2452,38.2966,18.6802,17.3019,11.4014,True,正泰电器,19.5947,72.23
002230.XSHE,2452,263.8923,106.5372,96.5177,53.1677,True,科大讯飞,119.1525,72.23
600111.XSHG,2452,850.3056,127.5876,73.6531,13.1739,True,北方稀土,102.8538,73.37
603993.XSHG,2033,139.6059,51.0266,42.5075,15.2687,True,洛阳钼业,63.9507,74.32
603392.XSHG,194,523.4833,226.9124,217.5727,22.854,True,万泰生物,265.8429,75.26
002049.XSHE,2452,287.7278,84.637,74.1614,41.7094,True,紫光国微,97.0583,75.77
601012.XSHG,2154,127.3042,12.0829,27.1507,-347.8605,True,隆基绿能,56.437,76.88
601816.XSHG,261,60.5567,40.0626,34.3574,24.8057,True,京沪高铁,55.3835,77.01
002493.XSHE,2452,207.85,26.4454,28.4166,-202.4851,True,荣盛石化,49.509,77.34
002475.XSHE,2452,96.5439,48.2427,46.3355,23.8474,True,立讯精密,56.9716,77.61
002352.XSHE,2452,10040.6324,155.9472,48.6111,26.0698,True,顺丰控股,75.3299,77.9
601100.XSHG,2262,275.2532,68.1006,45.1075,18.2088,True,恒立液压,89.7258,77.94
002001.XSHE,2452,59.0856,21.7274,18.9023,8.8757,True,新和成,25.4618,79.49
603658.XSHG,1082,103.4628,62.2293,56.69,31.7236,True,安图生物,78.8085,79.57
002594.XSHE,2342,743.9935,128.9307,54.6863,25.8226,True,比亚迪,221.1474,79.68
600362.XSHG,2452,240.0274,35.2317,21.9512,10.4494,True,江西铜业,41.0446,79.85
601939.XSHG,2452,10.2677,6.4351,6.4225,4.3661,True,建设银行,7.2408,79.85
002607.XSHE,2313,9059.4829,341.2789,51.5909,-106.1082,True,中公教育,112.1279,80.67
000625.XSHE,2452,797.9536,35.838,11.9612,-18.1788,True,长安汽车,29.1399,81.11
300142.XSHE,2452,1658.0195,85.5335,39.7906,-306.4849,True,沃森生物,184.5736,81.26
000063.XSHE,2452,67.3854,-2.3834,19.6568,-200.171,True,中兴通讯,34.0304,81.32
600183.XSHG,2452,62.2358,24.4281,21.5463,12.4715,True,生益科技,32.1177,83.36
600570.XSHG,2452,1470.9349,6.2306,59.8068,-2789.6087,True,恒生电子,107.0285,83.75
601808.XSHG,2452,1695.529,1.0607,16.4698,-940.961,True,中海油服,35.0052,84.17
000725.XSHE,2452,144.1514,6.9739,30.2292,-618.3832,True,京东方A,84.7292,85.59
000786.XSHE,2452,381.555,31.3608,16.0472,7.8531,True,北新建材,38.1314,86.46
601360.XSHG,2208,5353.2625,86.2817,23.828,13.3037,True,三六零,46.2962,86.55
002371.XSHE,2452,506.5517,138.6096,124.9989,27.902,True,北方华创,240.4419,86.58
600845.XSHG,2452,97.5813,42.0219,39.8863,17.0577,True,宝信软件,62.0583,86.99
600161.XSHG,2452,1520.4846,-138.5906,36.3611,-7914.7321,True,天坛生物,85.1608,87.4
600118.XSHG,2452,252.3497,82.9346,72.1176,32.5003,True,中国卫星,122.3054,87.52
002841.XSHE,990,56.1781,42.9092,42.6534,17.8708,True,视源股份,50.7209,88.38
603799.XSHG,1472,585.5007,-420.655,33.5034,-9609.4103,True,华友钴业,156.9722,88.83
000338.XSHE,2452,29.9665,13.3281,11.9269,7.0546,True,潍柴动力,21.992,89.48
002422.XSHE,2452,90.725,35.0866,31.9562,16.142,True,科伦药业,55.2679,90.13
600872.XSHG,2452,82.0629,44.3815,42.0027,23.2337,True,中炬高新,63.3488,90.13
600271.XSHG,2452,78.3039,27.888,24.3025,10.9597,True,航天信息,42.6789,90.54
000661.XSHE,2452,104.3137,50.0351,46.5828,27.1857,True,长春高新,71.6177,90.78
600196.XSHG,2452,60.8045,23.9377,23.1898,12.8961,True,复星医药,34.5044,90.82
601899.XSHG,2452,97.7016,28.9953,24.4415,10.6798,True,紫金矿业,52.597,92.05
300529.XSHE,1104,146.7385,66.8214,60.3958,29.0119,True,健帆生物,95.2393,92.3
600104.XSHG,2452,15.4628,9.024,8.6341,5.4661,True,上汽集团,11.9401,92.41
002008.XSHE,2452,77.4036,31.4004,30.4095,8.4893,True,大族激光,51.8527,92.82
002271.XSHE,2452,71.4965,29.9481,27.9146,12.0612,True,东方雨虹,48.5639,93.19
603087.XSHG,156,96.2391,63.0825,60.886,30.6628,True,甘李药业,77.0373,93.59
600795.XSHG,2452,193.8736,15.276,15.0483,-152.2751,True,国电电力,40.0402,93.84
300347.XSHE,2065,184.6081,77.9861,75.2412,42.1147,True,泰格医药,101.7976,94.0
600887.XSHG,2452,45.6874,25.8007,25.0318,14.3068,True,伊利股份,38.5921,94.21
000538.XSHE,2452,49.3922,30.4282,29.9263,20.396,True,云南白药,41.9644,94.86
000708.XSHE,2452,94.4961,16.6249,14.8581,6.9563,True,中信特钢,27.9564,95.43
600176.XSHG,2452,2020.7569,51.8714,23.7246,12.4511,True,中国巨石,51.9389,95.51
600926.XSHG,1049,19.3623,9.8702,8.8535,6.0856,True,杭州银行,15.0732,95.71
600438.XSHG,2452,84.0542,33.0008,30.5623,9.1445,True,通威股份,65.3459,95.76
600588.XSHG,2452,237.4705,85.5897,82.2929,17.5016,True,用友网络,196.4046,95.76
601888.XSHG,2452,208.0678,42.1442,33.1672,21.3244,True,中国中免,123.8045,95.96
002460.XSHE,2452,798.7547,102.6619,68.225,16.262,True,赣锋锂业,501.1838,96.53
600600.XSHG,2452,78.4829,33.169,28.8103,20.7271,True,青岛啤酒,58.2175,96.57
600893.XSHG,2452,187.0564,72.0807,66.3554,38.8172,True,航发动力,133.3351,96.62
601166.XSHG,2452,10.0917,5.8656,5.8622,3.9732,True,兴业银行,8.3064,97.02
002410.XSHE,2452,394.5049,75.5148,48.7585,21.6825,True,广联达,315.0528,97.06
600009.XSHG,2452,529.1302,35.6626,21.5363,12.494,True,上海机场,375.8827,97.15
000596.XSHE,2452,83.0791,31.4067,29.0641,12.0404,True,古井贡酒,67.16,97.19
600066.XSHG,2452,53.7103,14.8448,13.2222,8.8463,True,宇通客车,40.9947,97.39
600004.XSHG,2452,682.2069,35.4908,13.3842,8.4663,True,白云机场,532.2952,97.51
300601.XSHE,982,289.0778,132.063,124.4173,22.6933,True,康泰生物,241.4617,97.56
603195.XSHG,252,72.296,49.037,47.9875,22.1028,True,公牛集团,65.7355,97.62
600741.XSHG,2452,24.0267,10.1528,9.5852,5.9634,True,华域汽车,20.037,97.68
002304.XSHE,2452,54.5306,22.6637,20.3525,6.8623,True,洋河股份,46.4571,97.72
000651.XSHE,2452,25.6959,11.559,11.0983,6.3394,True,格力电器,22.355,97.88
002007.XSHE,2452,102.4963,41.9032,39.4678,24.5096,True,华兰生物,76.7078,97.96
002179.XSHE,2452,82.875,38.3252,36.6515,20.7692,True,中航光电,63.426,98.25
600703.XSHG,2452,148.1568,38.3332,30.4359,11.5103,True,三安光电,116.6833,98.25
002032.XSHE,2452,40.2965,24.235,23.8861,12.6647,True,苏泊尔,38.1303,98.25
000860.XSHE,2452,98.1382,36.2694,34.0294,17.353,True,顺鑫农业,81.8674,98.37
002812.XSHE,1073,169.2763,76.579,71.9229,30.0768,True,恩捷股份,147.6975,98.51
002153.XSHE,2452,326.3956,70.9123,65.1238,19.8234,True,石基信息,270.8134,98.82
002050.XSHE,2452,68.2258,29.0359,26.2637,13.3218,True,三花智控,62.8279,98.94
601633.XSHG,2279,109.6936,17.0087,14.042,7.5382,True,长城汽车,72.2572,98.95
603833.XSHG,947,53.8576,35.1844,32.4148,18.6611,True,欧派家居,51.5214,99.05
600276.XSHG,2452,104.7897,53.5375,47.1214,31.5076,True,恒瑞医药,99.496,99.27
601658.XSHG,287,9.1673,7.3267,7.1204,6.3313,True,邮储银行,9.0357,99.3
300014.XSHE,2452,182.9966,54.5599,45.7959,20.2104,True,亿纬锂能,160.1198,99.35
000001.XSHE,2452,17.6633,8.2763,7.9256,5.0158,True,平安银行,15.9793,99.39
300408.XSHE,1511,74.8708,36.9657,35.423,19.8068,True,三环集团,65.8714,99.4
603288.XSHG,1712,114.3995,46.514,41.3025,27.199,True,海天味业,109.6794,99.42
300144.XSHE,2452,256.5024,46.5091,37.4041,21.165,True,宋城演艺,240.1819,99.55
000100.XSHE,2452,68.5369,21.6012,19.9652,7.8635,True,TCL科技,62.0161,99.59
603369.XSHG,1614,56.4367,25.6446,23.3154,15.0129,True,今世缘,52.209,99.69
600660.XSHG,2452,70.3355,15.5706,13.7973,7.8968,True,福耀玻璃,66.1449,99.71
603899.XSHG,1474,78.0518,43.0235,41.3552,29.0643,True,晨光股份,77.2911,99.8
600690.XSHG,2452,46.2352,14.104,13.0327,8.6,True,海尔智家,45.6984,99.84
002415.XSHE,2452,50.3222,29.6505,28.6241,17.1971,True,海康威视,48.0786,99.84
600036.XSHG,2452,14.317,8.1391,7.8572,4.5488,True,招商银行,14.1331,99.88
002142.XSHE,2452,18.1716,9.2755,8.9142,4.9391,True,宁波银行,17.9022,99.88
002821.XSHE,1033,118.5347,60.2782,54.3383,19.0948,True,凯莱英,115.244,99.9
000333.XSHE,1803,30.2645,15.4386,15.0672,8.0431,True,美的集团,30.2645,100.0
000568.XSHE,2452,81.2277,25.1494,26.7075,5.8636,True,泸州老窖,81.2277,100.0
000858.XSHE,2452,68.544,22.2533,20.2702,5.9466,True,五粮液,68.544,100.0
002311.XSHE,2452,57.1866,32.7147,31.1502,20.4479,True,海大集团,57.1866,100.0
600809.XSHG,2452,143.8147,43.5812,40.8735,10.6221,True,山西汾酒,143.8147,100.0
600989.XSHG,428,34.6472,19.6283,18.5703,13.9568,True,宝丰能源,34.6472,100.0
603259.XSHG,677,184.0961,76.5405,71.5638,27.442,True,药明康德,184.0961,100.0
300124.XSHE,2452,108.7558,44.9752,40.9651,21.0992,True,汇川技术,108.7558,100.0
300628.XSHE,954,65.263,37.8476,37.0212,22.0526,True,亿联网络,65.263,100.0
600309.XSHG,2452,58.1651,18.0589,16.3695,6.0019,True,万华化学,58.1651,100.0
600436.XSHG,2452,142.6063,51.0598,48.4245,27.215,True,片仔癀,142.6063,100.0
600519.XSHG,2452,73.2944,25.9526,25.9967,8.8331,True,贵州茅台,73.2944,100.0
600763.XSHG,2452,270.9454,73.1706,59.4116,32.9385,True,通策医疗,270.9454,100.0
300015.XSHE,2452,221.638,76.3477,69.4896,33.6664,True,爱尔眼科,221.638,100.0
688036.XSHG,333,75.4958,35.0858,33.8399,16.7445,True,传音控股,75.4958,100.0
002024.XSHE,0,,,,,False,ST易购,-41.3439,
002044.XSHE,0,,,,,False,美年健康,-37.227,
002739.XSHE,0,,,,,False,儒意电影,-6.6569,
600010.XSHG,0,,,,,False,包钢股份,-148.1947,
