code,history_count,history_pe_max,history_pe_mean,history_pe_median,history_pe_min,is_positive,name,pe_ttm,percentile
600649.XSHG,2452,81.9122,25.7076,23.8353,7.7434,True,城投控股,7.7641,1.14
600674.XSHG,2452,314.6187,50.3068,35.8946,11.9839,True,川投能源,16.8723,9.62
601377.XSHG,1132,71.9748,45.6432,44.8431,27.9458,True,兴业证券,34.4978,12.28
600583.XSHG,2452,396.6452,23.4907,28.2356,-136.5569,True,海油工程,16.4113,13.48
000750.XSHE,2452,413.9157,31.4602,47.5092,-655.2832,True,国海证券,54.1089,13.55
000895.XSHE,2452,146.3096,38.7512,32.5079,14.8044,True,双汇发展,22.7395,14.19
600252.XSHG,2452,383.0095,70.2574,34.9688,-19.7549,True,中恒集团,19.6179,15.83
000538.XSHE,2452,77.3237,40.561,38.872,20.396,True,云南白药,30.7391,20.64
600315.XSHG,2452,142.6098,50.1125,43.9484,23.8822,True,上海家化,35.4695,23.69
000413.XSHE,2452,4783.814,326.111,41.8569,-858.8187,True,ST旭电,39.9553,24.44
000166.XSHE,89,156.0948,109.8584,124.3992,48.6918,True,申万宏源,53.8988,24.72
600519.XSHG,2452,104.0821,33.3564,28.5837,8.8331,True,贵州茅台,18.8706,25.16
600027.XSHG,2452,264.1982,2.6458,16.2586,-315.0531,True,华电国际,13.2689,25.75
600578.XSHG,2452,60.6281,23.4042,21.3571,6.4737,True,京能电力,17.3653,27.94
002353.XSHE,1292,69.9887,45.3905,46.4425,21.9793,True,杰瑞股份,40.9641,29.26
600015.XSHG,2452,56.4975,15.0647,12.2193,4.1149,True,华夏银行,8.5924,31.61
000423.XSHE,2452,104.611,39.0393,34.1893,15.0242,True,东阿阿胶,26.4827,31.81
000858.XSHE,2452,129.5554,33.6857,27.3761,5.9466,True,五粮液,20.4355,32.01
002241.XSHE,1713,103.1957,47.4766,43.7254,18.358,True,歌尔股份,36.7134,32.22
000625.XSHE,2452,721.8145,26.9924,17.3094,-124.6981,True,长安汽车,13.5964,32.6
600886.XSHG,2452,136.9798,33.9259,23.5261,7.7947,True,国投电力,14.9903,34.09
600048.XSHG,2153,147.2669,24.6819,13.633,4.361,True,保利发展,11.6666,35.76
601398.XSHG,2094,55.3189,13.8593,9.463,4.3913,True,工商银行,7.2483,36.91
000002.XSHE,2452,103.6776,21.1019,14.4223,5.2093,True,万科A,11.948,37.48
000402.XSHE,2452,138.6524,19.7935,16.9807,-46.71,True,金融街,12.7951,37.94
600597.XSHG,2452,112.4458,27.6743,42.2103,-283.7417,True,光明乳业,41.0003,37.97
600000.XSHG,2452,58.7663,14.4036,10.2477,3.8444,True,浦发银行,7.236,38.13
600369.XSHG,2452,791.0054,87.7537,34.2778,-75.6323,True,西南证券,37.8652,40.67
000776.XSHE,2452,253.5695,-1227.5718,35.0091,-19490.2518,True,广发证券,33.7599,41.74
000400.XSHE,2452,246.5221,56.3265,41.3209,9.6914,True,许继电气,36.7625,41.8
600036.XSHG,2452,75.6049,17.6319,11.7262,4.5488,True,招商银行,9.1585,41.97
002081.XSHE,2078,86.7701,35.8339,32.172,11.9206,True,金螳螂,29.901,42.73
600585.XSHG,2452,119.923,24.0392,15.6084,6.4642,True,海螺水泥,14.0185,43.03
601318.XSHG,2013,477.4285,22.4203,18.1118,-208.3146,True,中国平安,17.3597,43.05
