date,bank_shares,chip_shares,bank_value,chip_value,cash,total_value
2024-10-14,5305400.0,4530400.0,8079063.119999999,5818392.72,118.69,13897574.534823
2024-10-15,5305400.0,4530400.0,7910881.94,5637176.72,118.69,13548177.354823
2024-10-16,5305400.0,4530400.0,8106651.2,5495375.2,118.69,13602145.094823001
2024-10-17,5305400.0,4530400.0,7986749.16,5546115.68,118.69,13532983.534823
2024-10-18,5305400.0,4530400.0,8022825.88,6332593.12,118.69,14355537.694823
2024-10-21,5305400.0,4530400.0,7922553.82,6483908.48,118.69,14406580.994823001
2024-10-22,5305400.0,4530400.0,7922023.28,6341200.88,118.69,14263342.854823
2024-10-23,5305400.0,4530400.0,7950141.899999999,6247421.6,118.69,14197682.194823
2024-10-24,5305400.0,4530400.0,7932103.540000001,6272338.800000001,118.69,14204561.034823002
2024-10-25,5305400.0,4530400.0,7884354.9399999995,6309035.04,118.69,14193508.674823001
2024-10-28,5305400.0,4530400.0,7819098.52,6278228.319999999,118.69,14097445.534823
2024-10-29,5305400.0,4530400.0,7821751.22,6219786.16,118.69,14041656.074823
2024-10-30,5305400.0,4530400.0,7728376.180000001,6128725.12,118.69,13857219.994823001
2024-10-31,5305400.0,4530400.0,7680097.04,6267808.399999999,118.69,13948024.134823
2024-11-01,5305400.0,4530400.0,7761800.2,5992360.08,118.69,13754278.974823002
2024-11-04,5305400.0,4530400.0,7823873.38,6122382.56,118.69,13946374.634823
2024-11-05,5305400.0,4530400.0,7882763.32,6434074.079999999,118.69,14316956.094823
2024-11-06,5305400.0,4530400.0,7815915.28,6495234.4799999995,118.69,14311268.454823
2024-11-07,5305400.0,4530400.0,7977199.44,6724925.76,118.69,14702243.894823
2024-11-08,5305400.0,4530400.0,7867908.2,6714052.8,118.69,14582079.694823
2024-11-11,5305400.0,4530400.0,7757555.88,7142628.64,118.69,14900303.214823
2024-11-12,5305400.0,4530400.0,7681688.66,6960053.52,118.69,14641860.874823
2024-11-13,5305400.0,4530400.0,7732089.96,7018042.64,118.69,14750251.294823
2024-11-14,5305400.0,4530400.0,7748536.699999999,6776572.32,118.69,14525227.714823
2024-11-15,5305400.0,4530400.0,7720948.62,6450836.56,118.69,14171903.874823
2024-11-18,5305400.0,4530400.0,7875866.3,6340294.8,118.69,14216279.794823
2024-11-19,5305400.0,4530400.0,7854644.699999999,6565455.680000001,118.69,14420219.074823
2024-11-20,5305400.0,4530400.0,7816445.82,6574516.48,118.69,14391080.994823001
2024-11-21,5305400.0,4530400.0,7807426.64,6642472.4799999995,118.69,14450017.814823
2024-11-22,5305400.0,4530400.0,7635001.140000001,6361134.64,118.69,13996254.474823002
2024-11-25,5305400.0,4530400.0,7647203.5600000005,6287742.159999999,118.69,13935064.414823
2024-11-26,5305400.0,4530400.0,7721479.16,6255123.28,118.69,13976721.134823002
2024-11-27,5305400.0,4530400.0,7801060.159999999,6501577.04,118.69,14302755.894823
2024-11-28,5305400.0,4530400.0,7787796.66,6508372.640000001,118.69,14296287.994823001
2024-11-29,5305400.0,4530400.0,7788327.2,6669201.84,118.69,14457647.734823
2024-12-02,5305400.0,4530400.0,7759678.039999999,6694572.08,118.69,14454368.814823
2024-12-03,5305400.0,4530400.0,7881171.7,6601245.84,118.69,14482536.234823
2024-12-04,5305400.0,4530400.0,7890721.42,6578140.8,118.69,14468980.914823
2024-12-05,5305400.0,4530400.0,7875866.3,6592185.04,118.69,14468170.034823
2024-12-06,5305400.0,4530400.0,7967649.72,6669201.84,118.69,14636970.254823
2024-12-09,5305400.0,4530400.0,7991524.02,6555035.760000001,118.69,14546678.474823002
2024-12-10,5305400.0,4530400.0,8080654.739999999,6622538.72,118.69,14703312.154823
2024-12-11,5305400.0,4530400.0,7985688.08,6613930.96,118.69,14599737.734823
2024-12-12,5305400.0,4530400.0,8087551.76,6672826.16,118.69,14760496.614823
2024-12-13,5305400.0,4530400.0,7925737.06,6550505.359999999,118.69,14476361.114822999
2024-12-16,5305400.0,4530400.0,8001604.28,6415046.399999999,118.69,14416769.374823
2024-12-17,5305400.0,4530400.0,7983565.92,6334405.28,118.69,14318089.894823
2024-12-18,5305400.0,4530400.0,8076410.42,6509278.720000001,118.69,14585807.834823001
2024-12-19,5305400.0,4530400.0,8001073.74,6632958.64,118.69,14634151.074823
2024-12-20,5305400.0,4530400.0,7990993.4799999995,6893456.640000001,118.69,14884568.814823002
2024-12-23,5305400.0,4530400.0,8123097.9399999995,6759809.84,118.69,14883026.474823
2024-12-24,5305400.0,4530400.0,8232919.720000001,6885301.92,118.69,15118340.334823001
2024-12-25,5305400.0,4530400.0,8322580.9799999995,6915655.6,118.69,15238355.274822999
2024-12-26,5305400.0,4530400.0,8304542.619999999,7040241.600000001,118.69,15344902.914823
2024-12-27,5305400.0,4530400.0,8300298.3,6938307.600000001,118.69,15238724.594823001
2024-12-30,5305400.0,4530400.0,8402692.520000001,6918826.88,118.69,15321638.094823003
2024-12-31,5723500.0,4082300.0,8965862.75,5978120.12,103.14,14944086.009436
2025-01-02,5723500.0,4082300.0,8770119.05,5743796.100000001,103.14,14514018.289436001
2025-01-03,5723500.0,4082300.0,8709449.950000001,5644187.98,103.14,14353741.069436003
2025-01-06,5723500.0,4082300.0,8778704.3,5608671.97,103.14,14387479.409436002
2025-01-07,5723500.0,4082300.0,8835939.3,5871572.09,103.14,14707614.529436002
2025-01-08,5723500.0,4082300.0,8910344.799999999,5884227.22,103.14,14794675.159435999
2025-01-09,5723500.0,4082300.0,8837084.0,5867081.5600000005,103.14,14704268.699436001
2025-01-10,5723500.0,4082300.0,8795302.45,5837280.77,103.14,14632686.359436
2025-01-13,5723500.0,4082300.0,8695713.55,5827483.25,103.14,14523299.939436002
2025-01-14,5723500.0,4082300.0,8813045.3,6026699.49,103.14,14839847.929436002
2025-01-15,5723500.0,4082300.0,8884016.7,6026699.49,103.14,14910819.329436
2025-01-16,5723500.0,4082300.0,8965862.75,5814828.12,103.14,14780794.009436
2025-01-17,5723500.0,4082300.0,8908055.4,5947094.640000001,103.14,14855253.179436002
2025-01-20,5723500.0,4082300.0,8876576.15,5933623.05,103.14,14810302.339436002
2025-01-21,5723500.0,4082300.0,8874859.1,6036088.779999999,103.14,14911051.019436
2025-01-22,5723500.0,4082300.0,8720324.6,6040171.08,103.14,14760598.819436
2025-01-23,5723500.0,4082300.0,8934383.5,5952401.63,103.14,14886888.269436002
2025-01-24,5723500.0,4082300.0,8954988.1,6006696.22,103.14,14961787.459436
2025-01-27,5723500.0,4082300.0,9079760.4,5819726.88,103.14,14899590.419436
2025-02-05,5723500.0,4082300.0,8931521.75,5951176.9399999995,103.14,14882801.829436
2025-02-06,5723500.0,4082300.0,8933811.15,6181826.89,103.14,15115741.179436002
2025-02-07,5723500.0,4082300.0,8905766.0,6205504.23,103.14,15111373.369436001
2025-02-10,5723500.0,4082300.0,8916640.65,6297355.9799999995,103.14,15214099.769436002
2025-02-11,5723500.0,4082300.0,8998486.700000001,6228773.34,103.14,15227363.179436002
2025-02-12,5723500.0,4082300.0,9069458.1,6371653.84,103.14,15441215.079436
2025-02-13,5723500.0,4082300.0,9075753.950000001,6184276.27,103.14,15260133.359436002
2025-02-14,5723500.0,4082300.0,9114101.4,6154067.25,103.14,15268271.789436001
2025-02-17,5723500.0,4082300.0,9087773.3,6257757.67,103.14,15345634.109436002
2025-02-18,5723500.0,4082300.0,9183928.1,6120184.16,103.14,15304215.399436
2025-02-19,5723500.0,4082300.0,9142718.9,6350425.880000001,103.14,15493247.919436002
2025-02-20,5723500.0,4082300.0,9131271.9,6328381.46,103.14,15459756.499436002
2025-02-21,5723500.0,4082300.0,9016229.549999999,6762329.95,103.14,15778662.639436
2025-02-24,5723500.0,4082300.0,8949264.600000001,6814583.39,103.14,15763951.129436001
2025-02-25,5723500.0,4082300.0,8879437.899999999,6850915.859999999,103.14,15730456.899435999
2025-02-26,5723500.0,4082300.0,8924653.549999999,7007267.949999999,103.14,15932024.639436
2025-02-27,5723500.0,4082300.0,9039123.549999999,7020739.54,103.14,16059966.229435999
2025-02-28,5723500.0,4082300.0,8983033.25,6655373.69,103.14,15638510.079436
2025-03-03,5723500.0,4082300.0,8981316.2,6518616.64,103.14,15500035.979435999
2025-03-04,5723500.0,4082300.0,8967007.45,6683133.33,103.14,15650243.919436
2025-03-05,5723500.0,4082300.0,9119824.9,6749674.82,103.14,15869602.859436002
2025-03-06,5723500.0,4082300.0,9069458.1,6975426.010000001,103.14,16044987.249436002
2025-03-07,5723500.0,4082300.0,9081477.45,6872143.82,103.14,15953724.409436
2025-03-10,5723500.0,4082300.0,8999059.05,6877859.04,103.14,15877021.229436003
2025-03-11,5723500.0,4082300.0,9067168.700000001,6853773.470000001,103.14,15921045.309436003
2025-03-12,5723500.0,4082300.0,9041412.950000001,6814991.62,103.14,15856507.709436003
2025-03-13,5723500.0,4082300.0,9090635.05,6612101.31,103.14,15702839.499436002
2025-03-14,5723500.0,4082300.0,9203388.0,6727630.399999999,103.14,15931121.539436001
2025-03-17,5723500.0,4082300.0,9232005.5,6700278.99,103.14,15932387.629436001
2025-03-18,5723500.0,4082300.0,9220558.5,6739469.07,103.14,15960130.709436001
2025-03-19,5723500.0,4082300.0,9347047.85,6634962.1899999995,103.14,15982113.179436
2025-03-20,5723500.0,4082300.0,9296108.700000001,6575768.84,103.14,15871980.679436002
2025-03-21,5723500.0,4082300.0,9184500.45,6396555.87,103.14,15581159.459436
2025-03-24,5723500.0,4082300.0,9264629.45,6456565.68,103.14,15721298.269436
2025-03-25,5723500.0,4082300.0,9305838.649999999,6314909.87,103.14,15620851.659435999
2025-03-26,5723500.0,4082300.0,9171908.75,6330014.38,103.14,15502026.269436002
2025-03-27,5723500.0,4082300.0,9213690.299999999,6421866.13,103.14,15635659.569435999
2025-03-28,5723500.0,4082300.0,9183355.75,6306745.27,103.14,15490204.159436
2025-03-31,5798300.0,4004700.0,9331204.19,6220900.9799999995,46.66,15552151.833592001
2025-04-01,5798300.0,4004700.0,9280179.15,6206884.53,46.66,15487110.343592003
2025-04-02,5798300.0,4004700.0,9362515.01,6186460.56,46.66,15549022.233592
2025-04-03,5798300.0,4004700.0,9387447.7,6143610.2700000005,46.66,15531104.633592002
2025-04-07,5798300.0,4004700.0,8956634.01,5556120.78,46.66,14512801.453592002
2025-04-08,5798300.0,4004700.0,9105650.32,5590160.7299999995,46.66,14695857.713592
2025-04-09,5798300.0,4004700.0,9026213.61,5872091.609999999,46.66,14898351.883592
2025-04-10,5798300.0,4004700.0,9084776.44,5949382.32,46.66,15034205.423592001
2025-04-11,5798300.0,4004700.0,9108549.47,6229711.32,46.66,15338307.453592002
2025-04-14,5798300.0,4004700.0,9163053.49,6240924.48,46.66,15404024.633592002
2025-04-15,5798300.0,4004700.0,9301632.860000001,6183256.8,46.66,15484936.323592003
2025-04-16,5798300.0,4004700.0,9396145.15,6236919.779999999,46.66,15633111.593592001
2025-04-17,5798300.0,4004700.0,9402523.28,6287779.47,46.66,15690349.413592
2025-04-18,5798300.0,4004700.0,9488917.950000001,6221701.92,46.66,15710666.533592002
2025-04-21,5798300.0,4004700.0,9371212.46,6277367.25,46.66,15648626.373592002
2025-04-22,5798300.0,4004700.0,9434413.93,6246931.53,46.66,15681392.123592
2025-04-23,5798300.0,4004700.0,9387447.7,6251737.17,46.66,15639231.533592
2025-04-24,5798300.0,4004700.0,9497035.57,6184858.68,46.66,15681940.913592001
2025-04-25,5798300.0,4004700.0,9460506.28,6164434.71,46.66,15624987.653592002
2025-04-28,5798300.0,4004700.0,9550379.93,6181254.45,46.66,15731681.043592002
2025-04-29,5798300.0,4004700.0,9519069.11,6212491.109999999,46.66,15731606.883592
2025-04-30,5798300.0,4004700.0,9322506.74,6280971.48,46.66,15603524.883592002
2025-05-06,5798300.0,4004700.0,9309170.65,6355458.899999999,46.66,15664676.213592
2025-05-07,5798300.0,4004700.0,9446590.36,6352255.140000001,46.66,15798892.163592001
2025-05-08,5798300.0,4004700.0,9548640.44,6306201.09,46.66,15854888.193592
2025-05-09,5798300.0,4004700.0,9684900.49,6135600.87,46.66,15820548.023592003
2025-05-12,5798300.0,4004700.0,9698816.41,6160830.4799999995,46.66,15859693.553592
2025-05-13,5798300.0,4004700.0,9846673.06,6137603.22,46.66,15984322.943592
2025-05-14,5798300.0,4004700.0,9926109.77,6165636.12,46.66,16091792.553592
2025-05-15,5798300.0,4004700.0,9915093.0,6061914.390000001,46.66,15977054.053592002
2025-05-16,5798300.0,4004700.0,9822900.03,6037485.72,46.66,15860432.413592
2025-05-19,5798300.0,4004700.0,9790429.549999999,6055106.4,46.66,15845582.613592
2025-05-20,5798300.0,4004700.0,9809563.94,6068321.91,46.66,15877932.513592001
2025-05-21,5798300.0,4004700.0,9878563.709999999,6029075.850000001,46.66,15907686.223592002
2025-05-22,5798300.0,4004700.0,9976554.979999999,6009052.35,46.66,15985653.993592
2025-05-23,5798300.0,4004700.0,9880303.2,5912138.609999999,46.66,15792488.473592
2025-05-26,5798300.0,4004700.0,9805505.13,5945377.62,46.66,15750929.413592003
2025-05-27,5798300.0,4004700.0,9858269.66,5888911.35,46.66,15747227.673592001
2025-05-28,5798300.0,4004700.0,9845513.4,5862880.8,46.66,15708440.863592003
2025-05-29,5798300.0,4004700.0,9824059.69,5972609.58,46.66,15796715.933592001
2025-05-30,5798300.0,4004700.0,9886101.5,5895719.34,46.66,15781867.503592001
2025-06-03,5798300.0,4004700.0,10079764.719999999,5965801.59,46.66,16045612.973592
2025-06-04,5798300.0,4004700.0,10085563.02,5970206.76,46.66,16055816.443592
2025-06-05,5798300.0,4004700.0,10016563.25,6097155.75,46.66,16113765.663592001
2025-06-06,5798300.0,4004700.0,10047874.07,6087144.0,46.66,16135064.733592002
2025-06-09,5798300.0,4004700.0,10074546.25,6099959.04,46.66,16174551.953592002
2025-06-10,5798300.0,4004700.0,10124411.63,5970206.76,46.66,16094665.053592002
2025-06-11,5798300.0,4004700.0,10155142.620000001,5956991.25,46.66,16112180.533592002
2025-06-12,5798300.0,4004700.0,10207327.32,5897321.22,46.66,16104695.203592002
2025-06-13,5798300.0,4004700.0,10116294.01,5893716.99,46.66,16010057.663592001
2025-06-16,5798300.0,4004700.0,10247915.42,5888510.88,46.66,16136472.963592
2025-06-17,5798300.0,4004700.0,10228781.03,5841255.42,46.66,16070083.113592
2025-06-18,5798300.0,4004700.0,10319234.51,5900925.45,46.66,16220206.623592
2025-06-19,5798300.0,4004700.0,10304738.76,5910536.7299999995,46.66,16215322.153592002
2025-06-20,5798300.0,4004700.0,10428822.379999999,5875695.84,46.66,16304564.883592
2025-06-23,5798300.0,4004700.0,10557544.64,5906932.5,46.66,16464523.803592002
2025-06-24,5798300.0,4004700.0,10599292.4,6027874.44,46.66,16627213.503592003
2025-06-25,5798300.0,4004700.0,10707140.78,6147214.5,46.66,16854401.943592
2025-06-26,5798300.0,4004700.0,10821367.290000001,6087544.47,46.66,16908958.423592
2025-06-27,5798300.0,4004700.0,10516956.540000001,6089947.29,46.66,16606950.493592001
2025-06-30,5540400.0,4304800.0,10015935.120000001,6676314.319999999,15.7,16692265.136579003
2025-07-01,5540400.0,4304800.0,10168296.12,6614325.2,15.7,16782637.016579002
2025-07-02,5540400.0,4304800.0,10244199.6,6486903.119999999,15.7,16731118.416579
2025-07-03,5540400.0,4304800.0,10239767.280000001,6488625.04,15.7,16728408.016579002
2025-07-04,5540400.0,4304800.0,10429248.96,6492929.84,15.7,16922194.496579003
2025-07-07,5540400.0,4304800.0,10471910.04,6469253.4399999995,15.7,16941179.176579
2025-07-08,5540400.0,4304800.0,10446424.2,6555779.92,15.7,17002219.816579
2025-07-09,5540400.0,4304800.0,10480220.64,6468392.4799999995,15.7,16948628.816579003
2025-07-10,5540400.0,4304800.0,10599339.24,6442133.2,15.7,17041488.136579003
2025-07-11,5540400.0,4304800.0,10413181.799999999,6569124.8,15.7,16982322.296579
2025-07-14,5540400.0,4304800.0,10481328.719999999,6517036.72,15.7,16998381.136579
2025-07-15,5540400.0,4304800.0,10380493.44,6529090.16,15.7,16909599.296579003
2025-07-16,5540400.0,4304800.0,10330075.8,6553197.04,15.7,16883288.536579
2025-07-17,5540400.0,4304800.0,10300711.68,6590218.319999999,15.7,16890945.696579
2025-07-18,5540400.0,4304800.0,10364426.28,6577303.92,15.7,16941745.896579
2025-07-21,5540400.0,4304800.0,10284644.52,6582039.199999999,15.7,16866699.416579
2025-07-22,5540400.0,4304800.0,10182701.16,6610881.36,15.7,16793598.216579
2025-07-23,5540400.0,4304800.0,10222038.0,6684923.92,15.7,16906977.616579004
2025-07-24,5540400.0,4304800.0,10079649.719999999,6761979.84,15.7,16841645.256579
2025-07-25,5540400.0,4304800.0,10061366.4,6957417.760000001,15.7,17018799.856579002
2025-07-28,5540400.0,4304800.0,10068568.92,6941490.0,15.7,17010074.616579004
2025-07-29,5540400.0,4304800.0,9948342.24,7092588.4799999995,15.7,17040946.416579
2025-07-30,5540400.0,4304800.0,10010948.76,7009075.36,15.7,17020039.816579003
2025-07-31,5540400.0,4304800.0,9958314.96,6967749.28,15.7,16926079.936579004
2025-08-01,5540400.0,4304800.0,9982692.72,6860990.24,15.7,16843698.656579003
2025-08-04,5540400.0,4304800.0,10058042.16,6997882.88,15.7,17055940.736579
2025-08-05,5540400.0,4304800.0,10218159.72,6997882.88,15.7,17216058.296579003
2025-08-06,5540400.0,4304800.0,10202092.559999999,7051692.88,15.7,17253801.136579
2025-08-07,5540400.0,4304800.0,10244753.64,7094740.88,15.7,17339510.216579
2025-08-08,5540400.0,4304800.0,10215389.520000001,6960431.12,15.7,17175836.336579002
2025-08-11,5540400.0,4304800.0,10111784.04,7013810.64,15.7,17125610.376579
2025-08-12,5540400.0,4304800.0,10143918.36,7257462.319999999,15.7,17401396.376579
2025-08-13,5540400.0,4304800.0,10035880.559999999,7350015.5200000005,15.7,17385911.776579
2025-08-14,5540400.0,4304800.0,10033664.4,7442999.2,15.7,17476679.296579003
2025-08-15,5540400.0,4304800.0,9887397.84,7586779.52,15.7,17474193.056579
2025-08-18,5540400.0,4304800.0,9920086.2,7730559.84,15.7,17650661.736579
2025-08-19,5540400.0,4304800.0,9931167.0,7642311.44,15.7,17573494.136579003
2025-08-20,5540400.0,4304800.0,9974382.12,8003053.68,15.7,17977451.496579
2025-08-21,5540400.0,4304800.0,10034218.44,7945799.840000001,15.7,17980033.976579003
2025-08-22,5540400.0,4304800.0,10005408.360000001,8741326.88,15.7,18746750.936579004
2025-08-25,5540400.0,4304800.0,10076325.48,9036205.68,15.7,19112546.856579002
2025-08-26,5540400.0,4304800.0,10009286.64,8880371.92,15.7,18889674.256579004
2025-08-27,5540400.0,4304800.0,9827007.48,8956136.399999999,15.7,18783159.576579
2025-08-28,5540400.0,4304800.0,9866898.36,9711198.32,15.7,19578112.376579
2025-08-29,5540400.0,4304800.0,9789886.799999999,9411584.24,15.7,19201486.736579
2025-09-01,5540400.0,4304800.0,9684065.16,9556225.52,15.7,19240306.376579
2025-09-02,5540400.0,4304800.0,9872992.8,9267373.44,15.7,19140381.936579004
2025-09-03,5540400.0,4304800.0,9757198.440000001,9136077.040000001,15.7,18893291.176579006
2025-09-04,5540400.0,4304800.0,9832547.879999999,8421480.24,15.7,18254043.816579
2025-09-05,5540400.0,4304800.0,9737253.0,8709471.360000001,15.7,18446740.056579
2025-09-08,5540400.0,4304800.0,9680740.92,8664270.96,15.7,18345027.576579005
2025-09-09,5540400.0,4304800.0,9762184.8,8438268.959999999,15.7,18200469.456579
2025-09-10,5540400.0,4304800.0,9773265.6,8599268.48,15.7,18372549.776579
2025-09-11,5540400.0,4304800.0,9825345.360000001,9208397.68,15.7,19033758.736579
2025-09-12,5540400.0,4304800.0,9675200.52,9369827.68,15.7,19045043.896579
2025-09-15,5540400.0,4304800.0,9587108.16,9418041.440000001,15.7,19005165.296579003
2025-09-16,5540400.0,4304800.0,9487380.959999999,9566557.040000001,15.7,19053953.696579
2025-09-17,5540400.0,4304800.0,9452476.44,9716364.08,15.7,19168856.216579
2025-09-18,5540400.0,4304800.0,9273521.52,9859283.44,15.7,19132820.656579003
2025-09-19,5540400.0,4304800.0,9279615.96,9708184.959999999,15.7,18987816.616579004
2025-09-22,5540400.0,4304800.0,9186537.24,10180421.52,15.7,19366974.456579
2025-09-23,5540400.0,4304800.0,9328925.52,10241980.16,15.7,19570921.376579
2025-09-24,5540400.0,4304800.0,9300115.440000001,10670307.76,15.7,19970438.896579005
2025-09-25,5540400.0,4304800.0,9238062.959999999,10740906.479999999,15.7,19978985.136579
2025-09-26,5540400.0,4304800.0,9253576.08,10584642.24,15.7,19838234.016579002
2025-09-29,5540400.0,4304800.0,9208144.799999999,10805048.0,15.7,20013208.496579
2025-09-30,7336800.0,3147400.0,12101317.92,8070563.08,105.58,20171986.580407
2025-10-09,7336800.0,3147400.0,12073438.08,8310709.699999999,105.58,20384253.360407002
2025-10-10,7336800.0,3147400.0,12131398.799999999,7754249.379999999,105.58,19885753.760407
2025-10-13,7336800.0,3147400.0,12221641.44,7952535.58,105.58,20174282.600407
2025-10-14,7336800.0,3147400.0,12529053.36,7535819.819999999,105.58,20064978.760407
2025-10-15,7336800.0,3147400.0,12606089.76,7637795.579999999,105.58,20243990.920407
2025-10-16,7336800.0,3147400.0,12785841.36,7563202.2,105.58,20349149.140407
2025-10-17,7336800.0,3147400.0,12746222.64,7244685.32,105.58,19991013.540407002
2025-10-20,7336800.0,3147400.0,12731549.040000001,7275844.58,105.58,20007499.200407002
2025-10-21,7336800.0,3147400.0,12771901.44,7513473.28,105.58,20285480.300407
2025-10-22,7336800.0,3147400.0,12895159.68,7520712.3,105.58,20415977.560407
2025-10-23,7336800.0,3147400.0,12978799.2,7460596.96,105.58,20439501.740407
2025-10-24,7336800.0,3147400.0,12922305.84,7876997.9799999995,105.58,20799409.400407
2025-10-27,7336800.0,3147400.0,12925240.56,8021148.9,105.58,20946495.040407002
2025-10-28,7336800.0,3147400.0,12903963.84,7931762.739999999,105.58,20835832.160407
2025-10-29,7336800.0,3147400.0,12637638.0,7965754.66,105.58,20603498.240407
2025-10-30,7336800.0,3147400.0,12642773.76,7807440.4399999995,105.58,20450319.780407
2025-10-31,7336800.0,3147400.0,12628833.84,7472242.34,105.58,20101181.760407
2025-11-03,7336800.0,3147400.0,12793911.84,7363342.300000001,105.58,20157359.720407
2025-11-04,7336800.0,3147400.0,13058036.64,7311095.460000001,105.58,20369237.680407003
2025-11-05,7336800.0,3147400.0,13056569.280000001,7279936.2,105.58,20336611.060407
2025-11-06,7336800.0,3147400.0,13002276.96,7606006.84,105.58,20608389.380407
2025-11-07,7336800.0,3147400.0,12983934.96,7495533.1,105.58,20479573.640407003
2025-11-10,7336800.0,3147400.0,13067574.479999999,7421254.46,105.58,20488934.520407
2025-11-11,7336800.0,3147400.0,13113062.64,7276474.0600000005,105.58,20389642.280407004
2025-11-12,7336800.0,3147400.0,13175425.440000001,7245944.28,105.58,20421475.300407004
2025-11-13,7336800.0,3147400.0,13168822.32,7360824.379999999,105.58,20529752.280407
2025-11-14,7336800.0,3147400.0,13201837.92,7125398.86,105.58,20327342.360407002
2025-11-17,7336800.0,3147400.0,13030890.48,7114068.22,105.58,20145064.280407
2025-11-18,7336800.0,3147400.0,12995673.84,7191494.26,105.58,20187273.680407003
2025-11-19,7336800.0,3147400.0,13106459.52,7121621.98,105.58,20228187.080407
2025-11-20,7336800.0,3147400.0,13218712.56,7045140.16,105.58,20263958.300407
2025-11-21,7336800.0,3147400.0,13085182.8,6738268.659999999,105.58,19823557.040407002
2025-11-24,7336800.0,3147400.0,12983934.96,6770372.14,105.58,19754412.680407003
2025-11-25,7336800.0,3147400.0,13156349.76,6832375.92,105.58,19988831.260407
2025-11-26,7336800.0,3147400.0,13054368.24,6980303.72,105.58,20034777.540407002
2025-11-27,7336800.0,3147400.0,13123334.16,6984080.6,105.58,20107520.340407
2025-11-28,7336800.0,3147400.0,13016216.88,7085426.88,105.58,20101749.340407003
2025-12-01,7336800.0,3147400.0,13114530.0,7132008.4,105.58,20246643.980407
2025-12-02,7336800.0,3147400.0,13115997.360000001,7019646.220000001,105.58,20135749.160407003
2025-12-03,7336800.0,3147400.0,13001543.28,6977156.32,105.58,19978805.180407003
2025-12-04,7336800.0,3147400.0,12946517.28,7139876.899999999,105.58,20086499.760407
2025-12-05,7336800.0,3147400.0,12871681.92,7118789.32,105.58,19990576.820407003
2025-12-08,7336800.0,3147400.0,12874616.639999999,7320222.92,105.58,20194945.140407
2025-12-09,7336800.0,3147400.0,12865812.48,7288434.180000001,105.58,20154352.240407
2025-12-10,7336800.0,3147400.0,12661849.44,7289063.66,105.58,19951018.680407003
2025-12-11,7336800.0,3147400.0,12702935.52,7163797.14,105.58,19866838.240407
2025-12-12,7336800.0,3147400.0,12668452.559999999,7311095.460000001,105.58,19979653.600407
2025-12-15,7336800.0,3147400.0,12684593.520000001,7072522.54,105.58,19757221.640407003
2025-12-16,7336800.0,3147400.0,12615627.6,6940017.0,105.58,19555750.180407003
2025-12-17,7336800.0,3147400.0,12631768.56,7133267.36,105.58,19765141.500407003
2025-12-18,7336800.0,3147400.0,12882687.120000001,7030976.86,105.58,19913769.560407
2025-12-19,7336800.0,3147400.0,12824726.4,7007371.359999999,105.58,19832203.340407
2025-12-22,7336800.0,3147400.0,12753559.44,7210378.66,105.58,19964043.680407003
2025-12-23,7336800.0,3147400.0,12801982.319999998,7279306.720000001,105.58,20081394.620407
2025-12-24,7336800.0,3147400.0,12763830.96,7372155.02,105.58,20136091.560407
2025-12-25,7336800.0,3147400.0,12756494.16,7385688.84,105.58,20142288.580407
2025-12-26,7336800.0,3147400.0,12712473.36,7326832.46,105.58,20039411.400407
2025-12-29,7336800.0,3147400.0,12841601.04,7358935.9399999995,105.58,20200642.560406998
2025-12-30,7336800.0,3147400.0,12824726.4,7464059.100000001,105.58,20288891.080407
2025-12-31,6928500.0,3452100.0,12124875.0,8082056.5200000005,125.57,20207057.093815003
2026-01-05,6928500.0,3452100.0,12082611.15,8468691.719999999,125.57,20551428.443815
2026-01-06,6928500.0,3452100.0,12144967.649999999,8627143.11,125.57,20772236.333815
2026-01-07,6928500.0,3452100.0,12059054.25,8847732.3,125.57,20906912.123815
2026-01-08,6928500.0,3452100.0,11948891.1,8911250.94,125.57,20860267.613815002
2026-01-09,6928500.0,3452100.0,11897620.200000001,8991684.87,125.57,20889430.643815003
2026-01-12,6928500.0,3452100.0,11937805.5,9099045.18,125.57,21036976.253815003
2026-01-13,6928500.0,3452100.0,12011940.45,8745204.93,125.57,20757270.953815
2026-01-14,6928500.0,3452100.0,11800621.200000001,8971662.69,125.57,20772409.463815004
2026-01-15,6928500.0,3452100.0,11719557.75,9113544.0,125.57,20833227.323815003
2026-01-16,6928500.0,3452100.0,11593459.05,9384533.85,125.57,20978118.473815
2026-01-19,6928500.0,3452100.0,11526945.45,9310658.91,125.57,20837729.933815002
2026-01-20,6928500.0,3452100.0,11614937.399999999,9231260.610000001,125.57,20846323.583815
2026-01-21,6928500.0,3452100.0,11432025.0,9619276.65,125.57,21051427.223815
2026-01-22,6928500.0,3452100.0,11384911.2,9612027.24,125.57,20997064.013815
2026-01-23,6928500.0,3452100.0,11287219.35,9610301.19,125.57,20897646.113815002
2026-01-26,6928500.0,3452100.0,11329483.2,9452885.43,125.57,20782494.203815
2026-01-27,6928500.0,3452100.0,11316319.05,9730779.48,125.57,21047224.103815004
2026-01-28,6928500.0,3452100.0,11246341.2,9808106.520000001,125.57,21054573.293815
2026-01-29,6928500.0,3452100.0,11421632.25,9407662.92,125.57,20829420.743815
2026-01-30,6928500.0,3452100.0,11377982.700000001,9547127.76,125.57,20925236.033815004
