date,bank_shares,chip_shares,bank_value,chip_value,cash,total_value
2026-02-02,6928500.0,3452100.0,11394611.1,9060036.45,125.57,20454773.123815
2026-02-03,6928500.0,3452100.0,11302462.049999999,9190180.62,125.57,20492768.243814997
2026-02-04,6928500.0,3452100.0,11461817.55,8987887.56,125.57,20449830.683815002
2026-02-05,6928500.0,3452100.0,11650965.6,8858088.6,125.57,20509179.773815
2026-02-06,6928500.0,3452100.0,11617708.8,8760394.17,125.57,20378228.543815
2026-02-09,6928500.0,3452100.0,11659279.8,9074535.27,125.57,20733940.643815003
2026-02-10,6928500.0,3452100.0,11689765.200000001,9180169.53,125.57,20870060.303815
2026-02-11,6928500.0,3452100.0,11713322.100000001,9040359.479999999,125.57,20753807.153815
2026-02-12,6928500.0,3452100.0,11551195.2,9255770.52,125.57,20807091.293815
2026-02-13,6928500.0,3452100.0,11471517.45,9236093.55,125.57,20707736.573815003
2026-02-24,6928500.0,3452100.0,11442417.75,9200536.92,125.57,20643080.243815
2026-02-25,6928500.0,3452100.0,11387682.6,9280280.43,125.57,20668088.603815
2026-02-26,6928500.0,3452100.0,11363432.85,9411805.44,125.57,20775363.863815002
2026-02-27,6928500.0,3452100.0,11360661.45,9376939.23,125.57,20737726.253815003
2026-03-02,6928500.0,3452100.0,11425096.5,9243342.959999999,125.57,20668565.033815
2026-03-03,6928500.0,3452100.0,11541495.299999999,8704815.36,125.57,20246436.233815
2026-03-04,6928500.0,3452100.0,11418168.0,8665461.42,125.57,20083754.993815
2026-03-05,6928500.0,3452100.0,11522095.5,8837376.0,125.57,20359597.073815003
2026-03-06,6928500.0,3452100.0,11540802.45,8855672.13,125.57,20396600.153815
2026-03-09,6928500.0,3452100.0,11465974.65,8679615.03,125.57,20145715.253815003
2026-03-10,6928500.0,3452100.0,11490224.4,8912286.57,125.57,20402636.543815
2026-03-11,6928500.0,3452100.0,11592073.35,8766953.16,125.57,20359152.083815
2026-03-12,6928500.0,3452100.0,11662744.05,8649926.97,125.57,20312796.593815003
2026-03-13,6928500.0,3452100.0,11709165.0,8514949.860000001,125.57,20224240.433815002
2026-03-16,6928500.0,3452100.0,11754200.25,8698946.79,125.57,20453272.613815002
2026-03-17,6928500.0,3452100.0,11851199.25,8439694.08,125.57,20291018.903815
2026-03-18,6928500.0,3452100.0,11802006.9,8622310.17,125.57,20424442.643815003
2026-03-19,6928500.0,3452100.0,11778450.0,8406553.92,125.57,20185129.493815
2026-03-20,6928500.0,3452100.0,11745886.05,8318525.37,125.57,20064536.993815
2026-03-23,6928500.0,3452100.0,11362047.149999999,7910487.15,125.57,19272659.873815
2026-03-24,6928500.0,3452100.0,11600387.549999999,8114506.26,125.57,19715019.383814998
2026-03-25,6928500.0,3452100.0,11675215.35,8321632.260000001,125.57,19996973.183815002
2026-03-26,6928500.0,3452100.0,11718864.9,8155931.46,125.57,19874921.933815002
2026-03-27,6928500.0,3452100.0,11660665.5,8221866.569999999,125.57,19882657.643815
2026-03-30,6928500.0,3452100.0,11717479.200000001,8184583.89,125.57,19902188.663815003
2026-03-31,6944600.0,3440100.0,11821098.12,7880925.090000001,166.38,19702189.594949
2026-04-01,6944600.0,3440100.0,11835681.78,8172989.58,166.38,20008837.744948998
2026-04-02,6944600.0,3440100.0,11897488.72,7925990.399999999,166.38,19823645.504949
2026-04-03,6944600.0,3440100.0,11762069.02,7953511.199999999,166.38,19715746.604948997
2026-04-07,6944600.0,3440100.0,11653038.799999999,8114507.88,166.38,19767713.064949
2026-04-08,6944600.0,3440100.0,11748874.28,8643595.26,166.38,20392635.924948998
2026-04-09,6944600.0,3440100.0,11649566.5,8667331.95,166.38,20317064.834949
2026-04-10,6944600.0,3440100.0,11635677.3,8832112.74,166.38,20467956.424949
2026-04-13,6944600.0,3440100.0,11637760.68,8906418.9,166.38,20544345.964949
2026-04-14,6944600.0,3440100.0,11738457.379999999,9116265.0,166.38,20854888.764949
2026-04-15,6944600.0,3440100.0,11862765.719999999,9106288.71,166.38,20969220.814949
2026-04-16,6944600.0,3440100.0,11826653.8,9207083.64,166.38,21033903.824949004
2026-04-17,6944600.0,3440100.0,11779430.52,9293086.14,166.38,21072683.044949003
2026-04-20,6944600.0,3440100.0,11901655.48,9441010.440000001,166.38,21342832.304949
2026-04-21,6944600.0,3440100.0,11944712.0,9323703.030000001,166.38,21268581.414949
2026-04-22,6944600.0,3440100.0,11864154.639999999,9557629.83,166.38,21421950.854948997
2026-04-23,6944600.0,3440100.0,11905822.24,9413833.65,166.38,21319822.274949
2026-04-24,6944600.0,3440100.0,11871793.7,9654984.66,166.38,21526944.744948998
2026-04-27,6944600.0,3440100.0,11830126.1,10096349.49,166.38,21926641.974949002
2026-04-28,6944600.0,3440100.0,11877349.379999999,9953929.35,166.38,21831445.114949
2026-04-29,6944600.0,3440100.0,11834987.32,9976634.01,166.38,21811787.714949
2026-04-30,6944600.0,3440100.0,11751652.12,10611332.46,166.38,22363150.964949
2026-05-06,6944600.0,3440100.0,11651649.879999999,11238118.68,166.38,22889934.944949
2026-05-07,6944600.0,3440100.0,11615537.96,11462757.21,166.38,23078461.554949
2026-05-08,6944600.0,3440100.0,11607898.9,11140763.85,166.38,22748829.134949
2026-05-11,6944600.0,3440100.0,11607204.44,11782686.51,166.38,23390057.334949
2026-05-12,6944600.0,3440100.0,11580120.5,11931986.85,166.38,23512273.734949
2026-05-13,6944600.0,3440100.0,11559981.16,12264300.51,166.38,23824448.054949
2026-05-14,6944600.0,3440100.0,11587759.56,11999068.8,166.38,23586994.744949
2026-05-15,6944600.0,3440100.0,11537758.44,11799543.0,166.38,23337467.824949
2026-05-18,6944600.0,3440100.0,11431506.059999999,11878321.290000001,166.38,23309993.734949
2026-05-19,6944600.0,3440100.0,11472479.2,12356151.18,166.38,23828796.764949
2026-05-20,6944600.0,3440100.0,11371782.5,12935808.03,166.38,24307756.914949
2026-05-21,6944600.0,3440100.0,11396783.06,12281501.01,166.38,23678450.454949
2026-05-22,6944600.0,3440100.0,11377338.18,12522996.03,166.38,23900500.594949
2026-05-25,6944600.0,3440100.0,11376643.72,13407789.75,166.38,24784599.854949
2026-05-26,6944600.0,3440100.0,11399560.9,13116413.280000001,166.38,24516140.564949002
2026-05-27,6944600.0,3440100.0,11364143.440000001,12754858.77,166.38,24119168.594949
2026-05-28,6944600.0,3440100.0,11291225.139999999,13068251.879999999,166.38,24359643.404949
2026-05-29,6944600.0,3440100.0,11494007.46,12352711.08,166.38,23846884.924949
2026-06-01,6944600.0,3440100.0,11627343.78,11585912.790000001,166.38,23213422.954949
2026-06-02,6944600.0,3440100.0,11698873.16,11861808.81,166.38,23560848.354949
2026-06-03,6944600.0,3440100.0,11590537.4,12277028.88,166.38,23867732.664949
2026-06-04,6944600.0,3440100.0,11465534.6,12468986.46,166.38,23934687.444949
2026-06-05,6944600.0,3440100.0,11614149.040000001,11863184.85,166.38,23477500.274949
2026-06-08,6944600.0,3440100.0,11686372.88,11355426.09,166.38,23041965.354949
2026-06-09,6944600.0,3440100.0,11749568.74,11968451.91,166.38,23718187.034949
2026-06-10,6944600.0,3440100.0,11936378.48,11957787.6,166.38,23894332.464949
2026-06-11,6944600.0,3440100.0,11900961.02,12153529.290000001,166.38,24054656.694949
2026-06-12,6944600.0,3440100.0,12074576.02,11995972.709999999,166.38,24070715.114949
2026-06-15,6944600.0,3440100.0,11894016.42,12724585.89,166.38,24618768.694949
2026-06-16,6944600.0,3440100.0,11746790.9,12854277.66,166.38,24601234.944949
2026-06-17,6944600.0,3440100.0,11639844.059999999,13586674.95,166.38,25226685.394948997
2026-06-18,6944600.0,3440100.0,11339142.88,14172523.979999999,166.38,25511833.244948998
2026-06-22,6944600.0,3440100.0,11425950.38,14523758.19,166.38,25949874.954949
2026-06-23,6944600.0,3440100.0,11546091.96,14355537.3,166.38,25901795.644949004
2026-06-24,6944600.0,3440100.0,11262057.82,15015692.489999998,166.38,26277916.694949
2026-06-25,6944600.0,3440100.0,11164138.959999999,15624590.19,166.38,26788895.534948997
2026-06-26,6944600.0,3440100.0,11071081.32,15424032.36,166.38,26495280.064949
2026-06-29,6944600.0,3440100.0,11121776.9,16177414.260000002,166.38,27299357.544949003
2026-06-30,10633200.0,2262000.0,16630324.8,11092395.600000001,32.22,27722752.623795003
2026-07-01,10633200.0,2262000.0,16746226.68,10791549.600000001,32.22,27537808.503795005
2026-07-02,10633200.0,2262000.0,16946130.84,9870915.600000001,32.22,26817078.663795
2026-07-03,10633200.0,2262000.0,16938687.6,9792650.4,32.22,26731370.223795004
2026-07-06,10633200.0,2262000.0,17258746.919999998,9896702.4,32.22,27155481.543794997
2026-07-07,10633200.0,2262000.0,17283203.28,9940811.4,32.22,27224046.903795004
2026-07-08,10633200.0,2262000.0,17443764.6,10062507.0,32.22,27506303.823795006
2026-07-09,10633200.0,2262000.0,17291709.84,10955092.2,32.22,28246834.263795
2026-07-10,10633200.0,2262000.0,17411865.0,10198227.0,32.22,27610124.223795004
2026-07-13,10633200.0,2262000.0,17730861.0,9815496.6,32.22,27546389.823795006
2026-07-14,10633200.0,2262000.0,17757444.0,9915250.8,32.22,27672727.023795005
2026-07-15,10633200.0,2262000.0,17963728.080000002,9383680.799999999,32.22,27347441.103795
2026-07-16,10633200.0,2262000.0,17804230.080000002,8908208.4,32.22,26712470.703795
2026-07-17,10633200.0,2262000.0,17952031.56,8171475.0,32.22,26123538.783795
2026-07-20,10633200.0,2262000.0,18365663.04,8006122.8,32.22,26371818.063795004
2026-07-21,10633200.0,2262000.0,17972234.64,9071524.799999999,32.22,27043791.663795
2026-07-22,10633200.0,2262000.0,18175328.76,8879481.0,32.22,27054841.983795002
2026-07-23,10633200.0,2262000.0,18276344.16,8485214.4,32.22,26761590.783795
2026-07-24,10633200.0,2262000.0,18331636.8,8542216.8,32.22,26873885.823795002
2026-07-27,10633200.0,2262000.0,18341206.68,8647399.8,32.22,26988638.703795005
2026-07-28,10633200.0,2262000.0,18613416.599999998,7999336.8,32.22,26612785.623795
2026-07-29,10633200.0,2262000.0,18638936.279999997,7892796.600000001,32.22,26531765.103795
2026-07-30,10633200.0,2262000.0,19116366.96,7341773.399999999,32.22,26458172.583795004
2026-07-31,10633200.0,2262000.0,18856916.880000003,7579283.399999999,32.22,26436232.503795005
2026-08-03,10633200.0,2262000.0,18955805.64,7079155.2,32.22,26034993.063795004
2026-08-04,10633200.0,2262000.0,18448602.0,7456456.800000001,32.22,25905091.023795005
2026-08-05,10633200.0,2262000.0,18244444.56,7915869.0,32.22,26160345.783795
2026-08-06,10633200.0,2262000.0,18303990.48,8012908.800000001,32.22,26316931.503795
2026-08-07,10633200.0,2262000.0,18188088.599999998,8269419.600000001,32.22,26457540.423795
2026-08-10,10633200.0,2262000.0,18263584.32,8254490.4,32.22,26518106.943795003
2026-08-11,10633200.0,2262000.0,18259331.04,8111984.399999999,32.22,26371347.663795
2026-08-12,10633200.0,2262000.0,18194468.52,8282313.0,32.22,26476813.743795
2026-08-13,10633200.0,2262000.0,18280597.44,8187309.0,32.22,26467938.663795
2026-08-14,10633200.0,2262000.0,18174265.44,8222596.2,32.22,26396893.863795
2026-08-17,10633200.0,2262000.0,18135985.92,8638578.0,32.22,26774596.143795006
2026-08-18,10633200.0,2262000.0,18248697.84,8654864.4,32.22,26903594.463795
2026-08-19,10633200.0,2262000.0,18571947.12,7994586.6,32.22,26566565.943795003
2026-08-20,10633200.0,2262000.0,18645316.2,7950477.600000001,32.22,26595826.023795
2026-08-21,10633200.0,2262000.0,18591086.88,7960656.6,32.22,26551775.703795
2026-08-24,10633200.0,2262000.0,18835650.48,7701431.4,32.22,26537114.103795
2026-08-25,10633200.0,2262000.0,18716558.64,7671573.0,32.22,26388163.863795005
2026-08-26,10633200.0,2262000.0,18861170.16,7803900.0,32.22,26665102.383795
2026-08-27,10633200.0,2262000.0,18668709.240000002,8158129.199999999,32.22,26826870.663795006
2026-08-28,10633200.0,2262000.0,18574073.759999998,7961335.2,32.22,26535441.183795
2026-08-31,10633200.0,2262000.0,18879246.6,8114020.2,32.22,26993299.023795005
2026-09-01,10633200.0,2262000.0,19233332.16,7875153.0,32.22,27108517.383795
2026-09-02,10633200.0,2262000.0,19240775.400000002,7737397.199999999,32.22,26978204.823795002
2026-09-03,10633200.0,2262000.0,19144013.28,7700074.2,32.22,26844119.703795005
2026-09-04,10633200.0,2262000.0,19314144.48,7480207.800000001,32.22,26794384.503795
2026-09-07,10633200.0,2262000.0,19033428.0,7726539.6,32.22,26759999.823795006
2026-09-08,10633200.0,2262000.0,19102543.8,7600320.0,32.22,26702896.023795
2026-09-09,10633200.0,2262000.0,19139760.0,7553496.600000001,32.22,26693288.823795006
2026-09-10,10633200.0,2262000.0,19433236.32,7505994.6,32.22,26939263.143795006
2026-09-11,8822700.0,3266400.0,16048491.299999999,10693866.959999999,237.18,26742595.442397
