date,策略净值,银行ETF基准净值,芯片ETF基准净值
2023-02-07,13933.63,13536.812933025403,14600.240577385726
2023-02-08,13851.64,13511.593533487297,14432.137129109862
2023-02-09,14146.66,13562.032332563509,15096.732157177225
2023-02-10,14105.189999999999,13546.420323325634,15015.938251804333
2023-02-13,14098.21,13443.140877598153,15151.463512429831
2023-02-14,14110.919999999998,13497.182448036949,15103.247794707297
2023-02-15,14141.27,13373.487297921478,15362.57016840417
2023-02-16,13962.8,13353.07159353349,14945.569366479549
2023-02-17,13722.29,13246.189376443419,14501.20288692863
2023-02-20,13984.489999999998,13592.055427251731,14645.850040096228
2023-02-21,13954.01,13606.466512702078,14548.115477145147
2023-02-22,13923.869999999999,13507.990762124711,14618.484362469928
2023-02-23,13897.499999999998,13518.799076212468,14536.387329591018
2023-02-24,13844.52,13410.715935334872,14563.753007217321
2023-02-27,13722.269999999999,13344.665127020784,14355.252606255011
2023-02-28,13763.34,13393.903002309467,14385.224538893346
2023-03-01,13920.119999999999,13550.023094688224,14546.812349639134
2023-03-02,13897.079999999998,13588.452655889147,14432.137129109862
2023-03-03,14112.350000000002,13700.13856812933,14806.134723336008
2023-03-06,14089.029999999999,13493.579676674364,15053.728949478747
2023-03-07,13946.84,13501.986143187067,14684.943865276664
2023-03-08,13972.259999999998,13422.725173210161,14866.07858861267
2023-03-09,14009.829999999998,13344.665127020784,15075.882117080993
2023-03-10,13889.669999999998,13166.928406466513,15038.091419406575
2023-03-13,13910.589999999998,13200.554272517318,15040.697674418603
2023-03-14,14047.75,13104.480369515011,15526.764234161987
2023-03-15,14120.169999999998,13226.974595842956,15526.764234161987
2023-03-16,14071.589999999998,13248.591224018475,15372.995188452285
2023-03-17,14283.45,13226.974595842956,15935.946271050523
2023-03-20,14431.53,13193.348729792147,16356.856455493184
2023-03-21,14401.91,13157.32101616628,16336.006415396952
2023-03-22,14554.079999999998,13281.016166281755,16534.081796311148
2023-03-23,14845.629999999997,13368.683602771362,17134.8235765838
2023-03-24,14672.599999999999,13228.175519630484,16909.382518043305
2023-03-27,14510.22,13105.68129330254,16683.941459502807
2023-03-28,14352.75,13162.124711316399,16205.693664795508
2023-03-29,14595.509999999998,13118.89145496536,16878.107457898957
2023-03-30,14695.94,13211.362586605082,16992.782678428226
2023-03-31,14745.369999999999,13150.115473441108,17236.467522052924
2023-04-03,15079.019999999999,13169.33025404157,18165.597433841216
2023-04-04,15264.82,13250.993071593533,18546.110665597433
2023-04-06,15456.269999999999,13205.357967667436,19188.552526062547
2023-04-07,15621.369999999999,13243.787528868359,19592.522052927026
2023-04-10,15370.419999999998,13279.815242494224,18796.311146752203
2023-04-11,15266.42,13242.58660508083,18566.960705693662
2023-04-12,15424.67,13293.025404157044,18927.927024859662
2023-04-13,15277.12,13405.912240184758,18282.878909382518
2023-04-14,15694.72,13459.953810623558,19387.93103448276
2023-04-17,15841.619999999999,13706.143187066973,19338.41218925421
2023-04-18,15795.419999999998,13850.254041570439,18926.623897353646
2023-04-19,15905.82,13832.240184757504,19281.074578989577
2023-04-20,16185.369999999999,13809.422632794456,20134.623095429026
2023-04-21,15677.42,13646.09699769053,18978.748997594223
2023-04-24,15456.669999999998,13535.612009237875,18552.626303127505
2023-04-25,15500.17,13758.983833718245,18247.694466720128
2023-04-26,15207.07,13647.29792147806,17614.37449879711
2023-04-27,15202.07,13631.685912240186,17630.012028869285
2023-04-28,15485.22,13770.993071593533,18181.234963913394
2023-05-04,15497.369999999999,14127.667436489606,17528.36808340016
2023-05-05,15508.57,14284.988452655889,17257.317562149157
2023-05-08,15913.619999999999,14873.441108545034,17295.108259823573
2023-05-09,15623.32,14717.321016166281,16755.6134723336
2023-05-10,15240.419999999998,14268.175519630482,16513.231756214915
2023-05-11,15249.12,14228.545034642035,16614.875701684043
2023-05-12,15115.719999999998,14101.247113163972,16474.137931034482
2023-05-15,15233.169999999998,14241.755196304848,16543.20368885325
2023-05-16,15235.469999999998,14214.133949191686,16603.14755412991
2023-05-17,15207.720000000001,14109.653579676675,16724.338412189256
2023-05-18,15375.069999999998,14245.357967667434,16947.17321571772
2023-05-19,15339.07,14061.616628175521,17197.373696872495
2023-05-22,15288.369999999999,14097.644341801384,16981.0545308741
2023-05-23,14997.02,13851.454965357967,16612.26944667201
2023-05-24,14788.720000000001,13553.625866050808,16583.600641539695
2023-05-25,14859.369999999999,13510.39260969977,16871.591820368885
2023-05-26,15108.57,13630.484988452657,17361.56776263031
2023-05-29,15229.62,13673.718244803697,17628.708901363272
2023-05-30,15249.220000000001,13600.461893764434,17826.784282277466
2023-05-31,15303.77,13523.60277136259,18133.01924619086
2023-06-01,15154.22,13476.766743648961,17790.29671210906
2023-06-02,15200.569999999998,13638.891454965356,17611.76824378508
2023-06-05,15301.269999999997,13737.367205542725,17713.41218925421
2023-06-06,15102.170000000002,13718.152424942265,17173.917401764233
2023-06-07,15157.32,13828.63741339492,17120.489174017643
2023-06-08,15193.32,14088.036951501155,16724.338412189256
2023-06-09,15247.02,14015.981524249424,17018.845228548515
2023-06-12,15104.97,13846.651270207853,16934.141940657577
2023-06-13,15333.019999999999,13880.277136258659,17529.671210906174
2023-06-14,15217.419999999998,13679.72286374134,17581.79631114675
2023-06-15,15168.169999999998,13757.782909930716,17288.592622293505
2023-06-16,15197.27,13721.755196304852,17442.361668003206
2023-06-19,15127.869999999999,13571.639722863743,17530.974338412187
2023-06-20,15061.869999999999,13499.584295612009,17478.84923817161
2023-06-21,14761.32,13493.579676674364,16620.0882117081
2023-06-26,14531.619999999999,13301.431870669745,16325.581395348834
2023-06-27,14566.720000000001,13431.131639722864,16177.024859663194
2023-06-28,14610.32,13458.752886836026,16250.0
2023-06-29,14516.37,13381.89376443418,16126.20288692863
2023-06-30,14606.07,13477.96766743649,16230.453087409785
2023-07-03,14808.23,13704.942263279445,16385.5252606255
2023-07-04,14856.13,13586.050808314087,16739.975942261426
2023-07-05,14730.71,13517.59815242494,16510.625501202885
2023-07-06,14665.11,13409.515011547344,16523.65677626303
2023-07-07,14587.510000000002,13408.314087759814,16306.034482758621
2023-07-10,14581.11,13411.9168591224,16281.275060144346
2023-07-11,14771.810000000001,13504.387990762127,16651.363271852446
2023-07-12,14639.79,13559.630484988451,16175.721732157177
2023-07-13,14863.730000000001,13745.773672055428,16467.622293504413
2023-07-14,14870.77,13772.193995381062,16438.95348837209
2023-07-17,14757.39,13710.946882217087,16230.453087409785
2023-07-18,14689.95,13658.10623556582,16136.627906976744
2023-07-19,14658.43,13719.353348729794,15934.643143544508
2023-07-20,14577.970000000001,13750.577367205542,15649.258219727346
2023-07-21,14525.369999999999,13763.787528868359,15475.942261427426
2023-07-24,14465.25,13707.344110854503,15409.482758620688
2023-07-25,14774.850000000002,14082.032332563513,15597.133119486767
2023-07-26,14775.41,14077.228637413395,15607.558139534882
2023-07-27,14756.449999999999,14192.517321016167,15341.72012830794
2023-07-28,15055.89,14618.845265588916,15405.573376102644
2023-07-31,15172.03,14735.334872979214,15520.248596631918
2023-08-01,15112.05,14650.069284064664,15507.217321571772
2023-08-02,14953.030000000002,14372.655889145497,15567.161186848436
2023-08-03,15085.429999999998,14558.79907621247,15599.739374498797
2023-08-04,15129.97,14606.836027713623,15637.530072173213
2023-08-07,15018.230000000001,14472.332563510394,15568.46431435445
2023-08-08,14958.95,14408.683602771362,15517.642341619887
2023-08-09,14914.23,14441.108545034642,15331.295108259825
2023-08-10,14917.369999999999,14433.903002309467,15353.448275862067
2023-08-11,14617.029999999999,14161.293302540415,15004.210104250198
2023-08-14,14448.329999999998,13978.752886836028,14862.169206094628
2023-08-15,14447.79,14137.274826789837,14568.96551724138
2023-08-16,14330.25,14115.658198614317,14275.76182838813
2023-08-17,14308.49,14006.37413394919,14415.196471531675
2023-08-18,14332.529999999999,14072.424942263278,14361.768243785084
2023-08-21,14124.47,13852.655889145495,14176.724137931036
2023-08-22,14305.09,14003.972286374132,14409.983961507616
2023-08-23,14149.63,13964.34180138568,14042.502004811548
2023-08-24,14166.75,13904.295612009235,14201.48356054531
2023-08-25,14112.050000000001,14018.38337182448,13836.607858861269
2023-08-28,14284.789999999999,14233.34872979215,13930.433039294307
2023-08-29,14380.830000000002,14044.803695150114,14549.418604651162
2023-08-30,14464.309999999998,13885.080831408775,15079.791499599036
2023-08-31,14513.330000000002,13839.445727482678,15302.626303127503
2023-09-01,14557.550000000001,13969.145496535795,15189.254210104249
2023-09-04,14754.810000000001,14238.152424942264,15253.107457898957
2023-09-05,14606.09,14073.625866050807,15134.522854851642
2023-09-06,14788.130000000001,14118.060046189375,15568.46431435445
2023-09-07,14498.27,14071.22401847575,14833.500400962308
2023-09-08,14530.17,14030.392609699767,14998.99759422614
2023-09-11,14546.31,14061.616628175521,14987.269446672011
2023-09-12,14463.55,14037.598152424944,14797.012830793905
2023-09-13,14419.11,14040.000000000002,14666.70008019246
