date,FAPP,DIV_bench,NDX_bench,BOND_bench,GOLD_bench
2020-11-10,13882157.317874571,13771000.0,17222707.423580784,10474254.484518413,14074552.27984602
2020-11-11,13983385.52337457,13842000.000000002,17663755.458515283,10470826.827131812,14060827.774191236
2020-11-12,13967967.144774571,13904000.0,17606986.89956332,10456259.283238756,13994012.863735266
2020-11-13,13977186.30307457,13771000.0,17786026.200873364,10446833.225425601,14046739.832149778
2020-11-16,14078646.23097457,14104000.000000002,17838427.947598252,10452165.136915868,14048547.449967723
2020-11-17,14059062.78667457,14144000.000000002,17711790.3930131,10441310.888524964,14040963.106424695
2020-11-18,14022553.29997457,14221000.0,17550218.340611354,10418840.690101687,13966200.416039024
2020-11-19,13995911.60887457,14129000.0,17655021.834061135,10406367.825722663,13888912.799177488
2020-11-20,14010815.06717457,14185000.000000002,17615720.524017468,10414651.33107362,13909504.33971738
2020-11-23,14070797.18527457,14406000.000000002,17593886.462882094,10441406.101230148,13894689.524902565
2020-11-24,14031234.33317457,14329000.0,17868995.63318777,10434741.211867308,13599626.999497885
2020-11-25,13953780.31387457,14119000.0,17965065.502183408,10439311.421716113,13425913.970781628
2020-11-26,13960560.46257457,14135000.0,17969432.31441048,10434550.786456944,13439275.040049734
2020-11-27,14006704.64417457,14240000.0,18122270.74235808,10430647.065544425,13394859.287951605
2020-11-30,13928230.46447457,14120000.0,18144104.80349345,10461972.045549756,13140960.715395834
2020-12-01,14048143.28807457,14276000.0,18454148.47161572,10450451.308222568,13228721.038662938
2020-12-02,14077882.58957457,14289000.0,18371179.03930131,10439025.783600561,13421581.426487818
2020-12-03,14077868.01987457,14131000.0,18384279.475982532,10443215.14262863,13580852.640891377
2020-12-04,14086914.62037457,14093000.0,18449781.659388643,10452450.775031421,13594577.14654616
2020-12-07,14040461.19347457,13902000.000000002,18510917.030567683,10451213.009864036,13565320.517418647
2020-12-08,14085126.14977457,13883000.0,18554585.152838424,10464828.426705258,13718088.13332377
2020-12-09,13937241.34527457,13697000.0,18152838.427947596,10458830.026278706,13646213.805800637
2020-12-10,13928061.63427457,13687000.0,18253275.109170303,10465018.852115626,13528479.544748107
2020-12-11,13895019.08807457,13634000.0,18196506.55021834,10438835.358190197,13532094.780384
2020-12-14,13885602.80657457,13547000.0,18310043.66812227,10440739.612293864,13494173.062668867
2020-12-15,13950809.519474572,13512000.0,18528384.279475983,10452069.924210688,13610463.142290128
2020-12-16,13966415.692074569,13454000.0,18611353.71179039,10453022.05126252,13670774.454247663
2020-12-17,14039030.04067457,13537999.999999998,18733624.45414847,10450736.946338119,13782731.989575114
2020-12-18,14068626.05107457,13626000.0,18698689.95633188,10445785.885668581,13843406.737919329
2020-12-21,14114649.98937457,13608000.0,18685589.519650653,10463685.874243058,14041316.978695933
2020-12-22,13996557.484974569,13307000.0,18694323.1441048,10491964.047682522,13838710.75723884
2020-12-23,13984613.317874571,13306000.0,18641921.397379912,10494630.003427656,13829328.359993305
2020-12-24,13964466.802674571,13212000.0,18672489.08296943,10483014.053395286,13840881.811443467
2020-12-25,14008369.00577457,13297000.000000002,18663755.458515283,10505769.889934111,13905162.231308132
2020-12-28,14029092.33057457,13253000.0,18829694.323144104,10520432.646532351,13884580.254883679
2020-12-29,14020153.44537457,13197000.000000002,18895196.50655022,10526526.259664088,13847739.282213138
2020-12-30,14030411.93437457,13237000.000000002,18860262.008733623,10551948.05194805,13839801.066398872
2020-12-31,14050080.478692649,13305000.0,18903930.131004363,10535571.46665651,13834378.212945031
2021-01-04,14046856.148692649,13216000.000000002,18659388.64628821,10522527.326046385,14110302.943356527
2021-01-05,14074263.277092649,13208000.0,18637554.58515284,10543474.12118673,14215039.57152763
2021-01-06,14046773.24149265,13324000.0,18331877.729257643,10548329.969151082,14203476.555962032
2021-01-07,14116545.49269265,13329000.0,18790393.013100438,10558612.941310888,14124027.44901131
2021-01-08,14149241.05509265,13368000.0,19056768.558951963,10544997.524469666,14035186.380699616
2021-01-11,13961471.117092649,13244000.0,18777292.576419212,10532524.66009064,13645496.497142721
2021-01-12,13992211.715492649,13251000.0,18772925.76419214,10541855.505198611,13750233.125313822
2021-01-13,13994945.163092649,13234999.999999998,18834061.13537118,10566610.808546294,13700394.519761857
2021-01-14,13956214.955092648,13214000.0,18764192.13973799,10579178.885630498,13604322.980178371
2021-01-15,13951076.44869265,13291000.0,18593886.462882098,10554518.794988,13661028.620615453
2021-01-18,13975166.691492649,13385000.0,18650655.02183406,10542426.781429715,13632498.864261294
2021-01-19,14069287.889492648,13516000.0,18938864.62882096,10551852.839242866,13643688.879324773
2021-01-20,14132012.34669265,13385000.0,19366812.227074236,10557089.538027953,13706888.55414485
2021-01-21,14185853.35309265,13385000.0,19484716.15720524,10578607.609399397,13804404.275159603
2021-01-22,14101492.410692649,13161000.0,19401746.724890828,10586605.4766348,13755282.978265548
2021-01-25,14085392.395492649,13012999.999999998,19633187.772925768,10583177.8192482,13680893.288381992
2021-01-26,14084415.728692649,12979000.0,19650655.02183406,10559755.493773088,13730368.457547285
2021-01-27,13964131.42349265,13016000.0,19048034.93449782,10561088.471645657,13657413.384979557
2021-01-28,13924718.24749265,12875000.0,19227074.23580786,10536428.38100316,13550151.830332592
2021-01-29,13863408.248692648,12866000.0,18790393.013100438,10544997.524469666,13626358.702149536
2021-02-01,14015823.607092649,12989000.0,19231441.048034932,10552233.6900636,13766482.55744447
2021-02-02,14030408.551892651,12936000.0,19563318.77729258,10548425.181856265,13641163.952848911
2021-02-03,13968964.369092649,12887000.0,19467248.908296943,10526335.834253721,13549424.957559237
2021-02-04,13970560.737492649,12856000.0,19681222.70742358,10514529.458810981,13446859.38359276
2021-02-05,14011888.931092648,13052000.0,19777292.576419216,10517481.052671667,13331650.049016092
2021-02-08,14055503.31589265,13059000.0,19899563.318777293,10512720.4174125,13412916.337900199
2021-02-09,14103263.586292649,13115000.000000002,19847161.5720524,10528620.939178122,13560261.100351483
2021-02-10,14100474.82589265,13173999.999999998,19755458.515283845,10517766.690787219,13569289.625325778
2021-02-18,14069817.313092649,13446000.0,19777292.576419216,10492820.962029172,13182497.668746863
2021-02-19,14112663.66149265,13672000.0,19720524.01746725,10512244.353886582,13132295.626808217
2021-02-22,14075346.393092649,13787000.0,19183406.113537114,10504627.337471912,13268813.810582694
2021-02-23,14067163.02989265,13671000.0,19122270.742358077,10511673.077655481,13392688.233746983
2021-02-24,14089444.60109265,13648000.0,19310043.66812227,10512149.1411814,13366319.967482008
2021-02-25,13997953.67229265,13957000.0,18593886.462882098,10505484.251818562,13217531.023599455
2021-02-26,13910551.91229265,13682000.0,18764192.13973799,10497105.533762423,13045616.04858571
2021-03-01,14064704.92069265,13884000.0,19314410.480349343,10518718.81783905,13011673.002893148
2021-03-02,13911711.786292648,13790000.0,18951965.06550218,10523574.665803403,12765722.210267078
2021-03-03,13904297.556692649,14101000.0,18393013.10043668,10521194.34817382,12825316.2135667
2021-03-04,13832180.39469265,14120000.0,18131004.366812225,10519480.519480519,12715520.168328434
2021-03-05,13816984.659892648,13920999.999999998,18467248.908296943,10533476.787142474,12598149.343662579
2021-03-08,13725747.46629265,13850000.0,17899563.318777293,10544140.610123014,12714075.986897165
2021-03-09,13834691.46669265,13708000.0,18759825.327510916,10537190.082644626,12670377.54345695
2021-03-10,13819205.119092649,13613000.0,18633187.772925764,10546330.502342232,12788838.677282836
2021-03-11,14015274.323092649,13954000.0,19030567.68558952,10540332.10191568,12923549.243239367
2021-03-12,14002066.59749265,14227000.0,18829694.323144104,10537856.571580911,12737919.326686274
2021-03-15,14099486.80709265,14317000.0,19082969.43231441,10531001.25680771,12851674.915716233
2021-03-16,14138748.01949265,14365000.000000002,19192139.737991266,10538903.911337929,12866126.294144372
2021-03-17,14140236.03109265,14275000.0,19253275.109170306,10542331.56872453,12916328.336083015
2021-03-18,14046545.06389265,14301000.0,18611353.71179039,10540998.590851963,12991808.335126605
2021-03-19,14035317.54429265,14126000.0,18790393.013100438,10552995.39170507,12982779.810152309
2021-03-22,14123249.315492649,14282999.999999998,19135371.1790393,10559565.068362722,12904765.320517419
2021-03-23,14069369.83269265,14109000.0,18995633.187772926,10566039.532315193,12967247.68667958
2021-03-24,13963921.566692648,13933000.0,18729257.641921394,10579940.587271962,12911632.355402531
2021-03-25,13962716.834292648,13899000.0,18716157.205240175,10582225.692196365,12948827.20034431
2021-03-26,14042963.28749265,14010000.0,19030567.68558952,10575465.590128345,12928245.223919854
2021-03-29,14110641.297092648,14262999.999999998,19021834.06113537,10575560.802833527,12937991.057552068
2021-03-30,14049001.059892649,14221000.0,18982532.751091704,10573180.485203944,12770781.627334243
2021-03-31,14073582.75434799,14219000.0,19288209.6069869,10583939.520889668,12634263.443559766
2021-04-01,14222700.77734799,14294000.0,19598253.275109172,10579369.311040865,12905492.193290776
2021-04-02,14228761.67434799,14160000.0,19615720.524017464,10582796.968427466,13030810.797886332
2021-04-06,14272584.751347989,14159000.0,19951965.06550218,10581368.777849715,12970499.485928796
2021-04-07,14325059.58034799,14302000.0,19969432.31441048,10571466.656510644,13032254.979317602
2021-04-08,14369289.536347989,14273000.0,20196506.55021834,10570038.465932894,13069813.260646056
2021-04-09,14395556.317347988,14241000.0,20310043.66812227,10582130.479491184,13103765.870454056
2021-04-12,14395455.781347988,14277000.0,20323144.10480349,10594127.280344287,13048504.411448248
2021-04-13,14385485.49734799,14179000.0,20524017.46724891,10616692.69147275,12941242.856801283
2021-04-14,14378350.171347989,14242999.999999998,20231441.048034932,10618596.945576418,13048150.539177008
2021-04-15,14433614.78834799,14248000.0,20537117.90393013,10616407.053357197,13044535.303541115
2021-04-16,14522729.786347989,14452000.0,20558951.9650655,10623548.00624595,13160461.946775699
2021-04-19,14505317.15934799,14413000.0,20340611.35371179,10634402.25463686,13262673.648470938
2021-04-20,14433917.054347988,14386000.000000002,20157205.24017467,10637163.423087174,13147100.877507592
2021-04-21,14506141.614347989,14424999.999999998,20323144.10480349,10639353.315306392,13260502.594266312
2021-04-22,14456499.06534799,14428000.0,20026200.873362448,10634402.25463686,13280003.825646179
2021-04-23,14465735.979347989,14329000.0,20292576.419213973,10631450.660776174,13230165.220094208
2021-04-26,14455732.44934799,14269000.0,20410480.34934498,10611265.567277296,13194414.556583697
2021-04-27,14427427.121347988,14221000.0,20318777.292576414,10607933.122595878,13199473.973650863
2021-04-28,14409553.934347989,14336000.0,20209606.986899562,10616502.266062383,13094373.909093084
2021-04-29,14482933.649347989,14484000.0,20266375.54585153,10623928.857066685,13180326.614542237
2021-04-30,14415312.20434799,14369000.0,20096069.868995637,10643733.09974483,13127599.64612773
2021-05-06,14455864.211347988,14561000.0,19803493.44978166,10654492.135430548,13281448.007077448
2021-05-07,14534879.340347989,14639000.0,19895196.50655022,10652207.03050615,13438557.731391821
2021-05-10,14467466.53734799,14759000.0,19296943.231441047,10662680.428076321,13469248.977835163
2021-05-11,14437991.49734799,14676000.0,19235807.86026201,10669345.317439156,13469248.977835163
2021-05-12,14391243.93734799,14823000.0,18737991.266375545,10675534.143276077,13489477.08198838
2021-05-13,14401318.19234799,14752000.0,18991266.375545852,10675058.079750162,13423389.044305764
2021-05-14,14496663.09634799,14784000.0,19371179.03930131,10679057.013367863,13483700.3562633
2021-05-17,14524521.309347989,14859000.0,19192139.737991266,10674296.378108693,13640083.207804319
2021-05-18,14545852.23434799,14925000.0,19069868.99563319,10678390.524431579,13733256.820409825
2021-05-19,14545896.74034799,14873000.0,19074235.807860263,10696385.72571124,13755282.978265548
2021-05-20,14582909.15634799,14672000.0,19502183.40611354,10713428.799939064,13766119.121057792
2021-05-21,14570623.939347988,14717000.0,19336244.541484714,10726472.940549185,13775147.64603209
2021-05-24,14673138.323347988,14806000.0,19698689.95633188,10728567.620063221,13824268.94292614
2021-05-25,14717314.681347989,15041000.0,19685589.519650653,10727901.131126937,13783458.862348467
2021-05-26,14775978.19934799,15117000.0,19694323.1441048,10738945.804928208,13907696.721899435
2021-05-27,14749171.305347988,15193000.000000002,19606986.89956332,10729519.747115055,13812352.055089308
2021-05-28,14750711.66434799,15285000.0,19598253.275109172,10720379.327417448,13752758.051789686
2021-05-31,14794703.81534799,15396000.0,19545851.52838428,10731995.277449822,13832570.595127085
2021-06-01,14803106.829347989,15385000.0,19467248.908296943,10737803.252466008,13917088.683260407
2021-06-02,14763136.955347989,15398000.0,19554585.152838428,10723616.559393685,13721703.368959663
2021-06-03,14694734.759347988,15363000.0,19358078.602620088,10726758.578664735,13632135.427874617
2021-06-04,14726248.341347989,15326000.0,19781659.38864629,10704383.592946643,13527398.799703514
2021-06-07,14706251.65334799,15179000.0,19794759.825327512,10693529.344555734,13590598.474523587
2021-06-08,14721509.07534799,15203000.0,19790393.013100434,10694005.408081653,13626358.702149536
2021-06-09,14742355.309347989,15241000.0,19807860.26200873,10698575.617930457,13650555.914209886
2021-06-10,14771901.819347989,15245000.0,20021834.06113537,10704574.018357007,13605767.16160964
2021-06-11,14791721.34634799,15202000.0,20039301.31004367,10689816.049053585,13721339.932572987
2021-06-15,14719283.025347989,15060000.0,20152838.4279476,10694386.258902386,13507534.131936973
2021-06-16,14687240.12834799,15023000.0,20087336.24454148,10688102.220360283,13475752.5763336
2021-06-17,14671611.796347989,15008999.999999998,20410480.34934498,10683817.648627032,13225469.239413721
2021-06-18,14601072.123347988,14935000.0,20266375.54585153,10695624.024069771,13118207.684766756
2021-06-21,14634933.125347989,14923000.0,20449781.659388643,10718475.073313782,13103038.997680703
2021-06-22,14698685.68834799,14978000.0,20663755.458515283,10722854.857752217,13137708.916146617
2021-06-23,14750478.908347989,15156000.0,20672489.08296943,10730471.874166887,13150716.113143485
2021-06-24,14769064.751347989,15149999.999999998,20868995.63318777,10729900.597935788,13094737.34547976
2021-06-25,14781781.098347988,15228000.0,20812227.074235808,10730662.299577253,13107371.541974513
2021-06-28,14757492.263347989,14972000.0,21017467.248908296,10723426.133983318,13121822.92040265
2021-06-29,14742445.48034799,14931000.000000002,21082969.43231441,10728091.556537302,13055734.882720036
2021-06-30,14726709.591164568,15007000.0,21069868.99563319,10735518.147541605,12932577.768213665
2021-07-01,14801826.03246457,15112000.000000002,21109170.305676855,10729614.959820237,13088960.619754681
2021-07-02,14817154.51686457,14957000.0,21358078.602620084,10734089.956963858,13118207.684766756
2021-07-05,14821303.09106457,14915000.0,21349344.97816594,10739612.293864494,13167692.418047488
2021-07-06,14879942.005764568,14970000.000000002,21410480.349344976,10738184.103286741,13290486.096167183
2021-07-07,14885636.37446457,14935000.0,21493449.781659387,10754941.539399017,13269531.11924061
2021-07-08,14818095.78586457,14669000.0,21344978.165938865,10806261.187492859,13290839.968438419
2021-07-09,14884248.749864569,14813000.0,21510917.030567683,10791503.218189435,13315037.18049877
2021-07-12,14882412.31736457,14724000.0,21593886.462882094,10839014.358075943,13277115.462783637
2021-07-13,14918102.139064569,14812000.0,21580786.026200872,10850535.09540313,13320813.906223847
2021-07-14,14939562.780164568,14819000.0,21633187.772925764,10856819.133945232,13350433.97173804
2021-07-15,14947633.197464569,14911000.0,21427947.598253272,10837586.16749819,13448667.001410708
2021-07-16,14930835.32296457,14987000.0,21283842.794759825,10844536.69497658,13404241.685197141
2021-07-19,14876410.965864569,15011000.000000002,21091703.05676856,10847202.65072171,13307098.964684505
2021-07-20,14945420.42996457,14974000.0,21397379.912663758,10861294.131088853,13376792.673887575
2021-07-21,14936550.676364569,14869000.000000002,21554585.152838428,10873005.293826405,13325509.886904335
2021-07-22,14964407.02216457,15018000.0,21637554.585152842,10865007.426591001,13253645.123496642
2021-07-23,15007498.145864569,14940000.0,21890829.694323145,10878432.41802186,13300595.36618607
2021-07-26,14962280.426264567,14624000.0,21947598.253275108,10905948.889819857,13346101.42744423
2021-07-27,14792900.436464569,14195000.0,21694323.144104805,10883383.478691395,13303483.729048612
2021-07-28,14827387.361864569,14174000.0,21842794.759825327,10880146.246715162,13355493.388805205
2021-07-29,14857929.094264569,14198000.0,21890829.694323145,10903282.93407472,13384740.453817278
2021-07-30,14856381.17336457,14225000.000000002,21655021.834061135,10937559.507940738,13459503.144202951
2021-08-02,14805435.575764569,14172000.0,21672489.082969435,10954412.156758197,13295172.51273223
2021-08-03,14803577.32546457,14063000.000000002,21799126.637554586,10943557.908367291,13317925.543361312
2021-08-04,14846977.88306457,14186000.0,21847161.572052404,10941748.866968805,13337072.902469933
2021-08-05,14870776.65426457,14170000.0,22004366.812227074,10963171.725635068,13312148.817636231
2021-08-06,14849150.44216457,14265000.000000002,21877729.25764192,10956030.772746315,13240637.926499775
2021-08-09,14811248.936664568,14464999.999999998,21986899.563318774,10919278.66854553,12912349.664060446
2021-08-10,14783215.473064568,14519000.0,21868995.633187775,10916231.861979662,12843373.263515292
2021-08-11,14840723.896864569,14840000.0,21829694.323144104,10907281.867692424,12803643.927982211
2021-08-12,14944691.75276457,15011000.000000002,21890829.694323145,10927466.9611913,12959663.34313655
2021-08-13,14961332.47126457,15000000.0,21978165.93886463,10913280.268118978,12991081.462353252
2021-08-16,15018459.814664569,15116000.0,21956331.877729256,10907281.867692424,13112430.959041677
2021-08-17,14972832.940964568,14905000.0,21772925.764192138,10914327.607875993,13238113.000023913
2021-08-18,14966004.54996457,14974000.0,21615720.524017468,10939844.612865139,13220419.386461994
2021-08-19,14932060.175264569,14813000.0,21703056.768558953,10950508.435845679,13173469.143772567
2021-08-20,14999492.07696457,14838000.0,21978165.93886463,10944700.46082949,13226922.98496043
2021-08-23,15074217.36786457,14962000.0,22292576.419213973,10935560.041131886,13200554.718695456
2021-08-24,15126330.098764569,15042000.0,22301310.043668125,10944605.248124309,13298424.311981447
2021-08-25,15125867.746764569,15133000.0,22288209.606986903,10945081.311650226,13225832.675800398
2021-08-26,15113693.000464568,15255000.0,22157205.240174673,10922325.475111397,13185749.46799608
2021-08-27,15233891.75076457,15416000.0,22423580.7860262,10931085.043988269,13295172.51273223
2021-08-30,15296473.467064569,15472000.0,22611353.711790394,10945747.800586509,13333821.103220716
2021-08-31,15388683.538764568,15861000.0,22580786.026200876,10950413.223140493,13335628.721038664
2021-09-01,15405396.24376457,15875000.0,22620087.33624454,10974502.03755189,13329125.122540228
2021-09-02,15467755.88776457,16166000.0,22580786.026200876,10970883.954754923,13325873.323291013
2021-09-03,15458130.92296457,16097000.0,22646288.209606986,10968694.062535705,13313956.435454177
2021-09-06,15520794.271864569,16269000.0,22624454.148471616,10967551.510073503,13400636.013676688
2021-09-07,15594378.98976457,16610000.0,22659388.64628821,10947652.054690178,13367764.148913277
2021-09-08,15620502.089864569,16895000.0,22628820.960698694,10942224.930494724,13239193.745068505
2021-09-09,15690992.52786457,17332000.0,22519650.655021835,10940225.463685874,13179609.30588432
2021-09-10,15639265.07716457,17215000.0,22327510.91703057,10944319.610008758,13211754.297874376
2021-09-13,15738769.645764569,17713000.0,22296943.231441047,10927657.386601668,13170934.653181262
2021-09-14,15647032.21746457,17386000.0,22222707.423580784,10930418.555051984,13172742.270999212
2021-09-15,15668876.29376457,17323000.0,22393013.100436684,10920326.008302547,13211390.8614877
2021-09-16,15609306.788164569,17219000.0,22353711.790393014,10929180.7898846,13105210.051885325
2021-09-17,15460407.378964568,16879000.0,22157205.240174673,10936988.231709639,12986385.481672764
2021-09-22,15599471.837564569,17359000.0,21986899.563318774,10954888.220284114,13144212.514645053
2021-09-23,15593466.18336457,17316000.0,22205240.174672488,10964790.341623185,13014197.929369008
2021-09-24,15429469.41196457,16758000.0,22174672.489082973,10956506.836272232,12947746.455299718
2021-09-27,15312585.06876457,16356000.0,22021834.061135374,10951174.924781961,12983860.555196902
2021-09-28,15278910.862064568,16816000.0,21366812.227074236,10948794.607152376,12874074.074074076
2021-09-29,15155695.79216457,16348000.0,21358078.602620084,10957839.8141448,12839040.719221482
2021-09-30,15185581.54793012,16565000.0,21327510.91703057,10950508.435845679,12786313.750806972
2021-10-08,15205674.34433012,16428000.0,21432314.41048035,10932322.809155654,12918135.953900967
2021-10-11,15184827.35133012,16577000.0,21235807.86026201,10897474.959058534,12891404.251249315
2021-10-12,15169739.46253012,16482000.000000002,21148471.61572052,10895094.641428951,12969055.304497525
2021-10-13,15143789.20813012,16206000.0,21366812.227074236,10897094.108237803,12961470.9609545
2021-10-14,15215925.46953012,16041000.0,21698689.95633188,10897855.80987927,13131932.19042154
2021-10-15,15251213.66553012,16143000.0,21829694.323144104,10891857.409452716,13100514.07120484
2021-10-18,15292888.39573012,16465000.0,22021834.061135374,10844060.63145066,12932941.204600342
2021-10-19,15344147.91213012,16467000.0,22179039.301310044,10864721.788475454,12985668.173014851
2021-10-20,15242677.462930119,16154000.0,22069868.995633192,10872434.017595308,12941969.729574637
2021-10-21,15327620.65853012,16357000.0,22148471.615720525,10895570.704954866,12997221.624465007
2021-10-22,15234079.464930119,16004000.0,22000000.0,10884621.243858779,13056452.191377953
2021-10-25,15273969.01853012,16040000.0,22196506.550218344,10887668.050424648,13041646.940678576
2021-10-26,15272124.48673012,15932000.0,22253275.109170306,10896141.981185969,13074872.677713221
2021-10-27,15178476.09093012,15622000.0,22296943.231441047,10898236.660700003,12970136.04954212
2021-10-28,15176987.247130118,15182000.0,22589519.650655024,10908710.058270175,13117126.939722164
2021-10-29,15161246.612130119,15116000.0,22676855.895196505,10906329.74064059,13065480.716352247
2021-11-01,15221933.951930119,15282000.0,22855895.19650655,10928895.151769051,13008057.767257253
2021-11-02,15161132.18193012,14892000.0,22886462.882096067,10945843.013291694,13066207.589125602
2021-11-03,15244886.449130118,15188000.0,23157205.24017467,10939654.187454773,12964722.760203715
2021-11-04,15272639.52613012,15152000.000000002,23397379.91266375,10949270.670678295,12930770.150395716
2021-11-05,15260577.85513012,14822000.0,23436681.222707424,10976977.567886656,13088960.619754681
2021-11-08,15302096.54473012,14874000.0,23393013.100436684,10972502.57074304,13220055.950075317
2021-11-09,15271511.90773012,14822000.0,23205240.174672488,10976406.29165556,13265198.574946802
2021-11-10,15203366.12593012,14786000.0,22886462.882096067,10974121.186731156,13257250.795017097
2021-11-11,15368045.32653012,15126000.0,23021834.061135374,10958125.45226035,13486952.155512517
2021-11-12,15380794.097730119,15014000.0,23235807.860262007,10960315.344479568,13485507.974081248
2021-11-15,15348241.78993012,14982000.0,23157205.24017467,10972788.208858589,13433134.877937978
2021-11-16,15371821.480730118,14862000.0,23340611.353711788,10974311.612141524,13493446.189895513
2021-11-17,15357463.50173012,14834000.0,23344978.165938865,10970503.103934187,13468531.66917725
2021-11-18,15404663.317730118,14827999.999999998,23545851.52838428,10983356.819133943,13496697.98914473
2021-11-19,15476009.36233012,15046000.0,23685589.519650657,10968027.573599419,13502838.151256487
2021-11-22,15391468.45993012,15018000.0,23454148.471615724,10986784.476520546,13356574.133849796
2021-11-23,15343472.903730119,15178000.0,23340611.353711788,10983356.819133943,13143495.205987137
2021-11-24,15380812.683130119,15370000.0,23414847.161572054,11004589.252389839,13051756.210697465
2021-11-25,15377427.72473012,15334000.000000002,23445414.84716157,11007255.208134972,13046706.357745739
2021-11-26,15274659.23513012,15134000.0,22938864.628820963,11031058.384430818,13130851.445376948
2021-11-29,15302788.291530117,14994000.0,23445414.84716157,11027249.876223482,13034426.033522224
2021-11-30,15213417.006330118,14962000.0,23043668.122270744,11025345.622119812,13001200.29648758
2021-12-01,15178060.87993012,15200000.0,22633187.772925764,11012967.970445978,12958946.034478636
2021-12-02,15198504.097930118,15258000.0,22803493.449781664,10999352.553604754,12896827.104703154
2021-12-03,15178679.79253012,15506000.0,22414847.161572054,10989831.283086414,12882739.162661694
2021-12-06,15239470.836730119,15446000.0,22589519.650655024,11030106.257378984,12982052.937378956
2021-12-07,15405886.110930119,15684000.0,23288209.6069869,11009825.951174922,12963632.451043686
2021-12-08,15419691.771530118,15686000.0,23362445.414847158,11002780.210991355,12972307.103746744
2021-12-09,15351656.44093012,15752000.0,22951965.065502185,11005827.017557222,12934748.822418287
2021-12-10,15357066.38113012,15546000.0,23279475.982532755,11014205.735613361,12905855.629677452
2021-12-13,15301725.553730119,15524000.0,22912663.755458515,11007350.420840155,12964359.323817039
2021-12-14,15226281.71813012,15356000.0,22676855.895196505,11018775.945462162,12967974.559452932
2021-12-15,15315344.503530119,15490000.0,23222707.42358078,11018490.30734661,12837596.537790213
2021-12-16,15295293.869130118,15754000.0,22585152.838427946,11010778.078226758,12957501.853047365
2021-12-17,15330332.35713012,15755999.999999998,22497816.593886465,11015253.075370377,13121096.047629297
2021-12-20,15280637.166530117,15692000.0,22353711.790393014,11018204.669231059,13086072.256892141
2021-12-21,15400728.043330118,15966000.0,22799126.637554586,11018490.30734661,13011673.002893148
2021-12-22,15431460.95553012,15918000.000000002,23069868.99563319,11032962.638534484,12973024.412404658
2021-12-23,15521893.04913012,15982000.0,23231441.048034936,11047911.033248274,13113875.140472947
2021-12-24,15506572.782730117,15872000.0,23248908.29694323,11042103.05823209,13143495.205987137
2021-12-27,15588679.04393012,15946000.0,23615720.524017468,11054671.135316294,13128326.518901084
2021-12-28,15557822.98653012,15814000.0,23519650.655021835,11063906.767719083,13173105.70738589
2021-12-29,15524577.970930118,15738000.0,23524017.46724891,11074475.377994439,13104846.615498649
2021-12-30,15502363.26813012,15792000.0,23414847.161572054,11085805.689911261,13040566.195633983
2021-12-31,15547045.854110718,15908000.0,23288209.6069869,11082092.394409109,13183214.977404779
2022-01-04,15573887.512110718,16157999.999999998,23244541.48471616,11081140.267357275,13092929.727661815
2022-01-05,15487537.617310718,16242000.0,22515283.842794757,11077903.03538104,13147100.877507592
2022-01-06,15477729.276910719,16324000.0,22489082.969432313,11064478.043950183,13076680.295531167
2022-01-07,15454280.027110718,16496000.0,22244541.484716155,11067334.425105684,12989637.280921983
2022-01-10,15491300.68211072,16612000.0,22244541.484716155,11077807.822675858,13006613.585825982
2022-01-11,15591038.97591072,16634000.0,22585152.838427946,11090661.537875613,13118571.121153433
2022-01-12,15596842.91351072,16548000.0,22659388.64628821,11094755.684198499,13162633.000980323
2022-01-13,15483484.934510719,16466000.0,22030567.68558952,11098754.6178162,13197302.91944624
2022-01-14,15447615.97711072,16172000.0,22248908.29694323,11101039.722740602,13192970.375152428
2022-01-17,15444001.884310719,16232000.0,22205240.174672488,11108275.888334537,13147100.877507592
2022-01-18,15392888.31371072,16430000.0,21615720.524017468,11142171.61137982,13103038.997680703
2022-01-19,15411948.424310718,16610000.0,21419213.973799128,11160071.599954298,13108461.851134542
2022-01-20,15397514.92451072,16570000.0,21091703.05676856,11166926.914727502,13269894.555627288
2022-01-21,15270608.794310719,16419999.999999998,20502183.40611354,11182827.436493123,13278559.644214908
2022-01-24,15291754.02751072,16448000.0,20589519.65065502,11209677.419354837,13245697.343566937
2022-01-25,15092282.60091072,15980000.0,20065502.18340611,11199013.5963743,13266288.884106832
2022-01-26,15116673.952310719,16108000.0,20043668.12227074,11180066.268042808,13277842.335556991
2022-01-27,14974894.152310718,15956000.0,19847161.5720524,11164356.171687549,13052846.519857494
2022-01-28,15056343.42771072,15788000.0,20611353.711790394,11187016.795521192,13008784.640030606
2022-02-07,15206118.599710718,16236000.0,20720524.01746725,11182922.649198309,13088597.183368005
2022-02-08,15352660.462310718,16592000.0,20960698.689956333,11186540.731995275,13150352.676756809
2022-02-09,15468921.583910719,16676000.0,21441048.0349345,11179018.928285789,13212108.170145614
2022-02-10,15446930.642110718,16910000.0,20917030.56768559,11178066.801233955,13241364.799273128
2022-02-11,15321792.01111072,16958000.0,20305676.8558952,11133697.6806185,13175994.070248429
2022-02-14,15300545.114710718,16621999.999999998,20305676.8558952,11128365.769128233,13388719.12583985
2022-02-15,15392062.781310719,16486000.0,20786026.200873364,11133126.4043874,13534256.270473186
2022-02-16,15375226.445710719,16672000.0,20720524.01746725,11137601.401531018,13354766.51603185
