date,DIV_shares,NDX_shares,BOND_shares,GOLD_shares,DIV_value,NDX_value,BOND_value,GOLD_value,cash,total_value
2018-12-19,2497200.0,1090400.0,2377600.0,2388300.0,2497200.0,2497016.0,2497145.728,2497146.7725,141.45,9988649.94744985
2018-12-20,2497200.0,1090400.0,2377600.0,2388300.0,2497200.0,2462123.2,2505776.4159999997,2497958.7945,141.45,9963199.857449848
2018-12-21,2497200.0,1090400.0,2377600.0,2388300.0,2494702.8,2381433.6,2503969.44,2515634.6028,141.45,9895881.88974985
2018-12-24,2497200.0,1090400.0,2377600.0,2388300.0,2494702.8,2330184.8,2499784.864,2522761.29,141.45,9847575.20094985
2018-12-26,2497200.0,1090400.0,2377600.0,2388300.0,2494702.8,2465394.4,2509200.16,2544315.6975000002,141.45,10013754.50444985
2018-12-27,2497200.0,1090400.0,2377600.0,2388300.0,2494702.8,2477388.8,2514121.792,2532319.2666,141.45,10018674.105549848
2018-12-28,2497200.0,1090400.0,2377600.0,2388300.0,2495701.6799999997,2465394.4,2518116.1599999997,2547652.1525999997,141.45,10027005.839549849
2018-12-31,2511800.0,1103000.0,2370800.0,2354500.0,2511297.64,2511531.0,2511506.98,2511507.478,14.44,10045857.54091409
2019-01-02,2511800.0,1103000.0,2370800.0,2354500.0,2511297.64,2519252.0,2518998.708,2521999.13,14.44,10071561.92091409
2019-01-03,2511800.0,1103000.0,2370800.0,2354500.0,2511297.64,2437630.0,2519259.496,2535335.018,14.44,10003536.596914088
2019-01-04,2511800.0,1103000.0,2370800.0,2354500.0,2513307.0799999996,2542415.0,2513451.0360000003,2536936.078,14.44,10106123.63691409
2019-01-07,2511800.0,1103000.0,2370800.0,2354500.0,2513307.0799999996,2564475.0,2510511.244,2525288.3665,14.44,10113596.133414088
2019-01-08,2511800.0,1103000.0,2370800.0,2354500.0,2513307.0799999996,2584329.0,2517884.432,2512663.5375,14.44,10128198.492414089
2019-01-09,2511800.0,1103000.0,2370800.0,2354500.0,2513307.0799999996,2607492.0,2519781.072,2504929.005,14.44,10145523.599914089
2019-01-10,2511800.0,1103000.0,2370800.0,2354500.0,2513307.0799999996,2600874.0,2518666.796,2504573.4755,14.44,10137435.79441409
2019-01-11,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2583226.0,2519543.992,2498793.178,14.44,10115638.232914088
2019-01-14,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2546827.0,2517078.3600000003,2501371.3555,14.44,10079351.77841409
2019-01-15,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2595359.0,2515632.1720000003,2490969.1744999997,14.44,10116035.409414088
2019-01-16,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2597565.0,2526134.816,2496660.001,14.44,10134434.879914088
2019-01-17,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2616316.0,2526300.772,2497816.0605,14.44,10154507.89541409
2019-01-18,2511800.0,1103000.0,2370800.0,2354500.0,2524610.18,2644994.0,2523598.0599999996,2499327.6495000003,14.44,10192544.332414089
2019-01-21,2511800.0,1103000.0,2370800.0,2354500.0,2526117.2600000002,2648303.0,2520184.108,2489547.0565000004,14.44,10184165.867414089
2019-01-22,2511800.0,1103000.0,2370800.0,2354500.0,2514060.6199999996,2598668.0,2520112.984,2495058.941,14.44,10127914.98791409
2019-01-23,2511800.0,1103000.0,2370800.0,2354500.0,2525112.54,2606389.0,2520207.816,2490879.7035,14.44,10142603.502414089
2019-01-24,2511800.0,1103000.0,2370800.0,2354500.0,2531894.4,2617419.0000000005,2517386.5640000002,2493102.3515,14.44,10159816.75841409
2019-01-25,2511800.0,1103000.0,2370800.0,2354500.0,2545458.12,2656024.0,2516793.864,2490969.1744999997,14.44,10209259.60141409
2019-01-28,2511800.0,1103000.0,2370800.0,2354500.0,2542946.32,2603080.0,2515679.588,2509018.7715000003,14.44,10170739.12241409
2019-01-29,2511800.0,1103000.0,2370800.0,2354500.0,2560026.56,2573299.0,2519994.4439999997,2521999.13,14.44,10175333.576914089
2019-01-30,2511800.0,1103000.0,2370800.0,2354500.0,2550984.08,2641685.0,2520776.808,2529022.6034999997,14.44,10242482.934414089
2019-01-31,2511800.0,1103000.0,2370800.0,2354500.0,2560026.56,2667054.0,2524095.928,2528846.016,14.44,10280036.94691409
2019-02-01,2511800.0,1103000.0,2370800.0,2354500.0,2585646.9200000004,2657127.0,2524095.928,2535158.4305000002,14.44,10302042.72141409
2019-02-11,2511800.0,1103000.0,2370800.0,2354500.0,2607248.4,2686908.0,2530923.832,2534979.4885,14.44,10360074.163414089
2019-02-12,2511800.0,1103000.0,2370800.0,2354500.0,2619305.04,2738749.0,2532488.56,2538179.2539999997,14.44,10428736.29691409
2019-02-13,2511800.0,1103000.0,2370800.0,2354500.0,2647186.02,2735440.0,2532180.356,2531690.252,14.44,10446511.07091409
2019-02-14,2511800.0,1103000.0,2370800.0,2354500.0,2641911.24,2742058.0,2529335.396,2526710.4845,14.44,10440029.56341409
2019-02-15,2511800.0,1103000.0,2370800.0,2354500.0,2596698.8400000003,2749779.0,2530070.344,2543425.08,14.44,10419987.70691409
2019-02-18,2511800.0,1103000.0,2370800.0,2354500.0,2648441.92,2750882.0000000005,2523574.352,2557205.9685,14.44,10480118.683414089
2019-02-19,2511800.0,1103000.0,2370800.0,2354500.0,2646181.3000000003,2754191.0,2521891.0840000003,2563341.7955,14.44,10485619.62241409
2019-02-20,2511800.0,1103000.0,2370800.0,2354500.0,2649697.82,2750882.0000000005,2523479.52,2577923.214,14.44,10501996.99691409
2019-02-21,2511800.0,1103000.0,2370800.0,2354500.0,2633371.12,2726616.0,2520895.3479999998,2563607.854,14.44,10444504.76491409
2019-02-22,2511800.0,1103000.0,2370800.0,2354500.0,2652711.98,2744264.0,2520160.4,2547693.7885,14.44,10464844.611414088
2019-02-25,2511800.0,1103000.0,2370800.0,2354500.0,2754691.06,2753088.0,2514067.444,2542269.0205,14.44,10564129.96741409
2019-02-26,2511800.0,1103000.0,2370800.0,2354500.0,2735852.56,2748676.0,2509989.668,2539335.3135,14.44,10533867.98441409
2019-02-27,2511800.0,1103000.0,2370800.0,2354500.0,2742885.6,2742058.0,2515015.764,2538358.196,14.44,10538332.00291409
2019-02-28,2511800.0,1103000.0,2370800.0,2354500.0,2736103.7399999998,2736543.0,2515418.8,2521820.188,14.44,10509900.17091409
2019-03-01,2511800.0,1103000.0,2370800.0,2354500.0,2766747.6999999997,2759705.9999999995,2510179.332,2508307.7125000004,14.44,10544955.18741409
2019-03-04,2511800.0,1103000.0,2370800.0,2354500.0,2801410.54,2761912.0,2510084.5,2474965.638,14.44,10548387.120914089
2019-03-05,2511800.0,1103000.0,2370800.0,2354500.0,2829793.88,2761912.0,2509041.348,2464207.9274999998,14.44,10564969.59841409
2019-03-06,2511800.0,1103000.0,2370800.0,2354500.0,2854660.7,2747573.0,2511483.272,2479589.876,14.44,10593321.29091409
2019-03-07,2511800.0,1103000.0,2370800.0,2354500.0,2839338.72,2716689.0,2518998.708,2468563.7525,14.44,10543604.62341409
2019-03-08,2511800.0,1103000.0,2370800.0,2354500.0,2735099.02,2717792.0,2522175.58,2490879.7035,14.44,10465960.74641409
2019-03-11,2511800.0,1103000.0,2370800.0,2354500.0,2780311.42,2774045.0,2523669.1840000004,2499327.6495000003,14.44,10577367.696414089
2019-03-12,2511800.0,1103000.0,2370800.0,2354500.0,2805178.24,2785075.0,2521867.376,2493102.3515,14.44,10605237.41041409
2019-03-13,2511800.0,1103000.0,2370800.0,2354500.0,2797642.84,2806032.0,2523052.776,2511241.4195,14.44,10637983.478414088
2019-03-14,2511800.0,1103000.0,2370800.0,2354500.0,2768254.7800000003,2796105.0,2522341.536,2504839.534,14.44,10591555.292914089
2019-03-15,2511800.0,1103000.0,2370800.0,2354500.0,2812462.46,2828092.0,2523455.812,2506172.1810000003,14.44,10670196.895914089
2019-03-18,2511800.0,1103000.0,2370800.0,2354500.0,2893342.42,2831401.0,2524807.1679999996,2505995.5935,14.44,10755560.624414088
2019-03-19,2511800.0,1103000.0,2370800.0,2354500.0,2889574.72,2839122.0,2524996.832,2514085.6555,14.44,10767793.650414089
2019-03-20,2511800.0,1103000.0,2370800.0,2354500.0,2901129.0,2852358.0,2523669.1840000004,2508663.242,14.44,10785833.86891409
2019-03-21,2511800.0,1103000.0,2370800.0,2354500.0,2902887.26,2884345.0000000005,2527012.012,2525467.3085000003,14.44,10839726.02341409
2019-03-22,2511800.0,1103000.0,2370800.0,2354500.0,2919213.96,2824783.0,2530449.672,2525467.3085000003,14.44,10799928.38341409
2019-03-25,2511800.0,1103000.0,2370800.0,2354500.0,2887062.92,2826989.0,2536613.752,2531334.7225,14.44,10782014.83741409
2019-03-26,2511800.0,1103000.0,2370800.0,2354500.0,2850641.82,2838019.0,2540833.776,2535245.547,14.44,10764754.585914088
2019-03-27,2511800.0,1103000.0,2370800.0,2354500.0,2887565.28,2825886.0,2536258.132,2530355.2505,14.44,10780079.105414089
2019-03-28,2511800.0,1103000.0,2370800.0,2354500.0,2857172.5,2835813.0,2541070.856,2524932.8370000003,14.44,10759003.63591409
2019-03-29,2316200.0,1041700.0,2521000.0,2568800.0,2702078.9200000004,2702169.8,2701150.66,2702074.4816,8.53,10807482.39468471
2019-04-01,2316200.0,1041700.0,2521000.0,2568800.0,2770638.44,2732379.1,2687133.9000000004,2711481.4272000003,8.53,10901641.40028471
2019-04-02,2316200.0,1041700.0,2521000.0,2568800.0,2767164.14,2738629.3,2680755.77,2706826.7616,8.53,10893384.504684709
2019-04-03,2316200.0,1041700.0,2521000.0,2568800.0,2801675.52,2757379.9,2668125.56,2711966.9304,8.53,10939156.443484709
2019-04-04,2316200.0,1041700.0,2521000.0,2568800.0,2836650.1399999997,2750088.0,2663108.77,2718273.3343999996,8.53,10968128.777484708
2019-04-08,2316200.0,1041700.0,2521000.0,2568800.0,2826922.0999999996,2777172.1999999997,2666915.48,2726904.5023999996,8.53,10997922.815484708
2019-04-09,2316200.0,1041700.0,2521000.0,2568800.0,2839429.58,2763630.1,2658923.91,2728651.2864,8.53,10990643.40948471
2019-04-10,2316200.0,1041700.0,2521000.0,2568800.0,2844525.2199999997,2777172.1999999997,2658167.6100000003,2741068.8655999997,8.53,11020942.428684708
2019-04-11,2316200.0,1041700.0,2521000.0,2568800.0,2808160.88,2769880.3,2661293.65,2741551.8000000003,8.53,10980895.163084708
2019-04-12,2316200.0,1041700.0,2521000.0,2568800.0,2802370.38,2789672.6,2650453.35,2718951.4976,8.53,10961456.36068471
2019-04-15,2316200.0,1041700.0,2521000.0,2568800.0,2788009.94,2784464.1,2643041.6100000003,2705855.7551999995,8.53,10921379.93828471
2019-04-16,2316200.0,1041700.0,2521000.0,2568800.0,2831786.1199999996,2793839.4,2639285.3200000003,2705177.592,8.53,10970096.96508471
2019-04-17,2316200.0,1041700.0,2521000.0,2568800.0,2841282.5399999996,2803214.6999999997,2639487.0,2688978.7391999997,8.53,10972971.512284707
2019-04-18,2316200.0,1041700.0,2521000.0,2568800.0,2815572.72,2799047.9,2646621.43,2679373.996,8.53,10940624.57908471
2019-04-19,2316200.0,1041700.0,2521000.0,2568800.0,2828543.44,2804256.4000000004,2643848.33,2688105.3471999997,8.53,10964762.05028471
2019-04-22,2316200.0,1041700.0,2521000.0,2568800.0,2761836.88,2811548.3,2637066.8400000003,2692857.6272,8.53,10903318.180284709
2019-04-23,2316200.0,1041700.0,2521000.0,2568800.0,2742380.8,2849049.5,2639209.6900000004,2683643.3416,8.53,10914291.864684708
2019-04-24,2316200.0,1041700.0,2521000.0,2568800.0,2746086.7199999997,2845924.4000000004,2632529.04,2677241.8919999995,8.53,10901790.585084708
2019-04-25,2316200.0,1041700.0,2521000.0,2568800.0,2674979.38,2859466.5,2635655.08,2692372.1240000003,8.53,10862481.61708471
2019-04-26,2316200.0,1041700.0,2521000.0,2568800.0,2643479.06,2863633.3000000003,2638831.54,2701005.8608,8.53,10846958.29388471
2019-04-29,2316200.0,1041700.0,2521000.0,2568800.0,2645100.4,2866758.4,2634999.62,2696058.352,8.53,10842925.30508471
2019-04-30,2316200.0,1041700.0,2521000.0,2568800.0,2674747.7600000002,2846966.1,2643293.71,2699744.58,8.53,10864760.68308471
2019-05-06,2316200.0,1041700.0,2521000.0,2568800.0,2545040.56,2854258.0,2650932.34,2710900.8784,8.53,10761140.31148471
2019-05-07,2316200.0,1041700.0,2521000.0,2568800.0,2568665.8,2810506.6,2651108.81,2707892.8136,8.53,10738182.55668471
2019-05-08,2316200.0,1041700.0,2521000.0,2568800.0,2546661.9,2802173.0,2653881.91,2716526.5503999996,8.53,10719251.893484708
2019-05-09,2316200.0,1041700.0,2521000.0,2568800.0,2511455.66,2791756.0,2660260.04,2724674.784,8.53,10688155.01708471
2019-05-10,2316200.0,1041700.0,2521000.0,2568800.0,2583952.7199999997,2804256.4000000004,2662428.1,2722928.0,8.53,10773573.75308471
2019-05-13,2316200.0,1041700.0,2521000.0,2568800.0,2561948.8200000003,2705294.9,2669436.48,2739419.696,8.53,10676108.429084709
2019-05-14,2316200.0,1041700.0,2521000.0,2568800.0,2545503.8,2749046.3,2666713.8000000003,2774339.9632,8.53,10735612.396284709
2019-05-15,2316200.0,1041700.0,2521000.0,2568800.0,2586732.16,2798006.1999999997,2668831.44,2763766.7824,8.53,10817345.115484709
2019-05-16,2316200.0,1041700.0,2521000.0,2568800.0,2604335.2800000003,2827173.8,2670873.45,2774437.5776,8.53,10876828.640684709
2019-05-17,2316200.0,1041700.0,2521000.0,2568800.0,2542492.7399999998,2804256.4000000004,2671428.07,2767645.6703999997,8.53,10785831.41348471
2019-05-20,2316200.0,1041700.0,2521000.0,2568800.0,2518172.6399999997,2761546.6999999997,2670949.08,2759790.28,8.53,10710467.233084708
2019-05-21,2316200.0,1041700.0,2521000.0,2568800.0,2548746.48,2788630.9,2665932.29,2754066.9936,8.53,10757385.196684709
2019-05-22,2316200.0,1041700.0,2521000.0,2568800.0,2536933.86,2777172.1999999997,2660663.4,2751834.7064,8.53,10726612.69948471
2019-05-23,2316200.0,1041700.0,2521000.0,2568800.0,2509602.6999999997,2735504.1999999997,2662503.73,2754162.0392,8.53,10661781.202284709
2019-05-24,2316200.0,1041700.0,2521000.0,2568800.0,2520257.22,2733420.8000000003,2663991.12,2772400.5192,8.53,10690078.19228471
2019-05-27,2316200.0,1041700.0,2521000.0,2568800.0,2551989.1599999997,2730295.7,2657663.41,2770751.3496,8.53,10710708.152684709
2019-05-28,2316200.0,1041700.0,2521000.0,2568800.0,2565654.7399999998,2724045.5,2661545.75,2771915.016,8.53,10723169.539084708
2019-05-29,2316200.0,1041700.0,2521000.0,2568800.0,2554768.6,2701128.1,2667747.41,2773756.8456,8.53,10697409.48868471
2019-05-30,2316200.0,1041700.0,2521000.0,2568800.0,2563106.92,2712586.8000000003,2670142.3600000003,2758528.9992,8.53,10704373.612284709
2019-05-31,2316200.0,1041700.0,2521000.0,2568800.0,2562180.44,2668835.4,2670696.98,2793934.7695999998,8.53,10695656.12268471
2019-06-03,2316200.0,1041700.0,2521000.0,2568800.0,2560790.7199999997,2608416.8,2677629.73,2829533.1999999997,8.53,10676378.983084708
2019-06-04,2316200.0,1041700.0,2521000.0,2568800.0,2543187.6,2674043.9000000004,2683049.88,2859023.024,8.53,10759312.93708471
2019-06-05,2316200.0,1041700.0,2521000.0,2568800.0,2545967.04,2696961.3,2683327.19,2872311.4263999998,8.53,10798575.489484709
2019-06-06,2316200.0,1041700.0,2521000.0,2568800.0,2529985.2600000002,2719878.7,2683806.18,2875704.8112000003,8.53,10809383.48428471
2019-06-10,2316200.0,1041700.0,2521000.0,2568800.0,2552684.02,2803214.6999999997,2682344.0,2870274.368,8.53,10908525.621084709
2019-06-11,2316200.0,1041700.0,2521000.0,2568800.0,2605030.14,2807381.5,2675486.88,2853299.7376,8.53,10941206.79068471
2019-06-12,2316200.0,1041700.0,2521000.0,2568800.0,2586963.78,2791756.0,2676470.07,2878324.9872000003,8.53,10933523.37028471
2019-06-13,2316200.0,1041700.0,2521000.0,2568800.0,2576309.2600000002,2807381.5,2679394.4299999997,2885987.7176,8.53,10949081.44068471
2019-06-14,2316200.0,1041700.0,2521000.0,2568800.0,2556853.18,2794881.0999999996,2682646.52,2930317.4992,8.53,10964706.83228471
2019-06-17,2316200.0,1041700.0,2521000.0,2568800.0,2554536.98,2812590.0,2684335.59,2894911.7288,8.53,10946382.831884708
2019-06-18,2316200.0,1041700.0,2521000.0,2568800.0,2553842.12,2853216.3,2682293.5799999996,2916445.9792,8.53,11005806.51228471
2019-06-19,2316200.0,1041700.0,2521000.0,2568800.0,2584184.34,2863633.3000000003,2680478.4600000004,2903059.9624,8.53,11031364.59548471
2019-06-20,2316200.0,1041700.0,2521000.0,2568800.0,2628655.38,2886550.6999999997,2682369.21,2964269.3288,8.53,11161853.151884709
2019-06-21,2316200.0,1041700.0,2521000.0,2568800.0,2633982.64,2868841.8,2683503.6599999997,2987547.7944,8.53,11173884.42748471
2019-06-24,2316200.0,1041700.0,2521000.0,2568800.0,2633982.64,2867800.1,2681285.1799999997,3009179.6592,8.53,11192256.112284709
2019-06-25,2316200.0,1041700.0,2521000.0,2568800.0,2610357.4,2821965.3000000003,2683251.56,3072716.3584,8.53,11188299.15148471
2019-06-26,2316200.0,1041700.0,2521000.0,2568800.0,2609662.54,2839674.2,2681890.2199999997,3020238.3432,8.53,11151473.836284708
2019-06-27,2316200.0,1041700.0,2521000.0,2568800.0,2625875.94,2854258.0,2680327.1999999997,3014805.3312,8.53,11175275.00428471
2019-06-28,2316200.0,1041700.0,2521000.0,2568800.0,2613831.7,2857383.1,2685041.4699999997,3020043.1144,8.53,11176307.917484708
2019-06-30,2476200.0,1018600.0,2622400.0,2376700.0,2794144.08,2794019.8,2793459.152,2794110.3142000004,1.34,11175734.684071729
2019-07-01,2476200.0,1018600.0,2622400.0,2376700.0,2847877.6199999996,2827633.5999999996,2793564.048,2733349.9787,1.34,11202426.584571728
2019-07-02,2476200.0,1018600.0,2622400.0,2376700.0,2858525.2800000003,2831708.0,2805286.176,2752556.0914,1.34,11248076.885271728
2019-07-03,2476200.0,1018600.0,2622400.0,2376700.0,2864963.4,2858191.6,2809429.568,2825701.4105999996,1.34,11358287.316471728
2019-07-04,2476200.0,1018600.0,2622400.0,2376700.0,2863477.68,2861247.4000000004,2809324.6720000003,2799134.658,1.34,11333185.747871729
2019-07-05,2476200.0,1018600.0,2622400.0,2376700.0,2869915.8000000003,2854117.2,2802427.7600000002,2805328.3381999996,1.34,11331790.43607173
2019-07-08,2476200.0,1018600.0,2622400.0,2376700.0,2808753.66,2840875.4000000004,2802270.4159999997,2790609.4351,1.34,11242510.248971729
2019-07-09,2476200.0,1018600.0,2622400.0,2376700.0,2811725.1,2855135.8,2803004.688,2767724.1907999995,1.34,11237591.116671728
2019-07-10,2476200.0,1018600.0,2622400.0,2376700.0,2796620.28,2882638.0,2804106.0960000004,2764582.1934,1.34,11247947.90727173
2019-07-11,2476200.0,1018600.0,2622400.0,2376700.0,2794391.7,2873470.6,2805495.968,2812237.4051,1.34,11285597.010971729
2019-07-12,2476200.0,1018600.0,2622400.0,2376700.0,2809991.7600000002,2888749.5999999996,2807095.6319999998,2795186.9593,1.34,11301025.289171727
2019-07-15,2476200.0,1018600.0,2622400.0,2376700.0,2817420.36,2897917.0,2804971.488,2798775.7763,1.34,11319085.962171728
2019-07-16,2476200.0,1018600.0,2622400.0,2376700.0,2820391.8,2884675.1999999997,2805994.224,2802008.0883,1.34,11313070.650171729
2019-07-17,2476200.0,1018600.0,2622400.0,2376700.0,2820639.42,2875507.8,2805679.536,2787557.7523,1.34,11289385.846171727
2019-07-18,2476200.0,1018600.0,2622400.0,2376700.0,2796867.9,2878563.6,2808826.416,2812508.3489,1.34,11296767.60277173
2019-07-19,2476200.0,1018600.0,2622400.0,2376700.0,2826829.92,2848005.5999999996,2809980.2720000003,2847151.1281,1.34,11331968.257971728
2019-07-22,2476200.0,1018600.0,2622400.0,2376700.0,2807020.32,2878563.6,2811029.2320000003,2829199.913,1.34,11325814.40287173
2019-07-23,2476200.0,1018600.0,2622400.0,2376700.0,2816182.26,2898935.6,2811291.472,2811431.7038000003,1.34,11337842.37367173
2019-07-24,2476200.0,1018600.0,2622400.0,2376700.0,2832525.1799999997,2920326.2,2807095.6319999998,2821123.8864,1.34,11381072.236271728
2019-07-25,2476200.0,1018600.0,2622400.0,2376700.0,2844410.94,2886712.4,2808800.1920000003,2821931.9644,1.34,11361856.834271729
2019-07-26,2476200.0,1018600.0,2622400.0,2376700.0,2846144.28,2919307.6,2808511.728,2814483.3866000003,1.34,11388448.332471728
2019-07-29,2476200.0,1018600.0,2622400.0,2376700.0,2848868.1,2910140.2,2806308.912,2816995.5585,1.34,11382314.108371729
2019-07-30,2476200.0,1018600.0,2622400.0,2376700.0,2862982.44,2898935.6,2807882.352,2828841.0313,1.34,11398642.761171728
2019-07-31,2476200.0,1018600.0,2622400.0,2376700.0,2840449.02,2860228.8,2812235.536,2841855.8405000004,1.34,11354770.534371728
2019-08-01,2476200.0,1018600.0,2622400.0,2376700.0,2815687.02,2845968.4,2813808.9760000003,2799942.736,1.34,11275408.469871728
2019-08-02,2476200.0,1018600.0,2622400.0,2376700.0,2783744.04,2809298.8,2824849.28,2865908.0445,1.34,11283801.502371728
2019-08-05,2476200.0,1018600.0,2622400.0,2376700.0,2734962.9,2715587.6,2832532.912,2948474.6025,1.34,11231559.352371728
2019-08-06,2476200.0,1018600.0,2622400.0,2376700.0,2697819.9,2772629.2,2832323.12,2958257.0997,1.34,11261030.65757173
2019-08-07,2476200.0,1018600.0,2622400.0,2376700.0,2691134.16,2796057.0,2834499.7120000003,3022247.3704999997,1.34,11343939.580371728
2019-08-08,2476200.0,1018600.0,2622400.0,2376700.0,2722581.9,2862266.0,2830723.456,3049082.6902,1.34,11464655.384071728
2019-08-09,2476200.0,1018600.0,2622400.0,2376700.0,2699800.8600000003,2837819.6,2835810.912,3049800.4535999997,1.34,11423233.163471729
2019-08-12,2476200.0,1018600.0,2622400.0,2376700.0,2730010.5,2809298.8,2833634.32,3029876.5775,1.34,11402821.535371728
2019-08-13,2476200.0,1018600.0,2622400.0,2376700.0,2716391.4,2875507.8,2839115.136,3108136.5551,1.34,11539152.228971729
2019-08-14,2476200.0,1018600.0,2622400.0,2376700.0,2721096.18,2786889.6,2839036.464,3033914.5908,1.34,11380938.17267173
2019-08-15,2476200.0,1018600.0,2622400.0,2376700.0,2731991.46,2783833.8000000003,2839115.136,3060210.3996,1.34,11415152.13347173
2019-08-16,2476200.0,1018600.0,2622400.0,2376700.0,2730753.36,2829670.8,2837305.6799999997,3069992.8967999998,1.34,11467724.074671729
2019-08-19,2476200.0,1018600.0,2622400.0,2376700.0,2779286.8800000004,2874489.2,2838511.984,3057249.0314,1.34,11549538.43327173
2019-08-20,2476200.0,1018600.0,2622400.0,2376700.0,2772105.9,2857173.0,2837961.2800000003,3046839.0854,1.34,11514080.603271728
2019-08-21,2476200.0,1018600.0,2622400.0,2376700.0,2769382.08,2882638.0,2834368.5919999997,3041453.4831999997,1.34,11527843.493071727
2019-08-22,2476200.0,1018600.0,2622400.0,2376700.0,2771610.6599999997,2874489.2,2832978.72,3052942.451,1.34,11532022.368871728
2019-08-23,2476200.0,1018600.0,2622400.0,2376700.0,2777305.92,2787908.2,2831982.208,3045581.8111,1.34,11442779.476971729
2019-08-26,2476200.0,1018600.0,2622400.0,2376700.0,2753534.4000000004,2828652.2,2836571.408,3152740.084,1.34,11571499.429871729
2019-08-27,2476200.0,1018600.0,2622400.0,2376700.0,2785477.38,2833745.2,2835942.0319999997,3158394.2533,1.34,11613560.203171728
2019-08-28,2476200.0,1018600.0,2622400.0,2376700.0,2783744.04,2842912.6,2835470.0,3171409.0625,1.34,11633537.040371729
2019-08-29,2476200.0,1018600.0,2622400.0,2376700.0,2765420.16,2886712.4,2839062.6879999996,3186486.8473,1.34,11677683.433171729
2019-08-30,2476200.0,1018600.0,2622400.0,2376700.0,2756258.2199999997,2883656.6,2835076.6399999997,3143855.9793999996,1.34,11618848.777271727
2019-09-02,2476200.0,1018600.0,2622400.0,2376700.0,2776563.06,2883656.6,2833398.304,3133892.8529999997,1.34,11627512.154871728
2019-09-03,2476200.0,1018600.0,2622400.0,2376700.0,2772353.52,2853098.6,2834263.696,3153457.8474,1.34,11613175.001271728
2019-09-04,2476200.0,1018600.0,2622400.0,2376700.0,2799591.72,2893842.6,2836728.7520000003,3168625.9468,1.34,11698790.35667173
2019-09-05,2476200.0,1018600.0,2622400.0,2376700.0,2811477.48,2945791.1999999997,2843573.216,3178498.7586000003,1.34,11779341.992471728
2019-09-06,2476200.0,1018600.0,2622400.0,2376700.0,2826087.06,2942735.4,2843756.7840000005,3096110.4531,1.34,11708691.034971729
2019-09-09,2476200.0,1018600.0,2622400.0,2376700.0,2845401.42,2934586.5999999996,2842366.912,3091083.7326,1.34,11713440.002471728
2019-09-10,2476200.0,1018600.0,2622400.0,2376700.0,2830048.98,2927456.4,2838957.7920000004,3048093.983,1.34,11644558.49287173
2019-09-11,2476200.0,1018600.0,2622400.0,2376700.0,2833020.42,2954958.5999999996,2837331.904,3054465.9157000002,1.34,11679778.177571729
2019-09-12,2476200.0,1018600.0,2622400.0,2376700.0,2851096.68,2966163.1999999997,2830487.44,3060481.3433999997,1.34,11708230.001271728
2019-09-16,2476200.0,1018600.0,2622400.0,2376700.0,2856296.6999999997,2934586.5999999996,2830303.872,3057070.7789000003,1.34,11678259.288771728
2019-09-17,2476200.0,1018600.0,2622400.0,2376700.0,2817172.7399999998,2950884.1999999997,2827943.712,3050608.5316,1.34,11646610.521471728
2019-09-18,2476200.0,1018600.0,2622400.0,2376700.0,2831782.32,2950884.1999999997,2822856.256,3060840.2251,1.34,11666364.338971728
2019-09-19,2476200.0,1018600.0,2622400.0,2376700.0,2837725.1999999997,2954958.5999999996,2826212.928,3049173.0048,1.34,11668071.070671728
2019-09-20,2476200.0,1018600.0,2622400.0,2376700.0,2836239.48,2925419.1999999997,2826973.4239999996,3063352.397,1.34,11651985.838871727
2019-09-23,2476200.0,1018600.0,2622400.0,2376700.0,2802563.1599999997,2924400.6,2827891.264,3094853.1788000003,1.34,11649709.540671729
2019-09-24,2476200.0,1018600.0,2622400.0,2376700.0,2815934.64,2883656.6,2824718.16,3105263.1248,1.34,11629573.86267173
2019-09-25,2476200.0,1018600.0,2622400.0,2376700.0,2789686.92,2918289.0,2825321.312,3125187.0009,1.34,11658485.570771728
2019-09-26,2476200.0,1018600.0,2622400.0,2376700.0,2788448.8200000003,2906065.8000000003,2823197.168,3081391.55,1.34,11599104.675871728
2019-09-27,2476200.0,1018600.0,2622400.0,2376700.0,2781763.08,2873470.6,2819316.0160000003,3063889.5312,1.34,11538440.56507173
2019-09-30,2578800.0,1014600.0,2683700.0,2244600.0,2886708.7199999997,2886537.0,2886265.676,2886645.384,79.66,11546236.438897328
2019-10-08,2578800.0,1014600.0,2683700.0,2244600.0,2906049.72,2832763.1999999997,2894182.591,2882407.5792,79.66,11515482.749097329
2019-10-09,2578800.0,1014600.0,2683700.0,2244600.0,2936995.32,2865230.4,2895873.3219999997,2919362.6736,79.66,11617541.374497328
2019-10-10,2578800.0,1014600.0,2683700.0,2244600.0,2951952.3600000003,2883493.2,2892277.164,2902665.0942,79.66,11630467.477097329
2019-10-11,2578800.0,1014600.0,2683700.0,2244600.0,2969230.32,2922048.0,2884870.152,2887154.9082,79.66,11663383.039097328
2019-10-14,2578800.0,1014600.0,2683700.0,2244600.0,3004817.7600000002,2921033.4,2884065.042,2847571.3871999998,79.66,11657567.248097328
