date,w_DIV,w_NDX,w_BOND,w_GOLD
2019-03-20,0.2689758654971833,0.26445410106128153,0.23397997917189148,0.23258871520636268
2019-03-21,0.26780079623135195,0.2660902124066365,0.23312508144039695,0.23298257751579007
2019-03-22,0.2702993812887835,0.261555715900685,0.23430244925384128,0.23384111624096213
2019-03-25,0.2677665504578753,0.2621948719816465,0.23526342620099472,0.23477381182190102
2019-03-26,0.26481252287257206,0.2636399164838935,0.23603267085389346,0.23551354810423852
2019-03-27,0.2678612329059603,0.26213963481777725,0.23527268280677208,0.234725109691373
2019-03-28,0.2655610683560526,0.2635758008793598,0.23618087157418363,0.23468091678783795
2019-03-29,0.2500192756574765,0.2500276846464233,0.24993338516364078,0.2500188649790374
2019-04-01,0.2541487413012541,0.25063923859471665,0.24648892779850773,0.24872230957158312
2019-04-02,0.2540224425944002,0.2514029775431364,0.24609025494759124,0.2484835415876422
2019-04-03,0.2561144028311854,0.25206513082115006,0.2439059696955992,0.24791371660245612
2019-04-04,0.25862662606798104,0.25073447401942983,0.24280429451802296,0.2478338274054596
2019-04-08,0.25704145659394767,0.2525178842035365,0.24249265290760832,0.24794723041342034
2019-04-09,0.25834971386203176,0.2514529856928159,0.2419261376186039,0.24827038643117358
2019-04-10,0.25810181283557243,0.251990446186501,0.24119240502350023,0.24871456169353495
2019-04-11,0.2557315080687049,0.2522454006583828,0.24235671231491843,0.24966560187337722
2019-04-12,0.255656756528377,0.2544983538871419,0.2417975552506272,0.24804655587117258
2019-04-15,0.25528000635035863,0.2549553367554872,0.2420061956396978,0.2477576799351764
2019-04-16,0.25813683589241937,0.25467773064286914,0.2405890602790693,0.24659559533611755
2019-04-17,0.25893465018286643,0.255465413070806,0.24054441379392832,0.24505474530664495
2019-04-18,0.257350272797273,0.25583986359891786,0.24190770927827743,0.24490137438059828
2019-04-19,0.2579666961333241,0.25575168773746304,0.24112227131562333,0.24515856658560142
2019-04-22,0.2533024198994698,0.257861712692547,0.2418591108134699,0.2469759739809486
2019-04-23,0.25126511495202913,0.26103841965401786,0.24181226988620957,0.24588341368105102
2019-04-24,0.2518931820023272,0.2610510977796302,0.24147675736880292,0.24557818012601249
2019-04-25,0.24625858752135824,0.2632424708091178,0.2426383926721306,0.24785976344166033
2019-04-26,0.24370694423065487,0.2640033475204249,0.24327848125752624,0.24901044031143468
2019-04-29,0.24394711994922622,0.2643897582376275,0.24301556506751334,0.24864676977307068
2019-04-30,0.24618561218419668,0.26203670591957234,0.2432905599214284,0.24848633658385302
2019-05-06,0.23650286924368352,0.26523750433342314,0.2463430699041087,0.25191576356520695
2019-05-07,0.23920861714173033,0.2617301936490556,0.2468861742669515,0.25217422029338554
2019-05-08,0.23757832405710066,0.2614149781948118,0.24758088870111,0.2534250129947163
2019-05-09,0.23497560205531356,0.2612009271513613,0.2488979656215362,0.25492470680343665
2019-05-10,0.23984174418076987,0.26029026804565014,0.247125806256971,0.252741389478154
2019-05-13,0.23997028852016286,0.2533970985747971,0.25003834475188613,0.2565934688839478
2019-05-14,0.23710839270621642,0.2560679538832239,0.24839885248864557,0.2584240060827942
2019-05-15,0.2391281901783063,0.25865923386272816,0.24671778625049567,0.2554940008749235
2019-05-16,0.23943884435749044,0.2599262977652304,0.24555626812117043,0.25507780523655893
2019-05-17,0.235725243843633,0.25999445870200144,0.24767938303394166,0.25660012328208853
2019-05-20,0.2351132387783557,0.25783624933462873,0.24937745682554535,0.2576722583562917
2019-05-21,0.23692992612977098,0.2592294362443599,0.2478234479157265,0.2560163964797662
2019-05-22,0.23650838629811538,0.25890486380042516,0.24804320567366195,0.2565427487218024
2019-05-23,0.23538306145901944,0.2565710314345796,0.24972410139400095,0.2583210053691415
2019-05-24,0.2357566684422319,0.25569698844417965,0.24920221088024103,0.25934333400862386
2019-05-27,0.2382652130578618,0.25491271548797023,0.2481314374469105,0.2586898373199995
2019-05-28,0.23926272270978147,0.25403361292304205,0.24820513564566657,0.25849773296008155
2019-05-29,0.23882124010512373,0.25250301045848017,0.2493825643322186,0.2592923874265044
2019-05-30,0.23944483001401315,0.2534092043355944,0.24944405499221858,0.2577011134994594
2019-05-31,0.23955336733066812,0.24952516885238987,0.24969921895073324,0.26122144705777023
2019-06-03,0.2398557342388491,0.24431661747233652,0.25079942686957307,0.26502742217028974
2019-06-04,0.2363708179947306,0.24853296076027565,0.2493700011970268,0.2657254269597132
2019-06-05,0.23576878658478403,0.2497515809030747,0.24848899677674469,0.26598984553073324
2019-06-06,0.23405453823321518,0.25162200082496033,0.2482848521288812,0.26603781939838306
2019-06-10,0.2340081610172878,0.25697466343038733,0.24589427509941314,0.2631221182129459
2019-06-11,0.23809349277795483,0.2565879206661363,0.24453306944878297,0.26078473720369544
2019-06-12,0.23660842826118503,0.2553390984270885,0.2447948368843432,0.26325685597588366
2019-06-13,0.23529912294075409,0.25640338097845383,0.24471408350693952,0.26358263323133363
2019-06-14,0.2331893792610623,0.2548979323159552,0.24466194682936349,0.2672499633617118
2019-06-17,0.23336813806284254,0.2569424113148561,0.24522580940445884,0.26446286168319266
2019-06-18,0.23204497708999292,0.259246452935115,0.24371622170588014,0.2649915729433055
2019-06-19,0.23425790323871104,0.2595901237071001,0.24298702456966725,0.26316417495513317
2019-06-20,0.23550349070451124,0.2586085536802281,0.2403157588170809,0.26557143231179986
2019-06-21,0.23572667652809445,0.2567452544026168,0.24015853013472307,0.2673687752713324
2019-06-24,0.2353397396892053,0.2562307430449416,0.23956610294657213,0.2688626519095735
2019-06-25,0.23331136973161826,0.25222469133081055,0.23982658343953267,0.2746365928186899
2019-06-26,0.23401951870331886,0.25464564071883106,0.2404964813954596,0.27083759398445945
2019-06-27,0.23497193035457414,0.2554083008163691,0.23984440642152752,0.2697745988393211
2019-06-28,0.2338725560621685,0.25566431428842296,0.24024404927135218,0.2702183168804173
2019-06-30,0.25001882730648284,0.25000770678478884,0.24995754023951475,0.2500158059570186
2019-07-01,0.2542197084265806,0.25241259816817635,0.24937133280099943,0.24399624117728566
2019-07-02,0.2541345786623279,0.2517504128823878,0.24940140475686576,0.24471348475615476
2019-07-03,0.2522355105285323,0.2516393114880151,0.2473462318500942,0.2487788283452015
2019-07-04,0.2526630855351273,0.252466293560689,0.24788481672309715,0.24698568613204389
2019-07-05,0.25326234333317615,0.25186815941412755,0.24730670548576505,0.2475626737033528
2019-07-08,0.24983331994355057,0.2526904878970277,0.2492566476651692,0.24821942549309545
2019-07-09,0.2502071013981471,0.25407009121058094,0.24943109772356398,0.24629159061445946
2019-07-10,0.2486338221918686,0.25628123669886416,0.24929934945619395,0.24578547270944548
2019-07-11,0.24760690083859316,0.25461396479126847,0.24859083354407646,0.24918818227923387
2019-07-12,0.24864927633534653,0.2556183643591971,0.2483930050744747,0.24733923584599504
2019-07-15,0.24890882262187872,0.25602040745028437,0.24780901014217813,0.24726164158956657
2019-07-16,0.24930382627436232,0.25498605013628295,0.24803117657162388,0.24767882875879205
2019-07-17,0.24984879234652868,0.25470896638501334,0.24852366410626459,0.24691845865515094
2019-07-18,0.24758125495241415,0.2548130315873478,0.24863983351404326,0.24896576151658945
2019-07-19,0.2494562158706545,0.2513248833005251,0.24796930312818838,0.25124947963890626
2019-07-22,0.24784269105524656,0.2541595242166535,0.2481966534156914,0.24980101318653422
2019-07-23,0.24838784728032753,0.2556867086749935,0.24795647878544028,0.24796884725868049
2019-07-24,0.24888034459290045,0.25659499732308666,0.24664597269260133,0.24787856783906673
2019-07-25,0.2503473667631652,0.25407047827715673,0.24721313012214507,0.24836890708638118
2019-07-26,0.24991501887792977,0.25633936378112354,0.24661056941287854,0.24713493045185989
2019-07-29,0.25028900739126925,0.2556721043095782,0.2465499445263025,0.24748882623333074
2019-07-30,0.25116871367812726,0.25432287516500807,0.24633479711854417,0.24817349666717758
2019-07-31,0.25015468268616714,0.25189666240650804,0.24766995752905402,0.2502785795536328
2019-08-01,0.24971929199049514,0.25240490467414317,0.24955273092931338,0.24832295375210056
2019-08-02,0.2467026772329244,0.24896740689824406,0.25034553110547436,0.25398426619766556
2019-08-05,0.24350696231885804,0.2417818857384713,0.25219409194519943,0.2625169408802867
2019-08-06,0.23957131296734643,0.2462145148442279,0.2515154434905648,0.26269860989241844
2019-08-07,0.23723100259247104,0.2464802443798256,0.24986907695669489,0.26641955813387397
2019-08-08,0.23747612194105583,0.24966001193342913,0.24690872609505812,0.2659550233351282
2019-08-09,0.23634297062526927,0.24842525398803425,0.24824941165239645,0.266982246615818
2019-08-12,0.2394153492213717,0.24636874227010497,0.24850290879411052,0.26571288238628277
2019-08-13,0.23540649660378574,0.24919575918067602,0.2460419170891723,0.26935571118442303
2019-08-14,0.23909243145999887,0.2448734504763384,0.24945539822166723,0.26657860228826585
2019-08-15,0.2393302715597808,0.24387180892992125,0.24871461219295465,0.26808319011595055
2019-08-16,0.23812513644545197,0.24675086194738263,0.2474166331108921,0.2677072518321715
2019-08-19,0.24064051529483413,0.2488834698120244,0.24576843485128888,0.2647074642041733
2019-08-20,0.24075790291170146,0.24814599605878507,0.24647745467350585,0.2646185301616041
2019-08-21,0.2402341844478031,0.2500587383696244,0.24587153648498652,0.2638354246419049
2019-08-22,0.24034038188144521,0.2492615005464332,0.24566191682449656,0.2647360847339992
2019-08-23,0.24271252675883948,0.2436390743709242,0.247490761637003,0.26615752031481055
2019-08-26,0.23795830580881977,0.24444992778531865,0.24513429959452052,0.2724573511935046
2019-08-27,0.239846983291073,0.2440031437755055,0.24419230471853826,0.27195745301577934
2019-08-28,0.23928612857290138,0.24437216214933372,0.2437324083088489,0.2726091859676293
2019-08-29,0.23681239312794897,0.24719906276958833,0.2431186548468452,0.2728697746890824
2019-08-30,0.23722300486358588,0.24818780718111078,0.24400667349641816,0.2705823993122167
2019-09-02,0.23879253128423245,0.2480028884589725,0.2436805282386099,0.2695239369573097
2019-09-03,0.23872485514912217,0.24567774098707415,0.24405588443208917,0.27154140422878953
2019-09-04,0.2393060850435203,0.2473625487569887,0.2424805185420077,0.27085073329764875
2019-09-05,0.2386786530008924,0.25008113372399565,0.24140340078565936,0.26983669891165435
2019-09-06,0.241366609773799,0.2513291529523313,0.24287572159058743,0.2644284014201487
2019-09-09,0.24291765863824577,0.25053157734881926,0.24265859656942912,0.2638920532266978
2019-09-10,0.24303617708927544,0.25140123619045374,0.2438012393289004,0.26176123249893113
2019-09-11,0.2425577247211895,0.2529978356673163,0.24292686563589277,0.2615174594296136
2019-09-12,0.24351218584622258,0.253340018062322,0.24175195052476395,0.26139573129905846
2019-09-16,0.24458240131268857,0.2512863028158238,0.24235665624595665,0.2617745250646452
2019-09-17,0.24188777797679858,0.2533684967450178,0.2428125939977467,0.2619310164082407
2019-09-18,0.242730488927075,0.252939486052438,0.24196537790013903,0.26236453244265656
2019-09-19,0.24320431224769978,0.2532516799136949,0.2422176648464051,0.2613262283312832
2019-09-20,0.24341254093685338,0.25106614790421605,0.24261730687734326,0.2629038894623843
2019-09-23,0.2405693592802145,0.2510277693868904,0.24274349966642536,0.2656592568248315
2019-09-24,0.24213566836171924,0.24795892214553775,0.242890942811473,0.2670143516407926
2019-09-25,0.2392838163297858,0.2503145869405425,0.2423403361310657,0.2680611458434159
2019-09-26,0.24040207394631818,0.2505422514243838,0.2433978524112098,0.2656577068754161
2019-09-27,0.24108657182156287,0.24903457133525883,0.2443411655240843,0.26553757537
2019-09-30,0.25001295749281244,0.24999808511418858,0.2499745862016697,0.2500074720690265
2019-10-08,0.2523602165291593,0.2459960439107126,0.2513296797068163,0.25030714230594847
2019-10-09,0.2528069602099505,0.24662967039564115,0.24926731299248758,0.2512891996243324
2019-10-10,0.25381201278564025,0.24792582118286852,0.24868107577751805,0.2495742410970081
2019-10-11,0.2545771076922292,0.2505317702595274,0.24734420042019561,0.2475400918002816
2019-10-14,0.2577568454936794,0.2505697233251433,0.24739853355516503,0.24426806439094415
2019-10-15,0.255782937065786,0.2530195211117891,0.24668159435350376,0.24450913264086388
2019-10-16,0.2560680316603105,0.2528019647919859,0.2470100281625119,0.2441131523728603
2019-10-17,0.25495453342182667,0.25328979326269213,0.24696902756571557,0.24477983065601647
2019-10-18,0.2536463920103545,0.2523705704010596,0.2482618240029153,0.24571435031134733
2019-10-21,0.25395176979281986,0.2537731975256486,0.2470327668989441,0.2452354236133251
2019-10-22,0.25510353758916576,0.25209792361302547,0.24751781127658945,0.24527387166158673
2019-10-23,0.25355149092916235,0.2530613126078345,0.24770539270550915,0.24567494545409507
2019-10-24,0.25348290798691825,0.25475035308992905,0.24710376261001954,0.24465613364603478
2019-10-25,0.2534932536780148,0.2553331123779823,0.245309836529728,0.24585699725488444
2019-10-28,0.2534564963014123,0.25735768631559686,0.24398463738571619,0.24519439496555076
2019-10-29,0.25322785371518414,0.25653355662468497,0.2455627415900066,0.24466901825666265
2019-10-30,0.2525095610132369,0.25776958225846225,0.2454880249777398,0.24422599684225285
2019-10-31,0.25141191224669435,0.2577821814122226,0.24612199702289186,0.24467707176660575
2019-11-01,0.252568844094869,0.257934263465958,0.24452199628953641,0.2449681095903026
2019-11-04,0.2527895364187233,0.2590067601630303,0.24398166667151738,0.24421525605397443
2019-11-05,0.25427762353447503,0.2586002527141256,0.24438562483600426,0.24272972886484193
2019-11-06,0.25463569434460603,0.2587677683730798,0.24584852904701154,0.2407411951790649
2019-11-07,0.25511955035434547,0.2589959488390801,0.24550930680580185,0.24036838862970647
2019-11-08,0.25489835711082653,0.26085033045510764,0.2462911570983272,0.23795332637905578
2019-11-11,0.25183853691571245,0.2615359207208192,0.24791196094678586,0.23870672078568506
2019-11-12,0.25224354092861656,0.26278022420909597,0.24824874185465082,0.23672062497764546
2019-11-13,0.25072220764139286,0.2624677727991952,0.24815232165918982,0.23865083803646803
2019-11-14,0.25041729908666477,0.2624858591074131,0.24780105164002525,0.23928893439386742
2019-11-15,0.2492574941229727,0.26421943846021745,0.2479449657539294,0.23857124848859373
2019-11-18,0.251380436542705,0.26343355632546417,0.2476998879597853,0.23747929089310688
2019-11-19,0.25299484565008257,0.26245689866788063,0.24699073399284616,0.23755072545668376
2019-11-20,0.2519054413697432,0.2616952474306236,0.24754198967319693,0.23885051132500043
2019-11-21,0.25185719116203253,0.26163196050039145,0.2476761318510011,0.2388279034156266
2019-11-22,0.2514428479981097,0.26201963757689983,0.24754131526583276,0.23898938954431173
2019-11-25,0.25389539218215557,0.26427859315463337,0.24605424360889874,0.2357649924842518
2019-11-26,0.2537088593230361,0.26443467445199853,0.24619819919510535,0.23565149109731898
2019-11-27,0.2524402541820501,0.2659674425933962,0.24582575352934882,0.23575978307208825
2019-11-28,0.2517640233023939,0.26622149110507154,0.24642790684348703,0.23557979907180127
2019-11-29,0.25196995426432395,0.26509068073965775,0.24652567113553622,0.23640691218499385
2019-12-02,0.2531031948209509,0.2628664793704864,0.24700009120105118,0.23702342776905122
2019-12-03,0.25395121418621946,0.2608116661180239,0.24715387475495235,0.23807644194895916
2019-12-04,0.25180877710193367,0.26122647094136003,0.24582825558237267,0.24112973200333604
2019-12-05,0.2525425487498599,0.26227671783078577,0.24586511406389233,0.23930885233919774
2019-12-06,0.2530340457634768,0.2640019235703091,0.24545172793796102,0.2375055489058668
2019-12-09,0.25456830493319804,0.26338073445187504,0.24580123653466665,0.23624295970023987
2019-12-10,0.25411770133696776,0.2630865108005866,0.24582252279573674,0.23696650160585284
2019-12-11,0.2542223820125646,0.2641137927249953,0.24557780448872343,0.23607926848975616
2019-12-12,0.2533570424688738,0.2648942212712934,0.24494080367355425,0.23680119981271835
2019-12-13,0.2562353540159429,0.26490051826257693,0.24445315085525263,0.2344042526399356
2019-12-16,0.2560903381013676,0.26538492674543235,0.2434162336474792,0.23510180611237358
2019-12-17,0.25762720489256946,0.26529982737600855,0.24264746142239688,0.23441882165474953
2019-12-18,0.2569909823531279,0.2655058822056512,0.2426688967778373,0.23482755310834
2019-12-19,0.25714228718037724,0.2668978762989327,0.2422014074212686,0.2337517598283459
2019-12-20,0.25623622118816725,0.2673894373916962,0.24229719213793102,0.23407049736729255
2019-12-23,0.2536311990007164,0.2685728953630248,0.24266336609035613,0.23512588139628357
2019-12-24,0.25379790202931946,0.26824158004198984,0.24256970516054127,0.23538416493121384
2019-12-25,0.25319464910993694,0.26793489012731364,0.2424901958110266,0.23637362052077357
2019-12-26,0.2543222778988453,0.26801703449991704,0.24170090603921957,0.2359531726682509
2019-12-27,0.2547527074721177,0.2677216383629774,0.24143652892382245,0.23608252570405508
2019-12-30,0.257851819787534,0.26526980925283883,0.24113579195954266,0.23573598816909677
2019-12-31,0.2500087208481172,0.25000725957968895,0.24996542536341224,0.25001290379916685
2020-01-02,0.25098567228007207,0.25179996709690894,0.248123979614131,0.24908472835418594
2020-01-03,0.25026424976286943,0.2494660213839506,0.24764631964067435,0.2526177649944407
2020-01-06,0.2476361072470739,0.24959288734160504,0.2464239521175757,0.25634144319497515
2020-01-07,0.24942942235265356,0.2497302728244753,0.24650897227377258,0.2543257158584533
2020-01-08,0.2456225337364301,0.25025236886597146,0.24655957294569594,0.2575599205054379
2020-01-09,0.24868950530912082,0.2533000797540766,0.24745166363392823,0.2505531297686599
2020-01-10,0.24805501505189093,0.2523526410795865,0.24814376321517806,0.25144295415335255
2020-01-13,0.24812018878395461,0.25434448499820106,0.24751691294252462,0.2500128014006268
2020-01-14,0.2493365075459755,0.25327128809658506,0.24838346563067543,0.2490031039484894
2020-01-15,0.24792479587974925,0.2530351603477012,0.24847697310238961,0.2505574341844817
2020-01-16,0.24603126232818645,0.25510831672109713,0.24822009396882355,0.2506346965300035
2020-01-17,0.24565269318918623,0.2563821005368946,0.2481136460684971,0.24984593609099917
2020-01-20,0.24554601924979796,0.2556387292733186,0.2486116531154406,0.2501979734308739
2020-01-21,0.24201435868675766,0.2556550614829629,0.2496288878026437,0.25269605985871724
2020-01-22,0.24227274491969056,0.2570470193683324,0.24978230356573938,0.2508923020153062
2020-01-23,0.2364481409694832,0.2589828518854817,0.251254220401221,0.25330913482701073
2020-02-03,0.2199640930972894,0.2605992734443351,0.2571048761096182,0.2623260389837602
2020-02-04,0.22207441766705435,0.26547701063932866,0.2543040958526232,0.25813881589823834
2020-02-05,0.2239628314004721,0.2661707171275785,0.25384142398567894,0.25601937616161713
2020-02-06,0.22530404906889925,0.2680621401462735,0.2531717113576161,0.2534564676796338
2020-02-07,0.22421242961928453,0.2663592194843936,0.25397603276752345,0.25544668107165
2020-02-10,0.22561101917913368,0.267898018010697,0.2522142551763771,0.25427111520408685
2020-02-11,0.22718836869596037,0.26776195981637363,0.2513914050894085,0.25365267842756
2020-02-12,0.22775191080073567,0.26935166144931316,0.25081130639342786,0.2520795438224104
2020-02-13,0.2265997037079543,0.2689244164601124,0.25074002791146927,0.2537302784286886
2020-02-14,0.22780744224417424,0.2692323136567248,0.2495607607816444,0.25339392263578236
2020-02-17,0.23095273735510405,0.26778424541827234,0.24802724435026532,0.25323023893063207
2020-02-18,0.2293724538857106,0.2679444612831596,0.24814138586098639,0.2545361664732657
2020-02-19,0.22768720923387667,0.2696939613475601,0.24671813230149467,0.2558951947146696
2020-02-20,0.23019711705787066,0.26694807177021157,0.2463380648200762,0.25651124860590707
2020-02-21,0.22997549927001515,0.26216552328145143,0.24649291218707045,0.26136057659888906
2020-02-24,0.22906619624902919,0.2538417821999436,0.24879416789682815,0.26829232565258154
2020-02-25,0.22998953235616681,0.25065566477527934,0.25242538867809927,0.2669238046992332
2020-02-26,0.2306028221634088,0.25029352781624215,0.251630431844631,0.26746763067085777
2020-02-27,0.2344619744364137,0.24067165069158736,0.2548660859318053,0.2699946415611153
2020-02-28,0.2310992733061665,0.24307346740744176,0.2578445046029761,0.267977058365017
2020-03-02,0.2359318825588193,0.25013157490444904,0.2542038696614519,0.2597270541735469
2020-03-03,0.23785345457092683,0.2437005464140304,0.25654050000492123,0.26189982673390183
2020-03-04,0.23654636586466823,0.24899777511608584,0.2528379724374683,0.2616123193797536
2020-03-05,0.2403702641373558,0.2419764958931379,0.2538696450441821,0.263778004309764
2020-03-06,0.23744874304292596,0.23842473784826626,0.25536237377546767,0.26875853972623065
2020-03-09,0.23624383845361333,0.22664804379489858,0.26215375161192417,0.2749486474622392
2020-03-10,0.23689349776499255,0.23661669972389104,0.2585641299480914,0.26792000216186285
2020-03-11,0.23674164639230827,0.22954913450667452,0.2609799418367239,0.27272355154650985
2020-03-12,0.23998071650015942,0.21455649077969685,0.2678942059224855,0.27756270353663987
2020-03-13,0.2339838609496177,0.23464108629568098,0.2644480286967785,0.26692119955530075
2020-03-16,0.23838681996086541,0.2151661908548587,0.2762139870072805,0.27022691695497475
2020-03-17,0.2374533651609019,0.22849836498377626,0.275147482728876,0.2588947111563698
2020-03-18,0.23502758135091584,0.22184707657788633,0.27687528829445135,0.26624394036232296
2020-03-19,0.2315444984535071,0.22623264899004847,0.2772025639827773,0.26501416207664774
2020-03-20,0.2354216260601246,0.21881719368594654,0.2777090453366042,0.2680460089493549
2020-03-23,0.23026297090037542,0.22025834435644426,0.28040962670035224,0.26906289412334067
2020-03-24,0.22780039744643502,0.22850464475173696,0.27068773332136375,0.27300127780966826
2020-03-25,0.2313579212989153,0.22369713769981647,0.26896048521797444,0.2759785488956267
2020-03-26,0.22739221877779092,0.23346130857294017,0.2667828578868189,0.2723577692048237
2020-03-27,0.23015673372542875,0.22514829021264254,0.26808295753181616,0.27660613796892575
2020-03-30,0.2272329027968873,0.23253569611662464,0.2664419643505971,0.27378359201525837
2020-03-31,0.2500241297043175,0.24991655139707755,0.2500262005389806,0.2500196421120525
2020-04-01,0.25260911497524197,0.24259949910529405,0.2542132081502387,0.25056450733112806
2020-04-02,0.2530288639074305,0.24622776396300877,0.25175571240524885,0.2489740974657886
2020-04-03,0.2528706812998798,0.2438535035249892,0.2521579161373449,0.25110429728875
2020-04-07,0.24977445599202971,0.25310092696148084,0.24699761864959666,0.2501137628893125
2020-04-08,0.2483823424956026,0.25627138121611376,0.24670503636031574,0.24862804914165612
2020-04-09,0.24884514034292343,0.256564541566078,0.24596414787571277,0.2486129863712656
2020-04-10,0.24784677666897512,0.25618391271061136,0.24589012878408398,0.2500659867319349
2020-04-13,0.2474031551102638,0.25824797421909645,0.24506701168385345,0.2492686984189543
2020-04-14,0.24535608187343688,0.26526703567725973,0.24101892319225057,0.24834502315827645
2020-04-15,0.24541388617320772,0.26378613882049645,0.24285063765244067,0.2479363209694239
2020-04-16,0.24284296402699473,0.2675802938248852,0.2411213751823395,0.24844246917201618
2020-04-17,0.24455518254020864,0.27049064895298636,0.2413088122666158,0.24363242340641791
2020-04-20,0.24614254724922988,0.2678000787142818,0.24151770344074452,0.24452670131937831
2020-04-21,0.2463740820480356,0.26036664189598946,0.24379612990464425,0.2494500680301931
