date,策略净值,基准净值,策略收益率
2024-07-01,14328989.976800015,14587570.32559546,0.013125137336008397
2024-07-02,14139279.976800015,14637058.531125227,-0.013239593321452414
2024-07-03,14051594.976800015,14562127.53711859,-0.006201518050698129
2024-07-04,14072534.976800015,14552971.120100008,0.001490222286834486
2024-07-05,14033365.976800015,14497419.563018048,-0.0027833649065057697
2024-07-08,14017223.976800017,14589450.957716972,-0.001150258607000243
2024-07-09,14044537.976800015,14710197.841358759,0.001948602665207133
2024-07-10,13888982.976800015,14499634.238474432,-0.011075836047932608
2024-07-11,14016082.976800015,14593394.569025017,0.00915113800717493
2024-07-12,13994320.976800015,14617818.142588887,-0.0015526449177006851
2024-07-15,14075109.976800015,14766682.374288103,0.005772984636691847
2024-07-16,14019310.976800015,14738423.687858349,-0.003964373997217274
2024-07-17,13976161.976800015,14543075.8692492,-0.0030778260123771606
2024-07-18,14103061.976800015,14690476.016770205,0.009079745942458972
2024-07-19,14141963.976800015,14619652.473624643,0.0027584080722324877
2024-07-22,13892255.976800017,14377258.49106507,-0.017657236322313197
2024-07-23,13562900.976800015,14225414.806170018,-0.023707812507199888
2024-07-24,13369171.976800015,14221555.903684452,-0.014283743598171417
2024-07-25,13307952.976800015,14059836.64626039,-0.004579116799921179
2024-07-26,13537243.976800015,14032200.43493125,0.017229622046285087
2024-07-29,13411751.976800015,14067571.792070065,-0.009270129150000361
2024-07-30,13146024.976800015,13858007.60005161,-0.019812996874655986
2024-07-31,13622218.976800015,14003114.917427998,0.03622342121214461
2024-08-01,13386025.976800015,14013498.775393285,-0.01733880510967123
2024-08-02,13412513.976800015,13955051.682258843,0.001978779963964561
2024-08-05,13287857.976800015,13763842.441880474,-0.009294007090365097
2024-08-06,13143892.976800015,13687794.72529884,-0.010834327116632014
2024-08-07,13208189.976800015,13803096.59843919,0.0048917775056058765
2024-08-08,13302230.976800015,13842462.761084797,0.007119900619629416
2024-08-09,13261185.976800015,13841816.111052902,-0.0030855726435351505
2024-08-12,13443724.976800015,13864447.830608414,0.01376490762736804
2024-08-13,13417938.976800015,13885700.068754815,-0.0019180695859591923
2024-08-14,13282439.976800015,13854999.943082409,-0.010098346715861628
2024-08-15,13494800.976800015,14023438.466630466,0.01598810161167097
2024-08-16,13591743.976800015,14124779.696351351,0.007183729509361525
2024-08-19,13616572.976800015,14230193.85267102,0.0018267707251093945
2024-08-20,13469866.976800015,14110869.111251157,-0.010774076579324166
2024-08-21,13411454.976800015,14080849.601898897,-0.004336494198540097
2024-08-22,13373089.976800015,14107720.993513888,-0.002860614308169085
2024-08-23,13480750.976800015,14189646.440607456,0.008050570226235898
2024-08-26,13167384.976800017,14154511.072533078,-0.02324544089118563
2024-08-27,13114772.976800017,14265815.861150322,-0.003995630118865612
2024-08-28,12846797.976800015,14157170.215406043,-0.020433064336992213
2024-08-29,12918809.976800015,13902409.04722531,0.00560544348327463
2024-08-30,13079351.976800015,13840152.765372764,0.012426996007241176
2024-09-02,12939073.976800015,13840588.844120067,-0.010725149093687714
2024-09-03,13045099.976800015,13721534.523684673,0.008194249464073433
2024-09-04,12987015.976800015,13565899.56069665,-0.004452553073820753
2024-09-05,12911032.976800015,13477184.58979279,-0.005850689653091656
2024-09-06,12640305.976800017,13372417.198482111,-0.02096865529555003
2024-09-09,12373090.976800017,13135809.77681301,-0.021139915480720584
2024-09-10,12381888.976800015,13179287.307252983,0.0007110591861398952
2024-09-11,12459808.976800015,12981000.766830364,0.006293062403159855
2024-09-12,12424966.976800015,13006868.248228066,-0.002796351056815971
2024-09-13,12511703.976800015,13078019.922333073,0.006980863624181488
2024-09-18,12789865.976800015,13273857.387845546,0.02223214364052928
2024-09-19,12853953.976800015,13320855.175137028,0.005010842186794706
2024-09-20,12913219.976800015,13426517.795172663,0.004610721347452218
2024-09-23,13035994.976800015,13534947.531850418,0.00950769832935383
2024-09-24,13560145.976800015,14065653.876460522,0.04020797805866172
2024-09-25,13767277.976800015,14193085.48642339,0.015275056799121556
2024-09-26,14568671.976800015,14626358.270378273,0.05821005440221905
2024-09-27,14960825.976800015,14705199.678356184,0.026917621635279332
2024-09-30,15739376.976800015,15587056.384704154,0.052039305931859126
2024-10-08,15920183.189600019,15707243.425572274,0.011487507610149494
2024-10-09,14771406.189600019,14740732.60239091,-0.07215852897662933
2024-10-10,15377026.189600019,15254827.25083207,0.04099948185206581
2024-10-11,15164044.189600017,15079297.741979731,-0.01385066249962219
2024-10-14,15588561.189600019,15382172.057942582,0.027994972494946202
2024-10-15,15040264.189600019,14953543.821081012,-0.035173034466182695
2024-10-16,14958828.189600019,15036559.930424038,-0.005414532548990159
2024-10-17,14738940.189600019,14810487.017378142,-0.014699547131163282
2024-10-18,14938858.189600019,15006361.45138906,0.013563933188430077
2024-10-21,14880465.189600019,14902513.718758991,-0.0039087994048067065
2024-10-22,15119415.189600019,15012828.683851434,0.016057965725897017
2024-10-23,15105714.189600019,15045031.191371696,-0.0009061858430492453
2024-10-24,14936029.189600019,14962457.79903711,-0.011233166328330602
2024-10-25,14829067.189600019,14872404.592694145,-0.007161341119665043
2024-10-28,14881581.189600019,14855524.819970917,0.003541288155793687
2024-10-29,14670518.189600019,14695135.069560612,-0.014182834290989321
2024-10-30,14514411.189600019,14583236.965671606,-0.010640864759001167
2024-10-31,14289499.189600019,14503807.144817835,-0.015495771551597981
2024-11-01,14457865.189600019,14692630.029401563,0.011782498306346367
2024-11-04,14610559.189600019,14759131.177192569,0.01056131026244711
2024-11-05,14709800.189600019,14850433.53324554,0.006792416273200708
2024-11-06,14480587.189600019,14754837.572322948,-0.01558233266567799
2024-11-07,14773933.189600019,15029134.226106863,0.020257880164602726
2024-11-08,14678570.18960002,14914608.572343009,-0.00645481462357822
2024-11-11,14375199.189600019,14713785.19590365,-0.020667612450083528
2024-11-12,14301512.189600019,14571170.402720628,-0.005125981144895042
2024-11-13,14408393.189600019,14731153.316539325,0.007473405510063813
2024-11-14,14269056.189600019,14661169.115891855,-0.009670543978531398
2024-11-15,14170828.189600019,14667806.001392636,-0.006883987188416429
2024-11-18,13931446.189600019,14688187.051425694,-0.016892590665638196
2024-11-19,13889437.189600019,14627171.292377092,-0.0030154084097429035
2024-11-20,13956920.189600019,14669193.449942734,0.004858584194507909
2024-11-21,13854777.189600019,14648677.625617068,-0.007318448383484499
2024-11-22,13482365.189600019,14338279.460244514,-0.026879681636421293
2024-11-25,13452625.189600019,14321490.03930221,-0.002205844418377012
2024-11-26,13499259.189600019,14368530.472332677,0.0034665352927585324
2024-11-27,13694278.189600019,14530817.60456693,0.01444664460922751
2024-11-28,13487267.189600019,14449457.675488712,-0.01511660542701787
2024-11-29,13574063.189600019,14501944.668404667,0.00643540301974066
2024-12-02,13614296.189600019,14518056.305478858,0.002963961448980479
2024-12-03,13705153.189600019,14650406.441232353,0.006673646491502483
2024-12-04,14054401.189600019,14869397.797665006,0.025482969447216508
2024-12-05,14091746.189600019,14787701.780819802,0.0026571747523214118
2024-12-06,14125592.189600019,14868678.749201698,0.002401831507934604
2024-12-09,14137725.189600019,14910480.259235894,0.0008589374404375238
2024-12-10,14280770.189600019,14972841.979003496,0.010117964388303813
2024-12-11,14630794.189600019,15089653.990381788,0.024510162641991462
2024-12-12,14691793.189600019,15214003.105023528,0.004169220017007591
2024-12-13,14321425.189600019,14992833.693902485,-0.025209175981470766
2024-12-16,14350333.189600019,15178019.574142724,0.0020185141923578787
2024-12-17,14395293.189600019,15147905.679316027,0.0031330283001780312
2024-12-18,14393890.189600019,15230500.062926058,-9.746241229835473e-05
2024-12-19,14268508.189600019,15126061.01493144,-0.008710779250670653
2024-12-20,13974052.189600019,14986546.742334887,-0.02063677548397258
2024-12-23,14105041.189600019,15155383.56751091,0.009373730555943371
2024-12-24,14215984.189600019,15311206.553252269,0.007865485715972342
2024-12-25,14223676.189600019,15431472.14960994,0.0005410810744730377
2024-12-26,14206766.189600019,15333236.397446647,-0.0011888628350780195
2024-12-27,14056887.189600019,15348625.516272282,-0.010549832241887547
2024-12-30,14347701.189600019,15512685.69272917,0.02068836407929342
2024-12-31,14301001.189600019,15466226.75841836,-0.0032548768184446075
2025-01-02,14247442.534100022,15221218.143173674,-0.0037450983179377895
2025-01-03,14389815.534100022,15215401.904157957,0.00999288115458219
2025-01-06,14295369.534100022,15231561.129773976,-0.006563391989020895
2025-01-07,14183580.534100022,15209561.02711383,-0.007819944754372421
2025-01-08,14211527.534100022,15334891.68628813,0.001970376939222751
2025-01-09,14157794.534100022,15151588.713811208,-0.0037809447204791846
2025-01-10,14080885.534100022,15012382.03407282,-0.005432272647746039
2025-01-13,14076524.534100022,14976796.127961412,-0.00030971063499085627
2025-01-14,14216888.534100022,15110006.82401128,0.00997149542559117
2025-01-15,14088629.534100022,15089376.035504112,-0.009021594260401167
2025-01-16,14438355.534100022,15244513.407595463,0.024823280302283868
2025-01-17,14330111.534100022,15141931.000268357,-0.007496975659336935
2025-01-20,14089628.534100022,15020751.344519127,-0.01678165584599567
2025-01-21,14033843.534100022,14911104.91039289,-0.003959295297600529
2025-01-22,13846059.534100022,14773187.97215641,-0.013380796183434351
2025-01-23,13839778.534100022,14895214.17830427,-0.00045363086765093374
2025-01-24,13915153.534100022,14962764.637012783,0.005446257670546073
2025-01-27,14084758.534100022,15159288.00369364,0.012188510862231716
2025-02-05,13612383.534100022,14833713.580990404,-0.03353802614765122
2025-02-06,13587208.534100022,14838978.869746994,-0.0018494189453988064
2025-02-07,13781858.534100022,14940834.379499136,0.014325974280256615
2025-02-10,13726896.534100022,14952378.376474556,-0.0039879962389695045
2025-02-11,13784496.534100022,15069982.97748641,0.004196141484487104
2025-02-12,13703637.534100022,15081183.767365223,-0.005865937852715275
2025-02-13,13721198.534100022,15057441.127033835,0.0012814845661452967
2025-02-14,13775758.534100022,15115725.17570593,0.003976329025806802
2025-02-17,13529108.534100022,15072757.72114098,-0.017904640197449084
2025-02-18,13336954.534100022,15023727.543066991,-0.014203005284175063
2025-02-19,13301347.534100022,14959304.792234391,-0.00266979990888927
2025-02-20,13295005.534100022,14905172.434391173,-0.0004767937973007008
2025-02-21,13268449.534100022,14912655.166864373,-0.001997441816168233
2025-02-24,13319711.534100022,14838149.25151137,0.0038634506517325473
2025-02-25,13183503.534100022,14683359.602561204,-0.01022604728723231
2025-02-26,13251684.534100022,14750209.667524353,0.005171690501212023
2025-02-27,13362625.534100022,14882831.802989813,0.0083718413092706
