date,cash,stock_value,total_value,n_stocks,601398|工商银行,601939|建设银行,600036|招商银行,601166|兴业银行,601088|中国神华,601225|陕西煤业,600900|长江电力,600795|国电电力,600028|中国石化,000703|恒逸石化,600938|中国海油,601857|中国石油,000651|格力电器,000333|美的集团,600887|伊利股份,603156|养元饮品,600941|中国移动,601728|中国电信,601006|大秦铁路,600377|宁沪高速,002532|天山铝业,000933|神火股份
2024-06-04,3072.93,16639582.0,16642654.93,4,0.0,0.0,0.0,0.0,4174848.0,4026569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3885050.0,0.0,0.0,0.0,0.0,0.0,4553115.0
2024-06-05,3072.93,16572809.0,16575881.93,4,0.0,0.0,0.0,0.0,4215168.0,4058070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819998.0,0.0,0.0,0.0,0.0,0.0,4479573.0
2024-06-06,3072.93,17024748.0,17027820.93,4,0.0,0.0,0.0,0.0,4354560.0,4206310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3787472.0,0.0,0.0,0.0,0.0,0.0,4676406.0
2024-06-07,3072.93,16955988.0,16959060.93,4,0.0,0.0,0.0,0.0,4353408.0,4213722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773016.0,0.0,0.0,0.0,0.0,0.0,4615842.0
2024-06-11,3072.93,16768947.0,16772019.93,4,0.0,0.0,0.0,0.0,4283136.0,4189633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760367.0,0.0,0.0,0.0,0.0,0.0,4535811.0
2024-06-12,3072.93,17205306.0,17208378.93,4,0.0,0.0,0.0,0.0,4402944.0,4387904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3774823.0,0.0,0.0,0.0,0.0,0.0,4639635.0
2024-06-13,3072.93,17060891.0,17063963.93,4,0.0,0.0,0.0,0.0,4396032.0,4371227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3751332.0,0.0,0.0,0.0,0.0,0.0,4542300.0
2024-06-14,3072.93,17038316.0,17041388.93,4,0.0,0.0,0.0,0.0,4372992.0,4319343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782051.0,0.0,0.0,0.0,0.0,0.0,4563930.0
2024-06-17,3072.93,16750588.0,16753660.93,4,0.0,0.0,0.0,0.0,4293504.0,4271165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782051.0,0.0,0.0,0.0,0.0,0.0,4403868.0
2024-06-18,3072.93,16757635.0,16760707.93,4,0.0,0.0,0.0,0.0,4296960.0,4287842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738683.0,0.0,0.0,0.0,0.0,0.0,4434150.0
2024-06-19,3072.93,16591357.0,16594429.93,4,0.0,0.0,0.0,0.0,4283136.0,4254488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684473.0,0.0,0.0,0.0,0.0,0.0,4369260.0
2024-06-20,3072.93,16767262.0,16770334.93,4,0.0,0.0,0.0,0.0,4400640.0,4352697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623035.0,0.0,0.0,0.0,0.0,0.0,4390890.0
2024-06-21,3072.93,16599903.0,16602975.93,4,0.0,0.0,0.0,0.0,4349952.0,4308225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583281.0,0.0,0.0,0.0,0.0,0.0,4358445.0
2024-06-24,3072.93,16387630.0,16390702.93,4,0.0,0.0,0.0,0.0,4363776.0,4261900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485703.0,0.0,0.0,0.0,0.0,0.0,4276251.0
2024-06-25,3072.93,16336832.0,16339904.93,4,0.0,0.0,0.0,0.0,4331520.0,4228546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3498352.0,0.0,0.0,0.0,0.0,0.0,4278414.0
2024-06-26,3072.93,16222546.0,16225618.93,4,0.0,0.0,0.0,0.0,4314240.0,4228546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485703.0,0.0,0.0,0.0,0.0,0.0,4194057.0
2024-06-27,3072.93,15971126.0,15974198.93,4,0.0,0.0,0.0,0.0,4290048.0,4200751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3454984.0,0.0,0.0,0.0,0.0,0.0,4025343.0
2024-06-28,3072.93,16183930.0,16187002.93,4,0.0,0.0,0.0,0.0,4375296.0,4276724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3467633.0,0.0,0.0,0.0,0.0,0.0,4064277.0
2024-07-01,1278.2,16575492.0,16576770.2,4,0.0,0.0,0.0,0.0,0.0,4210500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058752.0,4148840.0,0.0,0.0,0.0,0.0,0.0,4157400.0
2024-07-02,1278.2,16364598.0,16365876.2,4,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4026186.0,4042840.0,0.0,0.0,0.0,0.0,0.0,4095572.0
2024-07-03,1278.2,16221606.0,16222884.2,4,0.0,0.0,0.0,0.0,0.0,4105500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4033042.0,4028000.0,0.0,0.0,0.0,0.0,0.0,4055064.0
2024-07-04,1278.2,16088188.0,16089466.2,4,0.0,0.0,0.0,0.0,0.0,4117750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002190.0,3972880.0,0.0,0.0,0.0,0.0,0.0,3995368.0
2024-07-05,1278.2,16248906.0,16250184.2,4,0.0,0.0,0.0,0.0,0.0,4082750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3976480.0,4025880.0,0.0,0.0,0.0,0.0,0.0,4163796.0
2024-07-08,1278.2,16246536.0,16247814.2,4,0.0,0.0,0.0,0.0,0.0,4137000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3938772.0,3977120.0,0.0,0.0,0.0,0.0,0.0,4193644.0
2024-07-09,1278.2,16332284.0,16333562.2,4,0.0,0.0,0.0,0.0,0.0,4170250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906206.0,4015280.0,0.0,0.0,0.0,0.0,0.0,4240548.0
2024-07-10,1278.2,15906202.0,15907480.2,4,0.0,0.0,0.0,0.0,0.0,3979500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3926774.0,4025880.0,0.0,0.0,0.0,0.0,0.0,3974048.0
2024-07-11,1278.2,16165602.0,16166880.2,4,0.0,0.0,0.0,0.0,0.0,3979500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4015902.0,4076760.0,0.0,0.0,0.0,0.0,0.0,4093440.0
2024-07-12,1278.2,15992966.0,15994244.2,4,0.0,0.0,0.0,0.0,0.0,3906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985050.0,4087360.0,0.0,0.0,0.0,0.0,0.0,4014556.0
2024-07-15,1278.2,16159978.0,16161256.2,4,0.0,0.0,0.0,0.0,0.0,4002250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3983336.0,4089480.0,0.0,0.0,0.0,0.0,0.0,4084912.0
2024-07-16,1278.2,15962564.0,15963842.2,4,0.0,0.0,0.0,0.0,0.0,4009250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3991906.0,4051320.0,0.0,0.0,0.0,0.0,0.0,3910088.0
2024-07-17,1278.2,15812830.0,15814108.2,4,0.0,0.0,0.0,0.0,0.0,3921750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4062180.0,4108560.0,0.0,0.0,0.0,0.0,0.0,3720340.0
2024-07-18,1278.2,15883542.0,15884820.2,4,0.0,0.0,0.0,0.0,0.0,3949750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096460.0,4125520.0,0.0,0.0,0.0,0.0,0.0,3711812.0
2024-07-19,1278.2,15918954.0,15920232.2,4,0.0,0.0,0.0,0.0,0.0,3979500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125598.0,4129760.0,0.0,0.0,0.0,0.0,0.0,3684096.0
2024-07-22,1278.2,15543534.0,15544812.2,4,0.0,0.0,0.0,0.0,0.0,3799250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4079320.0,4068280.0,0.0,0.0,0.0,0.0,0.0,3596684.0
2024-07-23,1278.2,15084306.0,15085584.2,4,0.0,0.0,0.0,0.0,0.0,3739750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3973052.0,3934720.0,0.0,0.0,0.0,0.0,0.0,3436784.0
2024-07-24,1278.2,14911162.0,14912440.2,4,0.0,0.0,0.0,0.0,0.0,3799250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3914776.0,3854160.0,0.0,0.0,0.0,0.0,0.0,3342976.0
2024-07-25,1278.2,14787758.0,14789036.2,4,0.0,0.0,0.0,0.0,0.0,3720500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913062.0,3907160.0,0.0,0.0,0.0,0.0,0.0,3247036.0
2024-07-26,1278.2,14913026.0,14914304.2,4,0.0,0.0,0.0,0.0,0.0,3724000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3919918.0,3945320.0,0.0,0.0,0.0,0.0,0.0,3323788.0
2024-07-29,1278.2,14688398.0,14689676.2,4,0.0,0.0,0.0,0.0,0.0,3690750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3866784.0,3885960.0,0.0,0.0,0.0,0.0,0.0,3244904.0
2024-07-30,1278.2,14364800.0,14366078.2,4,0.0,0.0,0.0,0.0,0.0,3592750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3813650.0,3845680.0,0.0,0.0,0.0,0.0,0.0,3112720.0
2024-07-31,1278.2,14887074.0,14888352.2,4,0.0,0.0,0.0,0.0,0.0,3664500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3919918.0,4044960.0,0.0,0.0,0.0,0.0,0.0,3257696.0
2024-08-01,1278.2,14614880.0,14616158.2,4,0.0,0.0,0.0,0.0,0.0,3629500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3829076.0,3911400.0,0.0,0.0,0.0,0.0,0.0,3244904.0
2024-08-02,1278.2,14631198.0,14632476.2,4,0.0,0.0,0.0,0.0,0.0,3662750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818792.0,3955920.0,0.0,0.0,0.0,0.0,0.0,3193736.0
2024-08-05,1278.2,14529084.0,14530362.2,4,0.0,0.0,0.0,0.0,0.0,3624250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799938.0,3953800.0,0.0,0.0,0.0,0.0,0.0,3151096.0
2024-08-06,1278.2,14501418.0,14502696.2,4,0.0,0.0,0.0,0.0,0.0,3547250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798224.0,3975000.0,0.0,0.0,0.0,0.0,0.0,3180944.0
2024-08-07,1278.2,14713812.0,14715090.2,4,0.0,0.0,0.0,0.0,0.0,3605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3767372.0,3972880.0,0.0,0.0,0.0,0.0,0.0,3368560.0
2024-08-08,1278.2,14765108.0,14766386.2,4,0.0,0.0,0.0,0.0,0.0,3542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3811936.0,4083120.0,0.0,0.0,0.0,0.0,0.0,3328052.0
2024-08-09,1278.2,14744880.0,14746158.2,4,0.0,0.0,0.0,0.0,0.0,3543750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779370.0,4095840.0,0.0,0.0,0.0,0.0,0.0,3325920.0
2024-08-12,1278.2,14915896.0,14917174.2,4,0.0,0.0,0.0,0.0,0.0,3619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805080.0,4148840.0,0.0,0.0,0.0,0.0,0.0,3342976.0
2024-08-13,1278.2,14840846.0,14842124.2,4,0.0,0.0,0.0,0.0,0.0,3627750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763944.0,4153080.0,0.0,0.0,0.0,0.0,0.0,3296072.0
2024-08-14,1278.2,14628648.0,14629926.2,4,0.0,0.0,0.0,0.0,0.0,3608500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3726236.0,4083120.0,0.0,0.0,0.0,0.0,0.0,3210792.0
2024-08-15,1278.2,14891202.0,14892480.2,4,0.0,0.0,0.0,0.0,0.0,3732750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760516.0,4161560.0,0.0,0.0,0.0,0.0,0.0,3236376.0
2024-08-16,1278.2,15025024.0,15026302.2,4,0.0,0.0,0.0,0.0,0.0,3799250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755374.0,4165800.0,0.0,0.0,0.0,0.0,0.0,3304600.0
2024-08-19,1278.2,15089540.0,15090818.2,4,0.0,0.0,0.0,0.0,0.0,3808000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736520.0,4165800.0,0.0,0.0,0.0,0.0,0.0,3379220.0
2024-08-20,1278.2,14652140.0,14653418.2,4,0.0,0.0,0.0,0.0,0.0,3710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678244.0,4112800.0,0.0,0.0,0.0,0.0,0.0,3151096.0
2024-08-21,1278.2,14550734.0,14552012.2,4,0.0,0.0,0.0,0.0,0.0,3692500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655962.0,4076760.0,0.0,0.0,0.0,0.0,0.0,3125512.0
2024-08-22,1278.2,14376524.0,14377802.2,4,0.0,0.0,0.0,0.0,0.0,3685500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3599400.0,4038600.0,0.0,0.0,0.0,0.0,0.0,3053024.0
2024-08-23,1278.2,14410896.0,14412174.2,4,0.0,0.0,0.0,0.0,0.0,3706500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623396.0,4032240.0,0.0,0.0,0.0,0.0,0.0,3048760.0
2024-08-26,1278.2,14021960.0,14023238.2,4,0.0,0.0,0.0,0.0,0.0,3703000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568548.0,3678200.0,0.0,0.0,0.0,0.0,0.0,3072212.0
2024-08-27,1278.2,13937626.0,13938904.2,4,0.0,0.0,0.0,0.0,0.0,3764250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3537696.0,3608240.0,0.0,0.0,0.0,0.0,0.0,3027440.0
2024-08-28,1278.2,13645728.0,13647006.2,4,0.0,0.0,0.0,0.0,0.0,3746750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477706.0,3445000.0,0.0,0.0,0.0,0.0,0.0,2976272.0
2024-08-29,1278.2,13801514.0,13802792.2,4,0.0,0.0,0.0,0.0,0.0,3745000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3573690.0,3493760.0,0.0,0.0,0.0,0.0,0.0,2989064.0
2024-08-30,1278.2,13927278.0,13928556.2,4,0.0,0.0,0.0,0.0,0.0,3864000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535982.0,3546760.0,0.0,0.0,0.0,0.0,0.0,2980536.0
2024-09-02,1278.2,13704428.0,13705706.2,4,0.0,0.0,0.0,0.0,0.0,3886750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3381722.0,3487400.0,0.0,0.0,0.0,0.0,0.0,2948556.0
2024-09-03,1278.2,13767604.0,13768882.2,4,0.0,0.0,0.0,0.0,0.0,3858750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3470850.0,3502240.0,0.0,0.0,0.0,0.0,0.0,2935764.0
2024-09-04,1278.2,13631164.0,13632442.2,4,0.0,0.0,0.0,0.0,0.0,3827250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3463994.0,3504360.0,0.0,0.0,0.0,0.0,0.0,2835560.0
2024-09-05,1278.2,13593588.0,13594866.2,4,0.0,0.0,0.0,0.0,0.0,3771250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3518842.0,3536160.0,0.0,0.0,0.0,0.0,0.0,2767336.0
2024-09-06,1278.2,13229118.0,13230396.2,4,0.0,0.0,0.0,0.0,0.0,3573500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477706.0,3500120.0,0.0,0.0,0.0,0.0,0.0,2677792.0
2024-09-09,1278.2,13038626.0,13039904.2,4,0.0,0.0,0.0,0.0,0.0,3484250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448568.0,3432280.0,0.0,0.0,0.0,0.0,0.0,2673528.0
2024-09-10,1278.2,13080712.0,13081990.2,4,0.0,0.0,0.0,0.0,0.0,3547250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429714.0,3419560.0,0.0,0.0,0.0,0.0,0.0,2684188.0
2024-09-11,1278.2,13043100.0,13044378.2,4,0.0,0.0,0.0,0.0,0.0,3452750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3474278.0,3502240.0,0.0,0.0,0.0,0.0,0.0,2613832.0
2024-09-12,1278.2,13014616.0,13015894.2,4,0.0,0.0,0.0,0.0,0.0,3473750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416002.0,3455600.0,0.0,0.0,0.0,0.0,0.0,2669264.0
2024-09-13,1278.2,13068626.0,13069904.2,4,0.0,0.0,0.0,0.0,0.0,3489500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3371438.0,3512840.0,0.0,0.0,0.0,0.0,0.0,2694848.0
2024-09-18,1278.2,13392096.0,13393374.2,4,0.0,0.0,0.0,0.0,0.0,3643500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3338872.0,3601880.0,0.0,0.0,0.0,0.0,0.0,2807844.0
2024-09-19,1278.2,13616904.0,13618182.2,4,0.0,0.0,0.0,0.0,0.0,3610250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443426.0,3601880.0,0.0,0.0,0.0,0.0,0.0,2961348.0
2024-09-20,1278.2,13661518.0,13662796.2,4,0.0,0.0,0.0,0.0,0.0,3680250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434856.0,3559480.0,0.0,0.0,0.0,0.0,0.0,2986932.0
2024-09-23,1278.2,13657430.0,13658708.2,4,0.0,0.0,0.0,0.0,0.0,3753750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421144.0,3544640.0,0.0,0.0,0.0,0.0,0.0,2937896.0
2024-09-24,1278.2,14482332.0,14483610.2,4,0.0,0.0,0.0,0.0,0.0,3972500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633680.0,3686680.0,0.0,0.0,0.0,0.0,0.0,3189472.0
2024-09-25,1278.2,14592934.0,14594212.2,4,0.0,0.0,0.0,0.0,0.0,3983000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676530.0,3741800.0,0.0,0.0,0.0,0.0,0.0,3191604.0
2024-09-26,1278.2,15530342.0,15531620.2,4,0.0,0.0,0.0,0.0,0.0,4189500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988478.0,3926240.0,0.0,0.0,0.0,0.0,0.0,3426124.0
2024-09-27,1278.2,16212674.0,16213952.2,4,0.0,0.0,0.0,0.0,0.0,4184250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312424.0,4091600.0,0.0,0.0,0.0,0.0,0.0,3624400.0
2024-09-30,1278.2,17265220.0,17266498.2,4,0.0,0.0,0.0,0.0,0.0,4322500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542100.0,4424440.0,0.0,0.0,0.0,0.0,0.0,3976180.0
2024-10-08,1674.63,17266759.0,17268433.63,4,0.0,0.0,0.0,0.0,0.0,4194522.0,0.0,0.0,0.0,0.0,0.0,0.0,4590592.0,0.0,0.0,4331586.0,0.0,0.0,0.0,0.0,0.0,4150059.0
2024-10-09,1674.63,15979740.0,15981414.63,4,0.0,0.0,0.0,0.0,0.0,3958110.0,0.0,0.0,0.0,0.0,0.0,0.0,4272128.0,0.0,0.0,4011942.0,0.0,0.0,0.0,0.0,0.0,3737560.0
2024-10-10,1674.63,16509677.0,16511351.63,4,0.0,0.0,0.0,0.0,0.0,4103181.0,0.0,0.0,0.0,0.0,0.0,0.0,4425728.0,0.0,0.0,4063167.0,0.0,0.0,0.0,0.0,0.0,3917601.0
2024-10-11,1674.63,16339693.0,16341367.63,4,0.0,0.0,0.0,0.0,0.0,4072734.0,0.0,0.0,0.0,0.0,0.0,0.0,4331520.0,0.0,0.0,4040628.0,0.0,0.0,0.0,0.0,0.0,3894811.0
2024-10-14,1674.63,16683810.0,16685484.63,4,0.0,0.0,0.0,0.0,0.0,4146165.0,0.0,0.0,0.0,0.0,0.0,0.0,4443136.0,0.0,0.0,4044726.0,0.0,0.0,0.0,0.0,0.0,4049783.0
2024-10-15,1674.63,16139015.0,16140689.63,4,0.0,0.0,0.0,0.0,0.0,4010049.0,0.0,0.0,0.0,0.0,0.0,0.0,4329472.0,0.0,0.0,3932031.0,0.0,0.0,0.0,0.0,0.0,3867463.0
2024-10-16,1674.63,16186406.0,16188080.63,4,0.0,0.0,0.0,0.0,0.0,4013631.0,0.0,0.0,0.0,0.0,0.0,0.0,4231168.0,0.0,0.0,4026285.0,0.0,0.0,0.0,0.0,0.0,3915322.0
2024-10-17,1674.63,15905619.0,15907293.63,4,0.0,0.0,0.0,0.0,0.0,4004676.0,0.0,0.0,0.0,0.0,0.0,0.0,4155392.0,0.0,0.0,3864414.0,0.0,0.0,0.0,0.0,0.0,3881137.0
2024-10-18,1674.63,16134580.0,16136254.63,4,0.0,0.0,0.0,0.0,0.0,4035123.0,0.0,0.0,0.0,0.0,0.0,0.0,4216832.0,0.0,0.0,3983256.0,0.0,0.0,0.0,0.0,0.0,3899369.0
2024-10-21,1674.63,16081900.0,16083574.63,4,0.0,0.0,0.0,0.0,0.0,4010049.0,0.0,0.0,0.0,0.0,0.0,0.0,4189184.0,0.0,0.0,3942276.0,0.0,0.0,0.0,0.0,0.0,3940391.0
2024-10-22,1674.63,16240813.0,16242487.63,4,0.0,0.0,0.0,0.0,0.0,4061988.0,0.0,0.0,0.0,0.0,0.0,0.0,4258816.0,0.0,0.0,3975060.0,0.0,0.0,0.0,0.0,0.0,3944949.0
2024-10-23,1674.63,16249025.0,16250699.63,4,0.0,0.0,0.0,0.0,0.0,4040496.0,0.0,0.0,0.0,0.0,0.0,0.0,4272128.0,0.0,0.0,3991452.0,0.0,0.0,0.0,0.0,0.0,3944949.0
2024-10-24,1674.63,16089860.0,16091534.63,4,0.0,0.0,0.0,0.0,0.0,4044078.0,0.0,0.0,0.0,0.0,0.0,0.0,4224000.0,0.0,0.0,3977109.0,0.0,0.0,0.0,0.0,0.0,3844673.0
2024-10-25,1674.63,16071695.0,16073369.63,4,0.0,0.0,0.0,0.0,0.0,4026168.0,0.0,0.0,0.0,0.0,0.0,0.0,4189184.0,0.0,0.0,4054971.0,0.0,0.0,0.0,0.0,0.0,3801372.0
2024-10-28,1674.63,16002085.0,16003759.63,4,0.0,0.0,0.0,0.0,0.0,4067361.0,0.0,0.0,0.0,0.0,0.0,0.0,4168704.0,0.0,0.0,3905394.0,0.0,0.0,0.0,0.0,0.0,3860626.0
2024-10-29,1674.63,15774649.0,15776323.63,4,0.0,0.0,0.0,0.0,0.0,4026168.0,0.0,0.0,0.0,0.0,0.0,0.0,4153344.0,0.0,0.0,3864414.0,0.0,0.0,0.0,0.0,0.0,3730723.0
2024-10-30,1674.63,15689975.0,15691649.63,4,0.0,0.0,0.0,0.0,0.0,3981393.0,0.0,0.0,0.0,0.0,0.0,0.0,4080640.0,0.0,0.0,3876708.0,0.0,0.0,0.0,0.0,0.0,3751234.0
2024-10-31,1674.63,15462991.0,15464665.63,4,0.0,0.0,0.0,0.0,0.0,3976020.0,0.0,0.0,0.0,0.0,0.0,0.0,3877888.0,0.0,0.0,3821385.0,0.0,0.0,0.0,0.0,0.0,3787698.0
2024-11-01,1674.63,15602867.0,15604541.63,4,0.0,0.0,0.0,0.0,0.0,4054824.0,0.0,0.0,0.0,0.0,0.0,0.0,3879936.0,0.0,0.0,3823434.0,0.0,0.0,0.0,0.0,0.0,3844673.0
2024-11-04,1674.63,15794570.0,15796244.63,4,0.0,0.0,0.0,0.0,0.0,4063779.0,0.0,0.0,0.0,0.0,0.0,0.0,3859456.0,0.0,0.0,3880806.0,0.0,0.0,0.0,0.0,0.0,3990529.0
2024-11-05,1674.63,15926023.0,15927697.63,4,0.0,0.0,0.0,0.0,0.0,4040496.0,0.0,0.0,0.0,0.0,0.0,0.0,3913728.0,0.0,0.0,3919737.0,0.0,0.0,0.0,0.0,0.0,4052062.0
2024-11-06,1674.63,15780917.0,15782591.63,4,0.0,0.0,0.0,0.0,0.0,3873933.0,0.0,0.0,0.0,0.0,0.0,0.0,3818496.0,0.0,0.0,3915639.0,0.0,0.0,0.0,0.0,0.0,4172849.0
2024-11-07,1674.63,16181152.0,16182826.63,4,0.0,0.0,0.0,0.0,0.0,3929454.0,0.0,0.0,0.0,0.0,0.0,0.0,3945472.0,0.0,0.0,4046775.0,0.0,0.0,0.0,0.0,0.0,4259451.0
2024-11-08,1674.63,16019158.0,16020832.63,4,0.0,0.0,0.0,0.0,0.0,3897216.0,0.0,0.0,0.0,0.0,0.0,0.0,3944448.0,0.0,0.0,4016040.0,0.0,0.0,0.0,0.0,0.0,4161454.0
2024-11-11,1674.63,15641105.0,15642779.63,4,0.0,0.0,0.0,0.0,0.0,3784383.0,0.0,0.0,0.0,0.0,0.0,0.0,3900416.0,0.0,0.0,3915639.0,0.0,0.0,0.0,0.0,0.0,4040667.0
2024-11-12,1674.63,15534605.0,15536279.63,4,0.0,0.0,0.0,0.0,0.0,3730653.0,0.0,0.0,0.0,0.0,0.0,0.0,3895296.0,0.0,0.0,3934080.0,0.0,0.0,0.0,0.0,0.0,3974576.0
2024-11-13,1674.63,15599196.0,15600870.63,4,0.0,0.0,0.0,0.0,0.0,3805875.0,0.0,0.0,0.0,0.0,0.0,0.0,3914752.0,0.0,0.0,3938178.0,0.0,0.0,0.0,0.0,0.0,3940391.0
2024-11-14,1674.63,15391853.0,15393527.63,4,0.0,0.0,0.0,0.0,0.0,3775428.0,0.0,0.0,0.0,0.0,0.0,0.0,3897344.0,0.0,0.0,3897198.0,0.0,0.0,0.0,0.0,0.0,3821883.0
2024-11-15,1674.63,15364098.0,15365772.63,4,0.0,0.0,0.0,0.0,0.0,3789756.0,0.0,0.0,0.0,0.0,0.0,0.0,3844096.0,0.0,0.0,3899247.0,0.0,0.0,0.0,0.0,0.0,3830999.0
2024-11-18,1674.63,15167630.0,15169304.63,4,0.0,0.0,0.0,0.0,0.0,3843486.0,0.0,0.0,0.0,0.0,0.0,0.0,3821568.0,0.0,0.0,3897198.0,0.0,0.0,0.0,0.0,0.0,3605378.0
2024-11-19,1674.63,15127144.0,15128818.63,4,0.0,0.0,0.0,0.0,0.0,3818412.0,0.0,0.0,0.0,0.0,0.0,0.0,3826688.0,0.0,0.0,3917688.0,0.0,0.0,0.0,0.0,0.0,3564356.0
